S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	Scaffold503809	6327	unaligned
CONTIG	Scaffold430090	11931	unaligned
CONTIG	Scaffold167970	2402	unaligned
CONTIG	Scaffold761892	12161	unaligned
CONTIG	Scaffold340015	11055	unaligned
CONTIG	Scaffold598064	13613	unaligned
CONTIG	Scaffold569403	18191	unaligned
CONTIG	Scaffold753735	20191	unaligned
CONTIG	Scaffold716874	3788	unaligned
CONTIG	Scaffold360524	667	unaligned
CONTIG	Scaffold24656	7639	unaligned
CONTIG	Scaffold643152	6201	unaligned
CONTIG	Scaffold467025	9970	unaligned
CONTIG	Scaffold327762	5801	unaligned
CONTIG	Scaffold503896	6769	unaligned
CONTIG	Scaffold356449	11072	unaligned
CONTIG	Scaffold495721	14615	unaligned
CONTIG	Scaffold659572	865	unaligned
CONTIG	Scaffold749685	9141	unaligned
CONTIG	Scaffold184453	9316	unaligned
CONTIG	Scaffold163976	7523	unaligned
CONTIG	Scaffold671888	2299	unaligned
CONTIG	Scaffold479377	2671	unaligned
CONTIG	Scaffold635034	15781	unaligned
CONTIG	Scaffold532637	25506	unaligned
CONTIG	Scaffold266405	17215	unaligned
CONTIG	Scaffold434349	731	unaligned
CONTIG	Scaffold438470	4447	unaligned
CONTIG	Scaffold278734	1268	unaligned
CONTIG	Scaffold536783	6848	unaligned
CONTIG	Scaffold245971	3646	unaligned
CONTIG	Scaffold577751	505	unaligned
CONTIG	Scaffold504038	1830	unaligned
CONTIG	Scaffold717032	3343	unaligned
CONTIG	Scaffold581866	6781	unaligned
CONTIG	Scaffold65774	709	unaligned
CONTIG	Scaffold798962	10352	unaligned
CONTIG	Scaffold696563	6621	unaligned
CONTIG	Scaffold745723	18827	unaligned
CONTIG	Scaffold336137	2821	unaligned
CONTIG	Scaffold266511	5233	unaligned
CONTIG	Scaffold160019	10765	unaligned
CONTIG	Scaffold151832	1108	unaligned
CONTIG	Scaffold262426	5954	unaligned
CONTIG	Scaffold790810	941	unaligned
CONTIG	Scaffold528673	11048	unaligned
CONTIG	Scaffold422181	3178	unaligned
CONTIG	Scaffold651566	8156	unaligned
CONTIG	Scaffold172336	12893	unaligned
CONTIG	Scaffold495921	17221	unaligned
CONTIG	Scaffold139570	4715	unaligned
CONTIG	Scaffold397618	11515	unaligned
CONTIG	Scaffold606519	11299	unaligned
CONTIG	Scaffold721214	7110	unaligned
CONTIG	Scaffold729410	2148	unaligned
CONTIG	Scaffold352593	11714	unaligned
CONTIG	Scaffold553301	1916	unaligned
CONTIG	Scaffold467289	10369	unaligned
