S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	10698	6941	unaligned
CONTIG	11448	47182	unaligned
CONTIG	13187	122320	unaligned
CONTIG	18522	61534	unaligned
CONTIG	18897	33199	unaligned
CONTIG	20643	38057	unaligned
CONTIG	23579	542	unaligned
CONTIG	42308	36120	unaligned
1	140	140	1	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_1_from_4678458__crt_	42412	100.0		True
CONTIG	42412	156872	correct_unaligned
CONTIG	43977	515	unaligned
CONTIG	46507	9291	unaligned
CONTIG	50862	23203	unaligned
CONTIG	54124	12998	unaligned
CONTIG	57350	21045	unaligned
CONTIG	61908	42556	unaligned
CONTIG	62029	117827	unaligned
CONTIG	64683	17145	unaligned
CONTIG	64995	10685	unaligned
CONTIG	72086	7666	unaligned
CONTIG	72137	21046	unaligned
CONTIG	78368	86851	unaligned
CONTIG	81502	38948	unaligned
CONTIG	91001	90097	unaligned
CONTIG	91579	46389	unaligned
CONTIG	98606	109892	unaligned
CONTIG	105614	8428	unaligned
CONTIG	111496	22750	unaligned
CONTIG	113379	167217	unaligned
CONTIG	114522	35577	unaligned
CONTIG	114697	32453	unaligned
CONTIG	114756	86651	unaligned
CONTIG	118018	50658	unaligned
CONTIG	119133	21964	unaligned
CONTIG	121937	34881	unaligned
CONTIG	122176	26636	unaligned
1	347	32883	33229	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_0_from_2720828__crt_	122867	100.0		True
CONTIG	122867	143938	correct_unaligned
CONTIG	123434	50367	unaligned
CONTIG	124310	55539	unaligned
CONTIG	125485	26078	unaligned
CONTIG	128140	29476	unaligned
CONTIG	129499	93889	unaligned
CONTIG	129884	124508	unaligned
CONTIG	129987	15025	unaligned
CONTIG	135558	43507	unaligned
CONTIG	137197	126684	unaligned
CONTIG	138705	21628	unaligned
CONTIG	140009	80573	unaligned
CONTIG	141213	11381	unaligned
CONTIG	143878	38552	unaligned
CONTIG	144119	34037	unaligned
CONTIG	148420	18081	unaligned
CONTIG	150857	44413	unaligned
CONTIG	150936	15161	unaligned
CONTIG	155378	53622	unaligned
CONTIG	155600	58703	unaligned
CONTIG	156138	108656	unaligned
CONTIG	157491	56011	unaligned
CONTIG	157827	105503	unaligned
CONTIG	158117	802	unaligned
CONTIG	159475	43504	unaligned
CONTIG	161311	83368	unaligned
CONTIG	161362	19704	unaligned
CONTIG	164351	45942	unaligned
CONTIG	164513	45182	unaligned
CONTIG	164824	32122	unaligned
127	810	15131	14448	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_3_from_2134210__ml_	165106	100.0		True
unknown
229	416	15299	15112	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_3_from_2134210__ml_	165106	97.87		True
unknown
2519	3110	27749	27158	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_2_from_2119200__ml_	165106	100.0		True
unknown
CONTIG	165106	27749	mis_unaligned
CONTIG	165469	28579	unaligned
CONTIG	166822	18361	unaligned
CONTIG	169702	26868	unaligned
CONTIG	170962	89225	unaligned
CONTIG	172285	6791	unaligned
CONTIG	172643	37670	unaligned
CONTIG	173524	15541	unaligned
CONTIG	174826	39380	unaligned
CONTIG	175889	32738	unaligned
CONTIG	179673	184047	unaligned
CONTIG	179905	78822	unaligned
CONTIG	180970	7193	unaligned
CONTIG	184244	12621	unaligned
CONTIG	185230	39315	unaligned
CONTIG	191598	19901	unaligned
CONTIG	192104	67591	unaligned
52	816	1	765	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_1_from_4678458__crt_	197069	100.0		True
CONTIG	197069	80717	correct_unaligned
CONTIG	203145	5854	unaligned
CONTIG	210187	29503	unaligned
CONTIG	212203	31319	unaligned
1	1003	12246	13248	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_2_from_2119200__ml_	215384	100.0		True
CONTIG	215384	13248	correct_unaligned
CONTIG	219366	37072	unaligned
CONTIG	227246	35360	unaligned
CONTIG	228704	19949	unaligned
CONTIG	238643	17950	unaligned
CONTIG	254862	2085	unaligned
CONTIG	256720	16765	unaligned
CONTIG	258090	7087	unaligned
CONTIG	270207	20652	unaligned
CONTIG	295166	18029	unaligned
CONTIG	296045	17595	unaligned
CONTIG	301869	51141	unaligned
CONTIG	304783	28541	unaligned
CONTIG	305859	24556	unaligned
CONTIG	324184	785	unaligned
CONTIG	326002	5962	unaligned
CONTIG	328726	3099	unaligned
CONTIG	342971	9655	unaligned
CONTIG	368891	20314	unaligned
CONTIG	369224	4321	unaligned
CONTIG	390818	1127	unaligned
CONTIG	416086	13125	unaligned
CONTIG	425260	17265	unaligned
CONTIG	451883	14683	unaligned
CONTIG	458827	2148	unaligned
CONTIG	467902	19713	unaligned
CONTIG	487388	14580	unaligned
CONTIG	495785	21341	unaligned
CONTIG	502638	15747	unaligned
CONTIG	504225	25957	unaligned
CONTIG	510573	14346	unaligned
CONTIG	516553	3643	unaligned
CONTIG	517368	1482	unaligned
CONTIG	528623	9746	unaligned
CONTIG	544722	632	unaligned
CONTIG	667758	894	unaligned
CONTIG	727035	16441	unaligned
CONTIG	731971	16512	unaligned
CONTIG	839827	551	unaligned
CONTIG	utg000941l	61775	unaligned
CONTIG	utg002154l	23724	unaligned
CONTIG	utg002216l	82097	unaligned
CONTIG	utg003211l	4051	unaligned
CONTIG	utg003934l	13194	unaligned
CONTIG	utg003978l	11474	unaligned
CONTIG	utg004348l	16162	unaligned
CONTIG	utg004366l	15033	unaligned
CONTIG	utg004455l	8032	unaligned
CONTIG	utg004761l	12518	unaligned
CONTIG	utg004846l	11786	unaligned
CONTIG	utg004948l	10369	unaligned
CONTIG	utg005045l	21180	unaligned
CONTIG	utg005197l	29338	unaligned
CONTIG	utg005271l	9844	unaligned
CONTIG	utg005279l	19187	unaligned
CONTIG	utg005290l	19790	unaligned
CONTIG	utg005463l	12110	unaligned
CONTIG	utg005520l	19697	unaligned
CONTIG	utg005584l	10090	unaligned
CONTIG	utg005712l	12171	unaligned
CONTIG	utg005845l	13903	unaligned
CONTIG	utg005888l	8641	unaligned
CONTIG	utg006336l	8723	unaligned
CONTIG	utg006489l	12892	unaligned
CONTIG	utg006539l	12092	unaligned
CONTIG	utg006565l	11052	unaligned
CONTIG	utg006653l	27195	unaligned
CONTIG	utg006785l	20611	unaligned
CONTIG	utg006867l	14630	unaligned
CONTIG	utg006924l	9399	unaligned
CONTIG	utg007144l	19055	unaligned
CONTIG	utg007496l	9923	unaligned
CONTIG	utg007538l	14154	unaligned
CONTIG	utg007591l	13365	unaligned
CONTIG	utg007667l	20515	unaligned
CONTIG	utg007694l	6710	unaligned
CONTIG	utg007715l	12232	unaligned
CONTIG	utg007727l	7219	unaligned
CONTIG	utg007899l	9553	unaligned
CONTIG	utg008001l	9144	unaligned
CONTIG	utg008010l	8456	unaligned
CONTIG	utg008131l	6349	unaligned
CONTIG	utg008157l	15031	unaligned
CONTIG	utg008168l	8921	unaligned
CONTIG	utg008182l	15094	unaligned
CONTIG	utg008235l	9463	unaligned
CONTIG	utg008276l	6270	unaligned
CONTIG	utg008350l	16255	unaligned
CONTIG	utg008355l	11129	unaligned
CONTIG	utg008394l	8774	unaligned
CONTIG	utg008450l	22908	unaligned
CONTIG	utg008463l	18914	unaligned
CONTIG	utg008553l	21111	unaligned
CONTIG	utg008561l	8698	unaligned
CONTIG	utg008568l	8229	unaligned
CONTIG	utg008572l	8617	unaligned
CONTIG	utg008619l	8303	unaligned
CONTIG	utg008812l	7508	unaligned
CONTIG	utg008841l	19320	unaligned
CONTIG	utg009080l	15795	unaligned
CONTIG	utg009357l	11182	unaligned
CONTIG	utg009507l	8384	unaligned
CONTIG	utg009581l	7652	unaligned
