S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	opera_contig_495	173251	unaligned
CONTIG	opera_contig_529	166572	unaligned
CONTIG	opera_contig_543	163803	unaligned
1	347	63066	63412	GCA_000473245.1_crisprs_GCA_000473245.1_CRISPR_0_from_2720828__crt_	opera_contig_599	99.71		True
CONTIG	opera_contig_599	152387	correct_unaligned
CONTIG	opera_contig_735	130783	unaligned
CONTIG	opera_contig_863	117198	unaligned
CONTIG	opera_contig_875	116363	unaligned
CONTIG	opera_contig_946	106224	unaligned
CONTIG	opera_contig_958	105680	unaligned
CONTIG	opera_contig_993	102255	unaligned
CONTIG	opera_contig_1052	98628	unaligned
CONTIG	opera_contig_1091	95238	unaligned
CONTIG	opera_contig_1171	91463	unaligned
CONTIG	opera_contig_1336	81433	unaligned
CONTIG	opera_contig_1338	81666	unaligned
CONTIG	opera_contig_1380	79797	unaligned
CONTIG	opera_contig_1393	78667	unaligned
CONTIG	opera_contig_1420	77457	unaligned
CONTIG	opera_contig_1485	74233	unaligned
CONTIG	opera_contig_1556	73275	unaligned
CONTIG	opera_contig_1672	68350	unaligned
CONTIG	opera_contig_1715	66782	unaligned
CONTIG	opera_contig_1811	63920	unaligned
CONTIG	opera_contig_1815	64491	unaligned
CONTIG	opera_contig_1861	61835	unaligned
CONTIG	opera_contig_2002	58642	unaligned
CONTIG	opera_contig_2148	54805	unaligned
CONTIG	opera_contig_2246	52281	unaligned
CONTIG	opera_contig_2277	52451	unaligned
CONTIG	opera_contig_2402	49990	unaligned
CONTIG	opera_contig_2451	49432	unaligned
CONTIG	opera_contig_2453	49373	unaligned
CONTIG	opera_contig_2498	50598	unaligned
CONTIG	opera_contig_2514	48653	unaligned
CONTIG	opera_contig_2542	47537	unaligned
CONTIG	opera_contig_2567	47548	unaligned
CONTIG	opera_contig_2636	46851	unaligned
CONTIG	opera_contig_2719	45419	unaligned
CONTIG	opera_contig_3159	40501	unaligned
CONTIG	opera_contig_3263	39688	unaligned
CONTIG	opera_contig_3275	39318	unaligned
CONTIG	opera_contig_3305	39253	unaligned
CONTIG	opera_contig_3315	39302	unaligned
CONTIG	opera_contig_3322	39441	unaligned
