S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	333331	709	unaligned
CONTIG	341032	692	unaligned
CONTIG	1142421	680	unaligned
CONTIG	145416	820	unaligned
CONTIG	206898	590	unaligned
CONTIG	384318	742	unaligned
CONTIG	384586	626	unaligned
CONTIG	481804	677	unaligned
CONTIG	517212	731	unaligned
CONTIG	519760	576	unaligned
CONTIG	929669	620	unaligned
CONTIG	940825	657	unaligned
CONTIG	1110733	581	unaligned
CONTIG	1118383	622	unaligned
CONTIG	125641	511	unaligned
CONTIG	163968	508	unaligned
CONTIG	217495	609	unaligned
CONTIG	222404	598	unaligned
CONTIG	247231	686	unaligned
CONTIG	291245	571	unaligned
CONTIG	320041	510	unaligned
CONTIG	422167	518	unaligned
CONTIG	472217	578	unaligned
CONTIG	493900	572	unaligned
CONTIG	498302	539	unaligned
CONTIG	514268	553	unaligned
CONTIG	524944	576	unaligned
CONTIG	652710	505	unaligned
CONTIG	675269	563	unaligned
CONTIG	697001	665	unaligned
CONTIG	731592	553	unaligned
CONTIG	810988	559	unaligned
CONTIG	836681	581	unaligned
CONTIG	842016	661	unaligned
CONTIG	854512	648	unaligned
CONTIG	905475	609	unaligned
CONTIG	939611	759	unaligned
CONTIG	1064884	516	unaligned
CONTIG	1170881	664	unaligned
CONTIG	1171452	572	unaligned
CONTIG	1199840	1628	unaligned
CONTIG	60396	563	unaligned
CONTIG	208753	530	unaligned
CONTIG	216459	545	unaligned
CONTIG	248161	512	unaligned
CONTIG	260732	1421	unaligned
CONTIG	266406	559	unaligned
CONTIG	303203	598	unaligned
CONTIG	352707	554	unaligned
CONTIG	623351	560	unaligned
CONTIG	637729	579	unaligned
CONTIG	670657	640	unaligned
CONTIG	701082	501	unaligned
CONTIG	718676	773	unaligned
CONTIG	798244	682	unaligned
CONTIG	961845	908	unaligned
CONTIG	1039206	559	unaligned
CONTIG	1081532	533	unaligned
CONTIG	1120928	725	unaligned
CONTIG	1165965	536	unaligned
CONTIG	1183546	1547	unaligned
CONTIG	1190449	1464	unaligned
CONTIG	1395	594	unaligned
CONTIG	7240	624	unaligned
CONTIG	7418	511	unaligned
CONTIG	8307	564	unaligned
CONTIG	10258	873	unaligned
CONTIG	11277	538	unaligned
CONTIG	13195	526	unaligned
CONTIG	14597	525	unaligned
CONTIG	15794	538	unaligned
CONTIG	16524	506	unaligned
CONTIG	18395	533	unaligned
CONTIG	20168	506	unaligned
CONTIG	20210	727	unaligned
CONTIG	20324	917	unaligned
CONTIG	21432	592	unaligned
CONTIG	24369	752	unaligned
CONTIG	29540	674	unaligned
CONTIG	29775	649	unaligned
CONTIG	30041	594	unaligned
CONTIG	32170	534	unaligned
CONTIG	34786	531	unaligned
CONTIG	35947	790	unaligned
CONTIG	36145	621	unaligned
CONTIG	37672	513	unaligned
CONTIG	38703	561	unaligned
CONTIG	40118	537	unaligned
CONTIG	40189	511	unaligned
CONTIG	42210	542	unaligned
CONTIG	43913	572	unaligned
CONTIG	44389	860	unaligned
CONTIG	44495	625	unaligned
CONTIG	46135	563	unaligned
CONTIG	46469	564	unaligned
CONTIG	50317	531	unaligned
CONTIG	50456	579	unaligned
CONTIG	52451	507	unaligned
CONTIG	53377	544	unaligned
CONTIG	60039	621	unaligned
CONTIG	61350	647	unaligned
CONTIG	62472	961	unaligned
CONTIG	63243	908	unaligned
CONTIG	64584	643	unaligned
CONTIG	65605	505	unaligned
CONTIG	66070	574	unaligned
CONTIG	66790	551	unaligned
CONTIG	68030	586	unaligned
CONTIG	68457	578	unaligned
CONTIG	68865	584	unaligned
