Accuracy (bp)	Accuracy (bp) (unfiltered)	Accuracy (seq)	Accuracy (seq) (unfiltered)	Adjusted Rand index (bp)	Adjusted Rand index (bp) (unfiltered)	Adjusted Rand index (seq)	Adjusted Rand index (seq) (unfiltered)	Average completeness (bp)	Average completeness (bp) (unfiltered)	Average completeness (seq)	Average completeness (seq) (unfiltered)	Average purity (bp)	Average purity (bp) (unfiltered)	Average purity (seq)	Average purity (seq) (unfiltered)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (bp) (unfiltered)	CAMI 1 F1 score (seq)	CAMI 1 F1 score (seq) (unfiltered)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (bp) (unfiltered)	CAMI 1 average completeness (seq)	CAMI 1 average completeness (seq) (unfiltered)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (bp) (unfiltered)	CAMI 1 std error of av. completeness (seq)	CAMI 1 std error of av. completeness (seq) (unfiltered)	Completeness (bp)	Completeness (bp) (unfiltered)	Completeness (seq)	Completeness (seq) (unfiltered)	F1 score (bp)	F1 score (bp) (unfiltered)	F1 score (seq)	F1 score (seq) (unfiltered)	F1 score for sample (bp)	F1 score for sample (bp) (unfiltered)	F1 score for sample (seq)	F1 score for sample (seq) (unfiltered)	Misclassification rate (bp)	Misclassification rate (bp) (unfiltered)	Misclassification rate (seq)	Misclassification rate (seq) (unfiltered)	Percentage of binned bp	Percentage of binned bp (unfiltered)	Percentage of binned sequences	Percentage of binned sequences (unfiltered)	Purity (bp)	Purity (bp) (unfiltered)	Purity (seq)	Purity (seq) (unfiltered)	Rand index (bp)	Rand index (bp) (unfiltered)	Rand index (seq)	Rand index (seq) (unfiltered)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (bp) (unfiltered)	Std error of av. completeness (seq)	Std error of av. completeness (seq) (unfiltered)	Std error of av. purity (bp)	Std error of av. purity (bp) (unfiltered)	Std error of av. purity (seq)	Std error of av. purity (seq) (unfiltered)	Tool	UniFrac (bp)	UniFrac (bp) (unfiltered)	UniFrac (seq)	UniFrac (seq) (unfiltered)	avg_precision_bp_var	avg_precision_bp_var (unfiltered)	avg_recall_bp_var	avg_recall_bp_var (unfiltered)	avg_recall_bp_var_cami1	avg_recall_bp_var_cami1 (unfiltered)	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	marmgCAMI2_short_read_sample_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999998	0.9999999999999998	1.0	1.0	marmgCAMI2_short_read_sample_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	0.9999999999999999	1.0	1.0	marmgCAMI2_short_read_sample_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	marmgCAMI2_short_read_sample_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9999999999999999	0.9999999999999999	1.0	1.0	marmgCAMI2_short_read_sample_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	marmgCAMI2_short_read_sample_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	marmgCAMI2_short_read_sample_7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	species
0.9573010881876779	0.9573010881876779	0.9573010881876779	0.9573010881876779	1.000013015730665	1.000013015730665	0.9995642005163686	0.9995642005163686	0.631713656318914	0.631713656318914	0.631713656318914	0.631713656318914	0.9999543526610907	0.9999543526610907	0.9999543526610907	0.9999543526610907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9573010881876779	0.9573010881876779	0.9573010881876779	0.9573010881876779	0.7742810630533008	0.7742810630533008	0.7742810630533008	0.7742810630533008	0.9781617304014741	0.9781617304014741	0.9781617304014741	0.9781617304014741	4.822200621767969e-05	4.822200621767969e-05	4.822200621767969e-05	4.822200621767969e-05	0.9573472533928834	0.9573472533928834	0.9573472533928834	0.9573472533928834	0.9999517779937823	0.9999517779937823	0.9999517779937823	0.9999517779937823	0.9994320975137988	0.9994320975137988	0.999904432125297	0.999904432125297	marmgCAMI2_short_read_sample_7	0.31593417841653376	0.3159341784165337	0.31593417841653376	0.3159341784165337	2.9742592689840915e-06	2.9742592689840915e-06	2.9742592689840915e-06	2.9742592689840915e-06	Ganon 0.1.4	0.4349404120739991	0.3914104926933437	0.4349404120739991	0.3914104926933437	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
0.9475222256622658	0.9555573416929446	0.9475222256622658	0.9555573416929446	1.0001298273625827	1.0001522296910494	0.999106500939618	0.9991169444628205	0.26350138005932927	0.9028257114546496	0.26350138005932927	0.9028257114546496	0.9996036481653809	0.5991222774780819	0.9996036481653809	0.5991222774780819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9475222256622658	0.9555573416929446	0.9475222256622658	0.9555573416929446	0.41706261145064333	0.7202686116938567	0.41706261145064333	0.7202686116938567	0.9728940824490875	0.9771042986662327	0.9728940824490875	0.9771042986662327	0.0003379085994583697	0.00035459833725681733	0.0003379085994583697	0.00035459833725681733	0.9478425097972586	0.955896300931845	0.9478425097972586	0.955896300931845	0.9996620914005416	0.9996454016627432	0.9996620914005416	0.9996454016627432	0.9971072022631656	0.9973725950783177	0.9995653394427026	0.9995677534504129	marmgCAMI2_short_read_sample_7	0.07581622038346475	0.053579389013124964	0.07581622038346475	0.053579389013124964	0.00017435594997070391	0.0908406055504497	0.00017435594997070391	0.0908406055504497	Ganon 0.1.4	0.4349404120739991	0.3914104926933437	0.4349404120739991	0.3914104926933437	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
0.9509066907978442	0.9594046632110029	0.9509066907978442	0.9594046632110029	1.000158700511913	1.000205132552914	0.9994053068703831	0.9993952839348702	0.3029534550829904	0.9193010105844381	0.3029534550829904	0.9193010105844381	0.9990108127400457	0.5177553298908841	0.9990108127400457	0.5177553298908841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9509066907978442	0.9594046632110029	0.9509066907978442	0.9594046632110029	0.46491871530532675	0.6624277484440667	0.46491871530532675	0.6624277484440667	0.974609171265624	0.9790397457400968	0.974609171265624	0.9790397457400968	0.00047651688346339593	0.0005046802532184813	0.00047651688346339593	0.0005046802532184813	0.9513600299143505	0.9598891002851966	0.9513600299143505	0.9598891002851966	0.9995234831165366	0.9994953197467815	0.9995234831165366	0.9994953197467815	0.9974176217181026	0.9977324154064826	0.9997257535391726	0.9997233267779222	marmgCAMI2_short_read_sample_7	0.06175290057269921	0.04754630834239598	0.06175290057269921	0.04754630834239598	0.0004603509009674224	0.06853300528259576	0.0004603509009674224	0.06853300528259576	Ganon 0.1.4	0.4349404120739991	0.3914104926933437	0.4349404120739991	0.3914104926933437	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
