Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (seq)	Std error of av. purity (bp)	Std error of av. purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	avg_recall_bp_var_cami1	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	0.0	genome	NA
0.3147446797498672	0.011466971997372403	0.702809910381857	0.6583383520400594	0.3427620525238289	0.28930496687723406	0.870781533739026	0.6172525090967899	0.40841601054936677	0.33653403090221096	0.2667681095055489	0.231328715415885	0.014810266292435854	0.0132423759289044	0.39373828704545055	0.02194701433229245	0.4918997046053971	0.3939611584081254	0.5217950256764852	0.041841495313855746	0.22670324369598438	0.5526036656059596	0.40594638010907996	0.025596341918484943	0.7732967563040156	0.4473963343940403	0.9970792270175892	0.9941848457105382	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.015216148009307803	0.013806920486755579	0.01263113976469768	0.02357579849441731	MetaBAT 2.13-33 (A1)			0.04451324799973622	0.18059430498810622	0.17393978220871928	genome	NA
0.31753919023083904	0.00882862639749177	0.742399783197635	0.689834266645513	0.3358018533700546	0.28031964165152695	0.8849060597557934	0.7180580023355966	0.4122907474070535	0.3507009414749766	0.2687534710382837	0.2320067465354598	0.014875710653565029	0.013277951072765724	0.3867269185533271	0.015995720986575607	0.4868537210731637	0.4032256994374802	0.5206830607727038	0.031001987525432217	0.20338039643668704	0.4988155911277008	0.3975601146629646	0.01759207870280045	0.796619603563313	0.5011844088722992	0.9975220907934033	0.994118553982894	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.015276571570800595	0.013781473140983923	0.012319041878282793	0.023154435354888155	MetaBAT 2.13-33 (A2)			0.041581909226894566	0.1820314383870785	0.17592298012162755	genome	NA
0.2048804524394679	0.013045047870198202	0.1661404738090326	0.17746775777174825	0.3447647193859873	0.27399753849510405	0.7712815386348081	0.6416158348084585	0.28016132221175527	0.23359376553644745	0.17116837393143586	0.14278967851491464	0.0119959475632999	0.010415042074333395	0.4020007769248862	0.029909469277151473	0.47652265544367317	0.3840074086351594	0.423956706046155	0.055025338014476365	0.551550491480054	0.656671714062266	0.4556626545518098	0.03794527147377068	0.4484495085199461	0.343328285937734	0.9729768609788616	0.9692131905389801	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.014372468036824378	0.012725852880079857	0.01885821857810025	0.02547327987536516	MetaBAT 0.25.4 (A3)			0.08250671864194206	0.16112291322623992	0.11627342841668417	genome	NA
0.6440255341029176	0.11426951082809152	0.743939861545125	0.3814401900138871	0.6084137138717145	0.5018549007125845	0.7580574365186991	0.4534723904284991	0.6205359047601833	0.44749255468835636	0.5252488880296141	0.44166837576492884	0.01494103411226894	0.013962559313854957	0.6689110128877134	0.12592109747084257	0.6750417528370656	0.47643848047628723	0.7281203300089777	0.20248937594438593	0.2011704890566537	0.48335910768342427	0.8040914601240539	0.22088344284973743	0.7988295109433463	0.5166408923165757	0.9989555761458999	0.9958653457637836	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.014403632321349544	0.01417686599511469	0.012296048108815875	0.014511482710879767	MetaBinner 1.0 (B1)			0.09721696981764422	0.1618224067579277	0.1910887322944504	genome	NA
0.6453560117758843	0.11563515341034461	0.7495743742640149	0.386204324234193	0.6065748579603961	0.5005413956224196	0.7485458552370359	0.4512010329005262	0.6147845818951713	0.4442135833921626	0.5215807916937979	0.4374392533859533	0.014836660685937423	0.01387914497630369	0.6655681016284483	0.1263219388584113	0.6701234678140388	0.47459225930445464	0.7269118602881696	0.203508085466709	0.19928855476741092	0.4768063207638925	0.8040914601240539	0.22088344284973743	0.8007114452325891	0.5231936792361075	0.9989920982583705	0.9959029445067276	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.01438308518449737	0.014183437813085006	0.012251033351005176	0.014240392104646697	MetaBinner 1.0 (B2)			0.09875778435417625	0.16136104875111604	0.19040942276783956	genome	NA
0.6582858839180927	0.12313164604820338	0.765598805134076	0.4577516404734472	0.6220717415021668	0.5094470646499203	0.7844007756024177	0.45592681875913904	0.6371549973609437	0.45177657771101143	0.5364533062960544	0.44770121325318707	0.014601522505649573	0.013737236976726377	0.6803479705730262	0.13916466930901647	0.6938685976163478	0.4812033627671679	0.7424402387996305	0.22270351043408154	0.18299546963813818	0.4428404682618696	0.8040914601240539	0.22088344284973743	0.8170045303618618	0.5571595317381304	0.9990628237774507	0.9966569003369161	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.013898578361926777	0.013917174721726114	0.010958251691978551	0.014399182415365312	MetaBinner 1.0 (B3)			0.07829429865437751	0.15067297477644298	0.18314263069588926	genome	NA
0.4141031010253946	0.02000539934613539	0.0289741124553172	0.007156819689383925	0.5141885108861431	0.4012010687441718	0.9168238039903428	0.7762146732854889	0.47701654437751206	0.3963472034745028	0.32237218689431735	0.26611475394694767	0.01391059053196692	0.012856480891250698	0.5832832551664833	0.053376393224136724	0.6588626269920717	0.5289858889778649	0.6109735706824261	0.09161186535464588	0.35857598667022883	0.6770400612401123	0.6439604226964648	0.061882924469986694	0.6414240133297712	0.3229599387598877	0.8832066599791798	0.5889838143022218	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.014684793011953917	0.014033596091873091	0.007749486721096264	0.013791443963626835	Autometa cami2-146383e (C1)			0.030267490397985448	0.16820165372706583	0.17086449906112616	genome	NA
0.36076580658373963	0.011941785691479844	0.016993156697972082	0.003129834221039553	0.5238461361979303	0.40686980771186615	0.9427178705899012	0.788916002854854	0.44669346790244324	0.37723229450549367	0.2926903050594033	0.2478799479557917	0.014128538042947227	0.013110826540140867	0.5961271156022544	0.05562338106549205	0.6734641130527951	0.5368622031570072	0.5768464282759681	0.08633163890358464	0.441226133634927	0.8072633394218308	0.6439604226964648	0.061882924469986694	0.558773866365073	0.19273666057816916	0.8097238549386527	0.38170732508470234	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.014811531930582045	0.014103122773447161	0.006846144662285956	0.01488127508771461	Autometa cami2-146383e (C2)			0.019966490809939206	0.17111755294190817	0.17047171149528004	genome	NA
0.637175577887253	0.21965539021023942	0.5020910437200843	0.2758805929338007	0.7069990725368035	0.5466806647193542	0.7755536364026424	0.7296452772750053	0.6196250070096762	0.5301840232071937	0.5159007799057904	0.4163637382472067	0.013885618080216012	0.012368626198645772	0.7557652049337784	0.2628836681159759	0.7396913422814557	0.6250487466653721	0.7302970888839474	0.34279652013285516	0.2935105118813819	0.5074864475594266	0.9005102403934291	0.4461431220604364	0.7064894881186181	0.4925135524405734	0.9973641671334418	0.9935313095081916	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.010700358239018912	0.01142969058312827	0.01179015364215489	0.012812205062330807	MetaWRAP 1.2.3 (D1)			0.09772242920264958	0.08930817982580516	0.17140843623849378	genome	NA
0.633980785512857	0.11551502744246124	0.8759479515881573	0.6984019184482579	0.5879908821908262	0.4824426167077019	0.8261682710941426	0.5268312295213937	0.6547133506267391	0.4844777355725258	0.5421920836692743	0.4484273568539475	0.015293891026629664	0.014141714309644506	0.6442533993773453	0.12346294082278701	0.6870222625654138	0.5036608010467436	0.745992295198002	0.2096965173670313	0.1141101870276523	0.304587945130399	0.7137610613949689	0.16588909704056307	0.8858898129723477	0.695412054869601	0.9994707926984608	0.9979839213598681	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.014960141291146591	0.014232955467063383	0.011057040445431954	0.015944118258526825	UltraBinner 1.0 (E1)			0.07286585347350316	0.17456854541183395	0.19250225355043044	genome	NA
0.5135878833925902	0.08342053003370482	0.8258765297365428	0.5068196535915506	0.5038678733375337	0.42612106811132083	0.7693077458608389	0.48517741107501566	0.5484770781538875	0.4189452351772169	0.42615018149885914	0.3686239220130152	0.01504068932752598	0.014035879058462005	0.5452788376290967	0.10635320954457717	0.6089175004671472	0.4537356779424566	0.6554313566057723	0.1769005550464592	0.17864575651848136	0.47455696706622597	0.6236497143966576	0.1585509612755804	0.8213542434815186	0.525443032933774	0.9991613042907839	0.9962849355077491	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.014751172114334292	0.014260915294537485	0.012815407074865417	0.015915380604604554	MaxBin 2.2.7 (F1)			0.08458084912467292	0.1697257214224366	0.18957431710471498	genome	NA
0.5120367643474136	0.08327448214643608	0.8304328653162809	0.5174702344085865	0.5016962518639116	0.4237225324484664	0.7644238497091431	0.48112391879850186	0.5442553839662756	0.41531790208996067	0.42255234913694206	0.3653473025122452	0.015002652469818696	0.01396858363642415	0.5440503721270749	0.10638545388332481	0.6058012660220463	0.450602519386329	0.6550219879965002	0.17701023937304253	0.17713591079747681	0.4734070837148123	0.6206253327671472	0.15792776905392855	0.8228640892025232	0.5265929162851877	0.9991810863668291	0.9964079916546054	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.01472713947634555	0.014212051805339547	0.013098321830267877	0.01599649613160311	MaxBin 2.0.2 (F2)			0.08852807394094436	0.16917313698147365	0.18929192773046208	genome	NA
0.43228325985199567	0.11790553420334039	0.44248244532407127	0.46402881053916467	0.684561196685959	0.5514309509849139	0.6973812226687485	0.5972464955462303	0.47277445177889893	0.39243404196448994	0.3576012133905962	0.29222273069973315	0.015466914065858522	0.013649735637042106	0.7471396993293082	0.17611857823962349	0.6909117451642535	0.5734250359072154	0.6245510022580163	0.264857753886032	0.46347980590949656	0.46616285227646814	0.8040914601240539	0.22088344284973743	0.5365201940905034	0.5338371477235319	0.9957271398000911	0.9951975853181336	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.013066212754800228	0.013441978810739181	0.01536937326481922	0.019673842842816276	CONCOCT 1.1.0 (G1)			0.0876367424192891	0.13316621428788925	0.18898809026931526	genome	NA
0.42914829064808335	0.11735042578333195	0.47225330052246145	0.46657355176918075	0.6720022584159843	0.5449030427988654	0.6889444038645799	0.6276313104534018	0.4682863007864361	0.39269844549017663	0.35468594674132276	0.28574087236693546	0.01538808800123411	0.013475188203297846	0.7331323578770732	0.1754256410775173	0.6803678764959684	0.5833487264118019	0.6182482274898674	0.2642142503340511	0.4655082925324999	0.46500990081887117	0.8040914601240539	0.22088344284973743	0.5344917074675001	0.5349900991811288	0.9962780366892401	0.9952531816030473	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.013286353769607429	0.013547247574540943	0.015617786994356736	0.019592521886292066	CONCOCT 0.4.1 (G2)			0.08829732795759761	0.137691213263106	0.1865930828389754	genome	NA
0.6209479883720791	0.0888337854916914	0.7436745265597888	0.6657553926995079	0.5560185796381223	0.43894846998233766	0.9969678471835975	0.996300961460124	0.019641345338909242	0.016253531407278733	0.009918374019537542	0.008193600398458824	0.00042532228445654247	0.00036672647987443945	0.6144310630063086	0.06761132041831655	0.7138924549010716	0.6094059653942256	0.7250819486458642	0.12562041347339864	0.11566017781436111	0.11548001259049423	0.7023375704884746	0.1009962867340876	0.8843398221856389	0.8845199874095058	0.99872862721485	0.9981345216125551	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.015359501805006384	0.014461960662546977	0.00019932495179764462	0.00023827262448329302	Vamb fa045c0 (J1)			0.0017240228271015233	0.1840131506444356	0.007865852303185147	genome	NA
