rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
superkingdom	marmgCAMI2_short_read_sample_9	0.053956102159200166	0.28887102863730796	0.06008546494131809	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.30372899916171686	0.43818832086477705	0.03004273247065905	0.053956102159200166	0.28887102863730796	0.06008546494131809	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.30372899916171686	0.43818832086477705	0.03004273247065905
superkingdom	marmgCAMI2_short_read_sample_0	0.053956102159200166	0.28887102863730796	0.08342230448983204	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.42382311732652905	0.6114475095810847	0.04171115224491602	0.053956102159200166	0.28887102863730796	0.08342230448983204	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.42382311732652905	0.6114475095810847	0.04171115224491602
superkingdom	marmgCAMI2_short_read_sample_1	0.053956102159200166	0.28887102863730796	0.08542231212058045	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.37730660075354844	0.5443383618018164	0.04271115606029022	0.053956102159200166	0.28887102863730796	0.08542231212058045	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.37730660075354844	0.5443383618018164	0.04271115606029022
superkingdom	marmgCAMI2_short_read_sample_2	0.053956102159200166	0.28887102863730796	0.06185099348340015	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3985967004921554	0.575053483114736	0.030925496741700077	0.053956102159200166	0.28887102863730796	0.06185099348340015	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3985967004921554	0.575053483114736	0.030925496741700077
superkingdom	marmgCAMI2_short_read_sample_3	0.053956102159200166	0.28887102863730796	0.06433898794948573	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3834813603899252	0.5532466569078984	0.03216949397474286	0.053956102159200166	0.28887102863730796	0.06433898794948573	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3834813603899252	0.5532466569078984	0.03216949397474286
superkingdom	marmgCAMI2_short_read_sample_8	0.053956102159200166	0.28887102863730796	0.07121134776422565	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3817586730578222	0.5507613444368712	0.035605673882112825	0.053956102159200166	0.28887102863730796	0.07121134776422565	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3817586730578222	0.5507613444368712	0.035605673882112825
superkingdom	marmgCAMI2_short_read_sample_5	0.053956102159200166	0.28887102863730796	0.09634076677777802	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.32888095733535405	0.47447492619053006	0.04817038338888901	0.053956102159200166	0.28887102863730796	0.09634076677777802	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.32888095733535405	0.47447492619053006	0.04817038338888901
superkingdom	marmgCAMI2_short_read_sample_6	0.053956102159200166	0.28887102863730796	0.07322148280063731	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3688392600829943	0.5321225714068905	0.036610741400318655	0.053956102159200166	0.28887102863730796	0.07322148280063731	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3688392600829943	0.5321225714068905	0.036610741400318655
superkingdom	marmgCAMI2_short_read_sample_7	0.053956102159200166	0.28887102863730796	0.080366166626981	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.39651058185340726	0.5720438500999081	0.04018308331349049	0.053956102159200166	0.28887102863730796	0.080366166626981	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.39651058185340726	0.5720438500999081	0.04018308331349049
superkingdom	marmgCAMI2_short_read_sample_4	0.053956102159200166	0.28887102863730796	0.16303471349223447	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3174211375788777	0.45794190105838023	0.08151735674611724	0.053956102159200166	0.28887102863730796	0.16303471349223447	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3174211375788777	0.45794190105838023	0.08151735674611724
phylum	marmgCAMI2_short_read_sample_0	0.053956102159200166	0.28887102863730796	0.03089297887565282	0.6470588235294118	1.0	0.7857142857142858	11.0	0.0	6.0	11.0	0.6470588235294118	1.2172687065593506	0.5076404797023452	0.01552276237223274	0.053956102159200166	0.28887102863730796	0.02306378417651821	0.9411764705882353	1.0	0.9696969696969697	16.0	0.0	1.0	16.0	0.9411764705882353	1.2768557488722614	0.4605283642071438	0.011531892088259107
phylum	marmgCAMI2_short_read_sample_8	0.053956102159200166	0.28887102863730796	0.03269761366350884	0.5217391304347826	1.0	0.6857142857142856	12.0	0.0	11.0	12.0	0.5217391304347826	1.184847793632997	0.4768178288444285	0.016414268254455286	0.053956102159200166	0.28887102863730796	0.026238661228352847	0.9565217391304348	1.0	0.9777777777777777	22.0	0.0	1.0	22.0	0.9565217391304348	1.2405636945162426	0.40134152579121357	0.01311933061417642
phylum	marmgCAMI2_short_read_sample_7	0.053956102159200166	0.28887102863730796	0.048658321560639255	0.5	1.0	0.6666666666666666	10.0	0.0	10.0	10.0	0.5	1.2025056928770324	0.5222415868737416	0.0244466107218529	0.053956102159200166	0.28887102863730796	0.04128867117751438	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.2669278716234265	0.43027818901585424	0.02064433558875719
phylum	marmgCAMI2_short_read_sample_6	0.053956102159200166	0.28887102863730796	0.0448646463772287	0.5909090909090909	1.0	0.7428571428571429	13.0	0.0	9.0	13.0	0.5909090909090909	1.2747489304060309	0.4969879528801366	0.022523997845231805	0.053956102159200166	0.28887102863730796	0.037315713468627186	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3297640797288917	0.4367726324668634	0.018657856734313596
phylum	marmgCAMI2_short_read_sample_5	0.053956102159200166	0.28887102863730796	0.08413391719187226	0.55	1.0	0.7096774193548387	11.0	0.0	9.0	11.0	0.55	1.2132475363032327	0.5059635214541122	0.04223116996490214	0.053956102159200166	0.28887102863730796	0.0774176134836737	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.266082243068423	0.42999099387919604	0.03870880674183687
phylum	marmgCAMI2_short_read_sample_4	0.053956102159200166	0.28887102863730796	0.04934275407978056	0.5555555555555556	1.0	0.7142857142857143	10.0	0.0	8.0	10.0	0.5555555555555556	1.2285821457660984	0.5335664464710731	0.024728608706781396	0.053956102159200166	0.28887102863730796	0.045952401639206754	1.0	1.0	1.0	18.0	0.0	0.0	18.0	1.0	1.2622033425043477	0.4366923870800193	0.022976200819603377
phylum	marmgCAMI2_short_read_sample_3	0.053956102159200166	0.28887102863730796	0.03720886715449004	0.5454545454545454	1.0	0.7058823529411764	12.0	0.0	10.0	12.0	0.5454545454545454	1.2978850027641236	0.5223073481954956	0.018679476546086503	0.053956102159200166	0.28887102863730796	0.03061460334544281	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.353102242400738	0.44443825594287156	0.0153073016727214
phylum	marmgCAMI2_short_read_sample_2	0.053956102159200166	0.28887102863730796	0.02943032806666947	0.5909090909090909	1.0	0.7428571428571429	13.0	0.0	9.0	13.0	0.5909090909090909	1.2622210550590254	0.49210369451824676	0.01477632443560009	0.053956102159200166	0.28887102863730796	0.022464327489463334	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3178855126098605	0.43287101329275296	0.011232163744731665
phylum	marmgCAMI2_short_read_sample_1	0.053956102159200166	0.28887102863730796	0.030326254945302226	0.6666666666666666	1.0	0.8	14.0	0.0	7.0	14.0	0.6666666666666666	1.291657010135321	0.4894387839326054	0.015225332499540164	0.053956102159200166	0.28887102863730796	0.022810724975148012	0.9523809523809523	1.0	0.975609756097561	20.0	0.0	1.0	20.0	0.9523809523809523	1.3451138845190347	0.44901004552161033	0.011405362487574006
phylum	marmgCAMI2_short_read_sample_9	0.053956102159200166	0.28887102863730796	0.07704515684040632	0.5714285714285714	1.0	0.7272727272727273	12.0	0.0	9.0	12.0	0.5714285714285714	1.22429493052426	0.492692524537576	0.038664854448541494	0.053956102159200166	0.28887102863730796	0.0722275695910826	0.9523809523809523	1.0	0.975609756097561	20.0	0.0	1.0	20.0	0.9523809523809523	1.2740953157147763	0.42530346485310305	0.036113784795541275
class	marmgCAMI2_short_read_sample_0	0.053956102159200166	0.28887102863730796	0.03184988280830645	0.84	1.0	0.9130434782608696	21.0	0.0	4.0	21.0	0.84	1.7567074911779195	0.577005926910336	0.015984194516154134	0.053956102159200166	0.28887102863730796	0.029267586384422156	1.0	0.9615384615384616	0.9803921568627451	25.0	1.0	0.0	26.0	0.9615384615384616	1.803841796986289	0.5536489713965607	0.014633793192211078
class	marmgCAMI2_short_read_sample_9	0.053956102159200166	0.28887102863730796	0.07903577328804995	0.7241379310344828	1.0	0.8400000000000001	21.0	0.0	8.0	21.0	0.7241379310344828	1.858161774045662	0.61032947270217	0.039684906124847014	0.053956102159200166	0.28887102863730796	0.07562342979139303	1.0	0.9666666666666667	0.983050847457627	29.0	1.0	0.0	30.0	0.9666666666666667	1.915205959680525	0.5630975638187071	0.03781171489569651
class	marmgCAMI2_short_read_sample_1	0.053956102159200166	0.28887102863730796	0.03783028092559571	0.7419354838709677	0.9583333333333334	0.8363636363636364	23.0	1.0	8.0	24.0	0.71875	1.8933067617234778	0.5957440820051154	0.01899616235809137	0.053956102159200166	0.28887102863730796	0.031634824942306544	1.0	0.9393939393939394	0.96875	31.0	2.0	0.0	33.0	0.9393939393939394	1.952010706343769	0.5582744129759785	0.015817412471153276
