Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq) 	Average purity (bp)	Average purity (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of average completeness (bp)	Std error of average completeness (seq)	Std error of average purity (bp)	Std error of average purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	binning type	rank
1.0025256799153357	1.0021656961692569	0.9989913522981733	0.999202112595255	1.0	1.0	1.0	1.0	0.9999909628016284	0.9999914651493599	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.9999956197861931	0.9999959460104092	marmgCAMI2_short_read_pooled_megahit_assembly	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	genome	NA
0.4012542942658674	0.07306174728185895	0.870979028098143	0.7531625754122485	0.2598403951442833	0.15663308471438644	0.878919113564116	0.8294771542983432	0.15232866318125504	0.09709331248642114	0.41813535939352575	0.08085334039178917	0.40110082598106106	0.26350718253962563	0.5687396823427163	0.14657277985187073	0.11109314777684809	0.21693032648939747	0.4514019587792943	0.09330171982566213	0.8889068522231519	0.7830696735106025	0.9984873012883855	0.9959637243401394	marmgCAMI2_short_read_pooled_megahit_assembly	0.011745048456398972	0.008718878596780957	0.011274842954897358	0.013392434981642507	A1			0.02961944549222047	0.13353188601937874	genome	NA
0.36748821262294773	0.04727333496335809	0.8943195672991416	0.8210702538032133	0.2200835527789023	0.1191829304605239	0.9095710959004858	0.8843814364525826	0.13994133988741775	0.08453587167351252	0.3791974567788918	0.050703116412928635	0.3544121002375354	0.21005762005185408	0.5358354251471716	0.09573920607967779	0.08704215704804086	0.14341746941429911	0.40252484324436144	0.055188301506726094	0.9129578429519591	0.8565825305857009	0.998625516465434	0.9969921846783852	marmgCAMI2_short_read_pooled_megahit_assembly	0.01122557613776536	0.007590980519124089	0.00953783460162832	0.01071236184346721	A2			0.019376671533147934	0.12198112571677451	genome	NA
0.49574057427871815	0.16956108218689506	0.6564094922729701	0.3692225472281656	0.45575543356813747	0.3246305155013391	0.6943264229283345	0.535617319611981	0.18384190582213092	0.13388335398027149	0.5494109429077342	0.21119849439548138	0.5502965517315555	0.404250308991892	0.6175862093910003	0.2966688558986484	0.2949221384637335	0.5016547668492843	0.7031004677959516	0.34024822734807686	0.7050778615362665	0.49834523315071566	0.9971954975938869	0.9928538241630155	marmgCAMI2_short_read_pooled_megahit_assembly	0.012141633765999044	0.011206186012658347	0.017148130735060867	0.016634712916151977	B2			0.07880764790540612	0.14255443458089576	genome	NA
0.5034980684611468	0.17229885083254637	0.6182926425043836	0.2922777025011172	0.45793123667115987	0.32715130398146086	0.7199277566306903	0.5895411494498084	0.1878902203202726	0.13692561511129403	0.5427451180770375	0.20526423224712373	0.5597909593297121	0.42079359347032047	0.6174903921306635	0.29211896938615295	0.2838888728953767	0.4936083806359315	0.7031004677959516	0.34024822734807686	0.7161111271046233	0.5063916193640685	0.9967561314545735	0.9905081162177493	marmgCAMI2_short_read_pooled_megahit_assembly	0.012238241370344344	0.011291858384253142	0.017025664290897736	0.017386388782174456	B3			0.08783159309754415	0.14483199162812715	genome	NA
0.4787327060674521	0.15224506001556748	0.5777258915530071	0.22952744373481274	0.4475629706015988	0.32029395065084926	0.7368789413165957	0.6076544725967222	0.18458370049210093	0.13496599830781825	0.517807514594401	0.18246257859448498	0.556886284807853	0.41948032192891976	0.5882543644486234	0.2592202075498911	0.3191119505749124	0.5525470883355419	0.7031004677959516	0.34024822734807686	0.6808880494250876	0.4474529116644581	0.9963778226169089	0.9896395124391818	marmgCAMI2_short_read_pooled_megahit_assembly	0.012302975247352473	0.011346590026200039	0.01780336008478087	0.018474565883919294	B4			0.09065045426819344	0.14651957753898465	genome	NA
0.5357208579616167	0.285298821671553	0.43587797720257276	0.1472292853935648	0.5121482627800812	0.4198675509863588	0.48751625842696383	0.34077307471994367	0.18572165186458936	0.15784135731795834	0.5702866439226597	0.3281654819078468	0.49952879097667247	0.3762080317282445	0.5527274050987419	0.30569409028956235	0.46378282793258696	0.7138970369903812	0.9990744158679536	0.9971893288709537	0.536217172067413	0.28610296300961874	0.996395074426716	0.9928554975137135	marmgCAMI2_short_read_pooled_megahit_assembly	0.010918567253297897	0.010421506149033019	0.0157567985845652	0.01266520941942941	B5			0.10377966128324434	0.11528101220625116	genome	NA
0.505333433388903	0.1770049865298642	0.6109343314327419	0.3010495477758439	0.4537042355818669	0.3247244290887966	0.7279396744534199	0.6073321394321227	0.1900567242967425	0.13879252271203402	0.5384400030527975	0.2033328772254885	0.5589997303633363	0.4231837184675065	0.6156542483462211	0.2923850064730929	0.28127848503216035	0.4797769031466941	0.7031004677959516	0.34024822734807686	0.7187215149678396	0.5202230968533059	0.9966805293233439	0.9909492775518003	marmgCAMI2_short_read_pooled_megahit_assembly	0.012205565074459218	0.011281431024846746	0.016283444620915438	0.01651296622784854	B7			0.08352242914756229	0.14420859258567917	genome	NA
0.5305251441579522	0.1990361170118506	0.6868227240419416	0.4391969788266712	0.4736766335984441	0.33820969137832824	0.7596609025414168	0.6354094984147045	0.19972395347874883	0.1454410881064073	0.5729407601261896	0.23579242756297092	0.5835119883213686	0.44144908524939475	0.651323089949526	0.336106315293192	0.24544902406192526	0.4150267333847564	0.7031004677959516	0.34024822734807686	0.7545509759380747	0.5849732666152436	0.9974717340567206	0.9937141699080547	marmgCAMI2_short_read_pooled_megahit_assembly	0.011939586902330664	0.01112726871196206	0.014637526811684818	0.015578211898044446	B8			0.06534844330465153	0.1381345696009584	genome	NA
0.49274157588757717	0.1654706920800985	0.6160588183649153	0.3018020113045218	0.45041516524129577	0.3228647816713747	0.7273511055673437	0.6002659492264345	0.18648104273828311	0.13672264508433288	0.5322671348593069	0.194887404918338	0.5563242495943128	0.41988578248990716	0.6050208666806547	0.27826425397147164	0.29918752944056226	0.5136765491188862	0.7031004677959516	0.34024822734807686	0.7008124705594377	0.4863234508811139	0.9967497850807018	0.9913283756552548	marmgCAMI2_short_read_pooled_megahit_assembly	0.012325709946882337	0.011341393023045116	0.01751478471900493	0.017637298788161934	B9			0.0889626282883957	0.1470615856724446	genome	NA
