329726	Acaryochloris marina MBIC11017	/net/sgi/metagenomics/data/MarRef_marine_genomes/Acaryochloris_marina_MBIC11017_genomic.fa
1660251	Acidobacteria bacterium Mor1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Acidobacteria_bacterium_Mor1_genomic.fa
439481	Aciduliprofundum boonei T469	/net/sgi/metagenomics/data/MarRef_marine_genomes/Aciduliprofundum_boonei_T469_genomic.fa
673860	Aciduliprofundum sp MAR08-339	/net/sgi/metagenomics/data/MarRef_marine_genomes/Aciduliprofundum_sp_MAR08-339_genomic.fa
1197884	Acinetobacter venetianus VE-C3	/net/sgi/metagenomics/data/MarRef_marine_genomes/Acinetobacter_venetianus_VE-C3_genomic.fa
340345	Actinoalloteichus hymeniacidonis strain HPA177 DSM 45092	/net/sgi/metagenomics/data/MarRef_marine_genomes/Actinoalloteichus_hymeniacidonis_strain_HPA177_DSM_45092_genomic.fa
1612552	Actinoalloteichus sp ADI127-7	/net/sgi/metagenomics/data/MarRef_marine_genomes/Actinoalloteichus_sp_ADI127-7_genomic.fa
1612551	Actinoalloteichus sp GBA129-24	/net/sgi/metagenomics/data/MarRef_marine_genomes/Actinoalloteichus_sp_GBA129-24_genomic.fa
382245	Aeromonas salmonicida subsp salmonicida A449	/net/sgi/metagenomics/data/MarRef_marine_genomes/Aeromonas_salmonicida_subsp_salmonicida_A449_genomic.fa
1198449	Aeropyrum camini SY1 JCM 12091	/net/sgi/metagenomics/data/MarRef_marine_genomes/Aeropyrum_camini_SY1_JCM_12091_genomic.fa
272557	Aeropyrum pernix K1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Aeropyrum_pernix_K1_genomic.fa
680279	Agarivorans gilvus strain WH0801	/net/sgi/metagenomics/data/MarRef_marine_genomes/Agarivorans_gilvus_strain_WH0801_genomic.fa
399736	Agrococcus jejuensis strain DSM 22002	/net/sgi/metagenomics/data/MarRef_marine_genomes/Agrococcus_jejuensis_strain_DSM_22002_genomic.fa
393595	Alcanivorax borkumensis SK2	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alcanivorax_borkumensis_SK2_genomic.fa
930169	Alcanivorax dieselolei B5	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alcanivorax_dieselolei_B5_genomic.fa
391936	Alcanivorax sp W11-5	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alcanivorax_sp_W11-5_genomic.fa
1736674	Algibacter sp HZ22	/net/sgi/metagenomics/data/MarRef_marine_genomes/Algibacter_sp_HZ22_genomic.fa
316275	Aliivibrio salmonicida LFI1238	/net/sgi/metagenomics/data/MarRef_marine_genomes/Aliivibrio_salmonicida_LFI1238_genomic.fa
744985	alpha proteobacterium HIMB59	/net/sgi/metagenomics/data/MarRef_marine_genomes/alpha_proteobacterium_HIMB59_genomic.fa
859653	alpha proteobacterium HIMB5	/net/sgi/metagenomics/data/MarRef_marine_genomes/alpha_proteobacterium_HIMB5_genomic.fa
1267766	Altererythrobacter atlanticus strain 26DY36	/net/sgi/metagenomics/data/MarRef_marine_genomes/Altererythrobacter_atlanticus_strain_26DY36_genomic.fa
692370	Altererythrobacter dongtanensis strain KCTC 22672	/net/sgi/metagenomics/data/MarRef_marine_genomes/Altererythrobacter_dongtanensis_strain_KCTC_22672_genomic.fa
361183	Altererythrobacter epoxidivorans CGMCC 17731	/net/sgi/metagenomics/data/MarRef_marine_genomes/Altererythrobacter_epoxidivorans_CGMCC_17731_genomic.fa
476157	Altererythrobacter ishigakiensis strain NBRC 107699	/net/sgi/metagenomics/data/MarRef_marine_genomes/Altererythrobacter_ishigakiensis_strain_NBRC_107699_genomic.fa
543877	Altererythrobacter marensis strain KCTC 22370	/net/sgi/metagenomics/data/MarRef_marine_genomes/Altererythrobacter_marensis_strain_KCTC_22370_genomic.fa
645517	Altererythrobacter namhicola strain JCM 16345	/net/sgi/metagenomics/data/MarRef_marine_genomes/Altererythrobacter_namhicola_strain_JCM_16345_genomic.fa
589873	Alteromonas australica DE170	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_australica_DE170_genomic.fa
589873	Alteromonas australica H 17	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_australica_H_17_genomic.fa
1004786	Alteromonas macleodii AltDE1	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_AltDE1_genomic.fa
529120	Alteromonas macleodii ATCC 27126	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_ATCC_27126_genomic.fa
1300254	Alteromonas macleodii str Aegean Sea MED64	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Aegean_Sea_MED64_genomic.fa
1004787	Alteromonas macleodii str Balearic Sea AD45	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Balearic_Sea_AD45_genomic.fa
1004785	Alteromonas macleodii str Black Sea 11	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Black_Sea_11_genomic.fa
314275	Alteromonas macleodii str Deep ecotype	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Deep_ecotype_genomic.fa
1300253	Alteromonas macleodii str English Channel 615	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_English_Channel_615_genomic.fa
1004788	Alteromonas macleodii str English Channel 673	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_English_Channel_673_genomic.fa
1300255	Alteromonas macleodii str Ionian Sea U4	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Ionian_Sea_U4_genomic.fa
1300256	Alteromonas macleodii str Ionian Sea U7	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Ionian_Sea_U7_genomic.fa
1300257	Alteromonas macleodii str Ionian Sea U8	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Ionian_Sea_U8_genomic.fa
1300259	Alteromonas macleodii str Ionian Sea UM4b	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Ionian_Sea_UM4b_genomic.fa
1300258	Alteromonas macleodii str Ionian Sea UM7	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_macleodii_str_Ionian_Sea_UM7_genomic.fa
314275	Alteromonas mediterranea strain AR43	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_mediterranea_strain_AR43_genomic.fa
314275	Alteromonas mediterranea strain CP48	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_mediterranea_strain_CP48_genomic.fa
314275	Alteromonas mediterranea strain CP49	/net/sgi/metagenomics/data/MarRef_marine_genomes/Alteromonas_mediterranea_strain_CP49_genomic.fa
