Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (seq)	Std error of av. purity (bp)	Std error of av. purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	avg_recall_bp_var_cami1	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.9999999999999998	1.0	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	0.0	genome	NA
0.40524836652850077	0.017489392415029965	0.8810416590027006	0.8621444622863799	0.3858443520908651	0.33206413587531286	0.8940149514964394	0.7178120464972432	0.47794696737962605	0.40887227106364926	0.3261562480086426	0.2858465262776457	0.01905455268934391	0.01716429273423047	0.4426071322912397	0.02159901141682341	0.5390445945938452	0.4540719009404356	0.5932808304785047	0.041958451704522455	0.10051300623575654	0.26889142857142856	0.44867174658436104	0.02387872757346042	0.8994869937642435	0.7311085714285714	0.998576235260396	0.9962551206470833	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.020189198255239123	0.01844649652232645	0.011854870132265183	0.022042979065838523	MetaBAT 2.13-33 (A1)			0.03780470743442288	0.20624748545181135	0.19606102822313093	genome	NA
0.4044622911809776	0.012603341936048292	0.8926197101404506	0.8804136260592519	0.380210418877786	0.3232855322151028	0.9234439071969577	0.8170701146208752	0.48573018703815574	0.4266899191015943	0.32953169621756784	0.288737000752804	0.01932195194926086	0.01738792758088076	0.4372685909035692	0.01602620182844145	0.5386443135162264	0.46327116912195726	0.5909441702627788	0.03137933619094193	0.08883042206748804	0.25283630470016205	0.44206838720390235	0.016842543980238895	0.911169577932512	0.747163695299838	0.9987007033818414	0.9963014875783562	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.020254670525070084	0.01843864080522024	0.010505265994514228	0.021140278401587997	MetaBAT 2.13-33 (A2)			0.02703835033579677	0.20758734910804624	0.1989890618600478	genome	NA
0.2725720290471583	0.020984427627837803	0.30010527985526186	0.4111341539012967	0.372526575919006	0.30246310613574207	0.8345098306922616	0.7548575833428496	0.34049235494766855	0.28657343541777	0.21387909462054688	0.17685777974844571	0.01577708849122789	0.01370268509516318	0.43300197688506786	0.033261887056559206	0.5151080582089803	0.4318776159777794	0.48847847998236243	0.06238514160374126	0.4397407269606448	0.49861517558528423	0.4844811446537531	0.041756678319084216	0.5602592730393552	0.5013848244147158	0.980176192211811	0.9834766596763846	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.01876499432783038	0.016751060780767858	0.016899260821449318	0.02364635979899796	MetaBAT 0.25.4 (A3)			0.05911609837645398	0.1781752561344942	0.1349127545229393	genome	NA
0.7608961956599076	0.1637176851406325	0.919529594729283	0.6355296777271529	0.6920973866968506	0.5829740482406419	0.7838583294354065	0.5661484333210718	0.6052594581636155	0.48151993608795146	0.4929441718577222	0.41890199948683515	0.016970138687220387	0.015782022242886645	0.7581424812183671	0.16647893792922444	0.7351254450430831	0.5744380592567094	0.8334067220095478	0.27107285044897117	0.07473836083409935	0.2707780283583616	0.8207190434966001	0.22514696447976537	0.9252616391659007	0.7292219716416384	0.9995370854638381	0.9965752593494397	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.016927512199102764	0.017245841263024756	0.011351131139606297	0.01417308006240054	MetaBinner 1.0 (B1)			0.07898393320505487	0.1449895786408911	0.20158992494444586	genome	NA
0.7629203591475818	0.16581514369450157	0.9198052229887415	0.6474488291204673	0.6933307224884088	0.5833298832752273	0.7774767506165858	0.5615976452901794	0.597558937836787	0.4751887811998882	0.48526302430954243	0.4118244133771199	0.016804111224240418	0.015607048217319267	0.7594409491162677	0.16821005205371595	0.7329967070196652	0.5722575109801775	0.8349019566784306	0.2739240574258343	0.07298636132776093	0.2627248857337353	0.8207190434966001	0.22514696447976537	0.9270136386722391	0.7372751142662647	0.9995386569792347	0.9966989563721634	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.016850371976705095	0.01720625952228056	0.011145245386267549	0.013886714646372996	MetaBinner 1.0 (B2)			0.07800795868423416	0.14367112809118418	0.2013356238281264	genome	NA
0.7713078947128381	0.17312453523467916	0.9251794645603074	0.6925566869814973	0.7015250572221543	0.586387893661747	0.8056336194849754	0.5725809134085248	0.6211842357871795	0.4889191285450842	0.5054595449426682	0.4265887634900995	0.016801533032280883	0.015685708025360748	0.7646464225321898	0.17639538952801714	0.7499836344293729	0.5794021611561565	0.8423057942072883	0.28709257418514394	0.06247707083387488	0.22917518745739607	0.8207190434966001	0.22514696447976537	0.9375229291661251	0.7708248125426039	0.9995701561828179	0.997169271791448	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.016389692494287258	0.017034973440604177	0.01021819588938794	0.013987437656138494	MetaBinner 1.0 (B3)			0.06463073535778695	0.13592274214899186	0.19619260100320385	genome	NA
0.5271344116530005	0.03136564454748261	0.11812549809053831	0.02454962499257311	0.5466844176806285	0.4399345769100324	0.9443781349204127	0.8454173836114742	0.5536618893554455	0.47476044569663844	0.3916323745261492	0.3300544438265122	0.017759961454564932	0.01676070765825353	0.6191212851695655	0.05400682384847557	0.692495173805659	0.5787182816768689	0.6907713241724723	0.09712159574533616	0.21882430725913615	0.5184351914036266	0.6720742362443158	0.0650200535051083	0.7811756927408638	0.4815648085963734	0.9549743687943791	0.7570465620581075	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.01849886224294121	0.0182164380637336	0.007294407300300452	0.013248959171964619	Autometa cami2-146383e (C1)			0.021070517633619903	0.17315719956735787	0.1867264086736382	genome	NA
0.4472377646370306	0.017690608459822406	0.04745499952114632	0.008056750194887502	0.5560769474794791	0.44582488471846393	0.9704151134222233	0.8700080884693496	0.519051259738543	0.4545089201496973	0.35427109188175765	0.30760342636992993	0.01850525601278334	0.01753826275063015	0.6323026561010338	0.05680963212457898	0.7070137970334734	0.5895448186045976	0.6471513462298444	0.09395889961021542	0.3372857934822975	0.728500939849624	0.6720742362443158	0.0650200535051083	0.6627142065177025	0.27149906015037595	0.8843264469692281	0.49353511674023	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.018636994363937343	0.018278943665575448	0.00591364775350206	0.0140429670332711	Autometa cami2-146383e (C2)			0.011260735980304989	0.17575280481424477	0.1921113645553449	genome	NA
0.8041459984168808	0.2956497965968243	0.8386082475785221	0.44389451225578974	0.7518626968065106	0.5989913614034593	0.8045099398932332	0.7700098480845372	0.639696167145758	0.5565524718681273	0.5309288509803781	0.4357551260733332	0.015583151774553527	0.013937543115385895	0.8007776756070013	0.3000273391365207	0.7772958721484693	0.6738186117026537	0.8396186610073263	0.4118067654806901	0.11758038640279345	0.3436671554394586	0.9093541466653817	0.4507368953944583	0.8824196135972066	0.6563328445605414	0.9991494035081577	0.994105179858438	marmgCAMI2_short_read_pooled_gold_standard_assembly	0.012389686459612203	0.013933925562311746	0.011130084543719694	0.012193620292908136	MetaWRAP 1.2.3 (D1)			0.08027345070382554	0.07767319126715395	0.16974139884091077	genome	NA
