Accuracy (bp)	Accuracy (bp) (unfiltered)	Accuracy (seq)	Accuracy (seq) (unfiltered)	Adjusted Rand index (bp)	Adjusted Rand index (bp) (unfiltered)	Adjusted Rand index (seq)	Adjusted Rand index (seq) (unfiltered)	Average completeness (bp)	Average completeness (bp) (unfiltered)	Average completeness (seq)	Average completeness (seq) (unfiltered)	Average purity (bp)	Average purity (bp) (unfiltered)	Average purity (seq)	Average purity (seq) (unfiltered)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (bp) (unfiltered)	CAMI 1 F1 score (seq)	CAMI 1 F1 score (seq) (unfiltered)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (bp) (unfiltered)	CAMI 1 average completeness (seq)	CAMI 1 average completeness (seq) (unfiltered)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (bp) (unfiltered)	CAMI 1 std error of av. completeness (seq)	CAMI 1 std error of av. completeness (seq) (unfiltered)	Completeness (bp)	Completeness (bp) (unfiltered)	Completeness (seq)	Completeness (seq) (unfiltered)	F1 score (bp)	F1 score (bp) (unfiltered)	F1 score (seq)	F1 score (seq) (unfiltered)	F1 score for sample (bp)	F1 score for sample (bp) (unfiltered)	F1 score for sample (seq)	F1 score for sample (seq) (unfiltered)	Misclassification rate (bp)	Misclassification rate (bp) (unfiltered)	Misclassification rate (seq)	Misclassification rate (seq) (unfiltered)	Percentage of binned bp	Percentage of binned bp (unfiltered)	Percentage of binned sequences	Percentage of binned sequences (unfiltered)	Purity (bp)	Purity (bp) (unfiltered)	Purity (seq)	Purity (seq) (unfiltered)	Rand index (bp)	Rand index (bp) (unfiltered)	Rand index (seq)	Rand index (seq) (unfiltered)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (bp) (unfiltered)	Std error of av. completeness (seq)	Std error of av. completeness (seq) (unfiltered)	Std error of av. purity (bp)	Std error of av. purity (bp) (unfiltered)	Std error of av. purity (seq)	Std error of av. purity (seq) (unfiltered)	Tool	UniFrac (bp)	UniFrac (bp) (unfiltered)	UniFrac (seq)	UniFrac (seq) (unfiltered)	avg_precision_bp_var	avg_precision_bp_var (unfiltered)	avg_recall_bp_var	avg_recall_bp_var (unfiltered)	avg_recall_bp_var_cami1	avg_recall_bp_var_cami1 (unfiltered)	binning type	rank
1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly									Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Gold standard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly									LSHVec cami2	0.099545894100721	0.09954589410072102	0.8588957055214723	0.8588957055214723	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
0.9913544792622333	0.9913544792622333	0.901840490797546	0.901840490797546	0.979076305874647	0.978813640802046	0.7409342395764474	0.7333919328009126	0.5944764192054219	0.9907940320090366	0.5485295164850815	0.9142158608084693	0.9883548751793233	0.593012925107594	0.9064026640225653	0.5438415984135393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9913544792622333	0.9913544792622333	0.901840490797546	0.901840490797546	0.7424084539966227	0.7419511127422821	0.6834526333228965	0.6819876842197672	0.9916057285365322	0.9914957299578089	0.9060092449922958	0.9032258064516129	0.008142894803451872	0.008362979089366451	0.08978328173374617	0.0953846153846154	0.9994932476344813	0.9997150755342505	0.99079754601227	0.9969325153374233	0.9918571051965481	0.9916370209106335	0.9102167182662538	0.9046153846153846	0.9903071465379897	0.9901866047985024	0.8820068072995789	0.8788793922127256	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.24270963522386046	0.005032626423641868	0.22518917893522228	0.04331004118728625	0.008271065956342907	0.24213889550640222	0.03066292405623548	0.22265671297837789	LSHVec cami2	0.099545894100721	0.09954589410072102	0.8588957055214723	0.8588957055214723	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
0.9898789837131666	0.9898789837131666	0.8803680981595092	0.8803680981595092	0.9912645384731329	0.9821128656289863	0.8609873101978434	0.7593552192023538	0.2968268242683392	0.9894227475611306	0.2692159794915616	0.8973865983052054	0.9951193818337482	0.29853581455012446	0.9526284439075137	0.2857885331722541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9898789837131666	0.9898789837131666	0.8803680981595092	0.8803680981595092	0.45726071949816777	0.45867644280945313	0.41979616178076756	0.4335162103987635	0.9931796042443123	0.9902378423174771	0.9154704944178629	0.8858024691358025	0.0034976906212358383	0.009403038791443774	0.046511627906976716	0.10869565217391308	0.9933534266772281	0.9992752072502689	0.9233128834355828	0.9877300613496932	0.9965023093787642	0.9905969612085562	0.9534883720930233	0.8913043478260869	0.9959508704393798	0.9917297390586955	0.9370542635658915	0.8934231148778081	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.15114482976036286	0.006026007163971973	0.13776666099015678	0.05328082037118024	0.0031867786860756172	0.15200922340301312	0.016655796518006225	0.1455799319519983	LSHVec cami2	0.099545894100721	0.09954589410072102	0.8588957055214723	0.8588957055214723	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
0.9875238376760356	0.9875238376760356	0.8466257668711656	0.8466257668711656	0.9920051140044125	0.9821752648158792	0.8639434935922143	0.7507508156435032	0.21117885397962202	0.9855013185715694	0.1837455565174262	0.8574792637479889	0.7493045980221782	0.19981455947258084	0.7391387195121951	0.19710365853658537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9875238376760356	0.9875238376760356	0.8466257668711656	0.8466257668711656	0.32949508075791056	0.3322616620220302	0.2943239122994592	0.32052918065058345	0.9910816553762823	0.9878818424745438	0.8846153846153846	0.8518518518518517	0.005334798256969808	0.011759893059460458	0.0738255033557047	0.1428571428571429	0.9928203338626099	0.9992752072502689	0.9141104294478528	0.9877300613496932	0.9946652017430302	0.9882401069405395	0.9261744966442953	0.8571428571428571	0.9962975071983028	0.9917682310481452	0.9394391340700066	0.8917010119773224	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.11216110613799686	0.00699129593569535	0.09834573456959395	0.06726161454501456	0.24976883267832625	0.10680545926702242	0.24646346126563676	0.10536754846204655	LSHVec cami2	0.099545894100721	0.09954589410072102	0.8588957055214723	0.8588957055214723	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
0.9691937257394565	0.9691937257394565	0.7791411042944786	0.7791411042944786	0.9672308663820338	0.9559422589470703	0.8160252937392639	0.6707859379176657	0.13221719246267918	0.969592744726314	0.11011873888135475	0.8075374184632681	0.499957930395361	0.11998990329488665	0.4983974358974359	0.11961538461538462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9691937257394565	0.9691937257394565	0.7791411042944786	0.7791411042944786	0.20912886798669603	0.2135521153653145	0.18038270592454725	0.20836673001484593	0.9738244810182988	0.9701222514743458	0.8300653594771241	0.7900466562986004	0.021500300261675265	0.028947441956257203	0.11188811188811187	0.19873817034700314	0.990489548436901	0.9980857552056388	0.8773006134969326	0.9723926380368099	0.9784996997383247	0.9710525580437428	0.8881118881118881	0.8012618296529969	0.9849340853350643	0.9798094791990783	0.9208931419457735	0.8618576049195384	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.07264498175140155	0.019873593759744426	0.06138392356381468	0.09240718317303562	0.22358798681710038	0.06632691517703661	0.2228947181769681	0.06612066848413553	LSHVec cami2	0.099545894100721	0.09954589410072102	0.8588957055214723	0.8588957055214723	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
0.9625030795083873	0.9625030795083873	0.7331288343558282	0.7331288343558282	0.9719706059204601	0.9600229590638524	0.821342705415074	0.6687688780264364	0.08766677211986308	0.9643344933184941	0.06786925533701552	0.7465618087071707	0.499957930395361	0.08332632173256017	0.4983974358974359	0.08306623931623931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9625030795083873	0.9625030795083873	0.7331288343558282	0.7331288343558282	0.14917581839525526	0.153397827032686	0.11946972463627381	0.14949851807489623	0.972386554838162	0.9685271978682802	0.7993311036789297	0.757527733755943	0.01752488674503505	0.025372801283057078	0.12132352941176472	0.2163934426229508	0.9796717153675173	0.9875602494733201	0.8343558282208589	0.9355828220858896	0.982475113254965	0.9746271987169429	0.8786764705882353	0.7836065573770492	0.9871017857685487	0.9816663256396564	0.9234588669416106	0.862769628990509	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.049022605468595104	0.016295020534419606	0.03803468544987984	0.035569568730778454	0.22358798681710038	0.046713728789040315	0.22289471817696804	0.04656844836112763	LSHVec cami2	0.099545894100721	0.09954589410072102	0.8588957055214723	0.8588957055214723	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_gold_standard_assembly									PhyloPythiaS+ 1.4	0.1855417791372284	0.1855417791372284	1.3680981595092023	1.3680981595092023	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
0.9789273824807091	0.9789273824807091	0.7975460122699386	0.7975460122699386	0.9893493867179161	0.985907973072874	0.8688419790677122	0.8444995624391214	0.7316700658167828	0.9755600877557105	0.6166193815858261	0.8221591754477681	0.9950015576738145	0.7462511682553609	0.9526489667315355	0.7144867250486517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9789273824807091	0.9789273824807091	0.7975460122699386	0.7975460122699386	0.8432557126516833	0.8456360738140282	0.7486569360354908	0.76455065743462	0.9874700579297899	0.9864333987222256	0.8695652173913043	0.8637873754152823	0.0038368576064374826	0.00594458948216392	0.044117647058823484	0.05797101449275366	0.9826978542174932	0.9847815042531217	0.8343558282208589	0.8466257668711656	0.9961631423935625	0.9940554105178361	0.9558823529411765	0.9420289855072463	0.9950529979012033	0.9934600679939204	0.940959409594096	0.9303293807641634	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.24403653985616844	0.011957423100376478	0.213946856297126	0.08398393249441774	0.0029980306201420927	0.24875942259466668	0.02053343098396855	0.2386044095514647	PhyloPythiaS+ 1.4	0.1855417791372284	0.1855417791372284	1.3680981595092023	1.3680981595092023	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	phylum
0.9751201546270442	0.9751201546270442	0.7791411042944786	0.7791411042944786	0.9969105465836005	0.993064636392307	0.9530082023677637	0.9185815642281827	0.5834296818742264	0.9723828031237106	0.4800643667620184	0.8001072779366973	0.9992981236101407	0.5995788741660844	0.9835390946502057	0.5901234567901235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9751201546270442	0.9751201546270442	0.7791411042944786	0.7791411042944786	0.7367283045576524	0.7417740454850726	0.6452049139093357	0.6792571346104204	0.9869590012026297	0.985810711615643	0.8698630136986302	0.8624787775891343	0.000911150440542241	0.0032617249641712087	0.015503875968992276	0.034220532319391594	0.9760094460637986	0.9783111364836395	0.7914110429447853	0.8067484662576687	0.9990888495594578	0.9967382750358288	0.9844961240310077	0.9657794676806084	0.9985649271607004	0.9967815207292091	0.9788254456610261	0.9635445389371027	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.23825563207083708	0.01065320997487041	0.19976541346312968	0.07061447074688677	0.0007018763898592647	0.24477735226157027	0.01646090534979424	0.2410855397235621	PhyloPythiaS+ 1.4	0.1855417791372284	0.1855417791372284	1.3680981595092023	1.3680981595092023	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	class
0.9717385057941241	0.9717385057941241	0.745398773006135	0.745398773006135	1.0	0.9962716899482931	1.0	0.9685719801867265	0.5818350771868152	0.9697251286446921	0.4532350984693355	0.7553918307822257	1.0	0.6	1.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9717385057941241	0.9717385057941241	0.745398773006135	0.745398773006135	0.7356456884513761	0.7413209696008044	0.6237601871118021	0.6687882989640918	0.9856667128410653	0.9845640707280149	0.8541300527240774	0.8481675392670157	0.0	0.002267277684730562	0.0	0.01619433198380571	0.9717385057941241	0.9739467134436315	0.745398773006135	0.7576687116564417	1.0	0.9977327223152694	1.0	0.9838056680161943	1.0	0.9982707433970112	1.0	0.985813501859715	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.23757357799039847	0.00799905237347815	0.18565895952097264	0.027823261830034408	0.0	0.24494897427831783	0.0	0.24494897427831783	PhyloPythiaS+ 1.4	0.1855417791372284	0.1855417791372284	1.3680981595092023	1.3680981595092023	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	order
0.9551226750464874	0.9551226750464874	0.6748466257668712	0.6748466257668712	1.0	0.998254804401922	1.0	0.986120457705757	0.5731938515857165	0.9553230859761941	0.4166613693481519	0.6944356155802532	1.0	0.6	1.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9551226750464874	0.9551226750464874	0.6748466257668712	0.6748466257668712	0.7287008540084999	0.737073675243434	0.5882300151092144	0.6437730302428001	0.9770462869024596	0.9765730251290601	0.8058608058608058	0.8029197080291971	0.0	0.0009910166550581856	0.0	0.009009009009009028	0.9551226750464874	0.9560701564949781	0.6748466257668712	0.6809815950920245	1.0	0.9990089833449418	1.0	0.990990990990991	1.0	0.9991907740741599	1.0	0.9938037585096409	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.23413169934285671	0.014038129176061231	0.17226808987224534	0.04972743498487486	0.0	0.24494897427831783	0.0	0.24494897427831783	PhyloPythiaS+ 1.4	0.1855417791372284	0.1855417791372284	1.3680981595092023	1.3680981595092023	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	family
0.9335495029144072	0.9335495029144072	0.6349693251533742	0.6349693251533742	0.9798490734475105	0.9714209908925429	0.990030565852421	0.9660640222064426	0.4691842480589548	0.9383684961179096	0.3207950435624844	0.6415900871249686	0.75	0.42857142857142855	0.75	0.42857142857142855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9335495029144072	0.9335495029144072	0.6349693251533742	0.6349693251533742	0.5772518577146187	0.5884061466696471	0.44937877536565884	0.5138797763952162	0.9604017567181692	0.9582120656789783	0.7738317757009346	0.7680890538033396	0.011155505917985531	0.01578693885322302	0.009569377990430672	0.028169014084507005	0.9440812063994551	0.9485237899877715	0.6411042944785276	0.6533742331288344	0.9888444940820145	0.984213061146777	0.9904306220095693	0.971830985915493	0.9907202732913426	0.9868599763523035	0.9954913507545087	0.9848082203915316	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.20988400113132585	0.011072986400474	0.14485604547422312	0.04479854437249865	0.25	0.20203050891044214	0.25	0.20203050891044214	PhyloPythiaS+ 1.4	0.1855417791372284	0.1855417791372284	1.3680981595092023	1.3680981595092023	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	genus
0.6634591861627596	0.6634591861627596	0.7331288343558282	0.7331288343558282	0.0	0.0	0.0	0.0	0.3317295930813798	0.6634591861627596	0.3665644171779141	0.7331288343558282	1.0	0.5	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6634591861627596	0.6634591861627596	0.7331288343558282	0.7331288343558282	0.49819361949270485	0.5702470650052923	0.5364758698092031	0.5945273631840796	0.7976861610812543	0.797583886603005	0.8460176991150442	0.8445229681978799	0.0	0.00032140248735434973	0.0	0.004166666666666652	0.6634591861627596	0.663672492152526	0.7331288343558282	0.7361963190184049	1.0	0.9996785975126457	1.0	0.9958333333333333	1.0	0.9993574015410626	1.0	0.9916666666666667	strmgCAMI2_short_read_pooled_gold_standard_assembly	0.3317295930813798		0.3665644171779141			0.5		0.5	Kraken 2.0.8 beta	3.12981961300925	3.12981961300925	2.0335754806581616	2.0335754806581616	0.0	0.0	0.0	0.0	0.0	0.0	taxonomic	superkingdom
