tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
LSHVd	marmgCAMI2_short_read_sample_0	0.08161955443209394	0.8483518930153555	1.841867194146581	0.06563706563706563	0.12408759124087591	0.08585858585858584	17.0	120.0	242.0	137.0	0.044854881266490766	4.56260036369407	0.9273613927529808	0.9209335970732906
LSHVd	marmgCAMI2_short_read_sample_1	0.07639450567716978	0.7878954776183916	1.7658808982865297	0.12211221122112212	0.16517857142857142	0.14041745730550284	37.0	187.0	266.0	224.0	0.07551020408163266	5.115594111960989	0.9452935507870903	0.8829404491432633
LSHVd	marmgCAMI2_short_read_sample_2	0.07808649174129789	0.91091557720666	1.8178700347306815	0.06859205776173286	0.17117117117117117	0.09793814432989692	19.0	92.0	258.0	111.0	0.051490514905149054	4.431611149561165	0.9409879457458995	0.9089350173653362
LSHVd	marmgCAMI2_short_read_sample_3	0.07471612804887873	0.7805095977721509	1.8085186298363167	0.08333333333333333	0.16580310880829016	0.11091854419410745	32.0	161.0	352.0	193.0	0.05871559633027523	4.99912675386575	0.9499184968944598	0.9042593149181585
LSHVd	marmgCAMI2_short_read_sample_4	0.07339851055417153	0.7207692906808909	1.8233678378540419	0.09285714285714286	0.13131313131313133	0.1087866108786611	26.0	172.0	254.0	198.0	0.05752212389380531	5.031491423181348	0.9514442810805899	0.9116839189270212
LSHVd	marmgCAMI2_short_read_sample_5	0.07001644543748524	0.6296908871091175	1.7435872572512274	0.1377245508982036	0.12849162011173185	0.13294797687861273	46.0	312.0	288.0	358.0	0.07120743034055728	5.602397983365228	0.9527024159751019	0.8717936286256149
LSHVd	marmgCAMI2_short_read_sample_6	0.07296487838914163	0.845129052621608	1.7480405638991399	0.08814589665653495	0.17261904761904762	0.11670020120724346	29.0	139.0	300.0	168.0	0.06196581196581197	4.888770543242435	0.9540993189830709	0.8740202819495714
LSHVd	marmgCAMI2_short_read_sample_7	0.07633909569076854	0.8682422867033655	1.7961035988365155	0.07017543859649122	0.16129032258064516	0.09779951100244498	20.0	104.0	265.0	124.0	0.05141388174807198	4.552537235993648	0.9444546286420548	0.898051799418256
LSHVd	marmgCAMI2_short_read_sample_8	0.07730025683176536	0.8787753351789335	1.7952835623717738	0.04885057471264368	0.17525773195876287	0.07640449438202247	17.0	80.0	331.0	97.0	0.0397196261682243	4.279890237610707	0.9355542366986589	0.8976417811858868
LSHVd	marmgCAMI2_short_read_sample_9	0.07073703391398664	0.8808513187980015	1.7728526362615207	0.08029197080291971	0.18333333333333332	0.1116751269035533	22.0	98.0	252.0	120.0	0.05913978494623656	4.460659603160823	0.9317320724126621	0.8864263181307594
