tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
LSHVd	marmgCAMI2_short_read_sample_0	0.08161955443209394	0.8483518930153555	na	0.0	0.0	na	0.0	0.0	589.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_1	0.07639450567716978	0.7878954776183916	na	0.0	0.0	na	0.0	0.0	620.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_2	0.07808649174129789	0.91091557720666	na	0.0	0.0	na	0.0	0.0	600.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_3	0.07471612804887873	0.7805095977721509	na	0.0	0.0	na	0.0	0.0	792.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_4	0.07339851055417153	0.7207692906808909	na	0.0	0.0	na	0.0	0.0	581.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_5	0.07001644543748524	0.6296908871091175	na	0.0	0.0	na	0.0	0.0	660.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_6	0.07296487838914163	0.845129052621608	na	0.0	0.0	na	0.0	0.0	665.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_7	0.07633909569076854	0.8682422867033655	na	0.0	0.0	na	0.0	0.0	590.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_8	0.07730025683176536	0.8787753351789335	na	0.0	0.0	na	0.0	0.0	704.0	0.0	0.0	na	na	na
LSHVd	marmgCAMI2_short_read_sample_9	0.07073703391398664	0.8808513187980015	na	0.0	0.0	na	0.0	0.0	558.0	0.0	0.0	na	na	na
