Accuracy (bp)	Accuracy (seq)	Adjusted Rand index (bp)	Adjusted Rand index (seq)	Average completeness (bp)	Average completeness (seq)	Average purity (bp)	Average purity (seq)	CAMI 1 F1 score (bp)	CAMI 1 F1 score (seq)	CAMI 1 average completeness (bp)	CAMI 1 average completeness (seq)	CAMI 1 std error of av. completeness (bp)	CAMI 1 std error of av. completeness (seq)	Completeness (bp)	Completeness (seq)	F1 score (bp)	F1 score (seq)	F1 score for sample (bp)	F1 score for sample (seq)	Misclassification rate (bp)	Misclassification rate (seq)	Percentage of binned bp	Percentage of binned sequences	Purity (bp)	Purity (seq)	Rand index (bp)	Rand index (seq)	Sample	Std error of av. completeness (bp)	Std error of av. completeness (seq)	Std error of av. purity (bp)	Std error of av. purity (seq)	Tool	UniFrac (bp)	UniFrac (seq)	avg_precision_bp_var	avg_recall_bp_var	avg_recall_bp_var_cami1	binning type	rank
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	strmgCAMI2_short_read_pooled_megahit_assembly	0.0	0.0	0.0	0.0	Gold standard			0.0	0.0	0.0	genome	NA
0.13689873469484362	0.00619427233219129	0.8869534705965743	0.6391354454316958	0.06186495760168087	0.020944758352063796	0.7900374260989701	0.7841124176642451	0.08262019231181073	0.03621594152436702	0.04358932916392167	0.018536034341253064	0.008750596985806026	0.004192915281278366	0.14277160787584722	0.007312142153420558	0.11474467686553211	0.04079969869990311	0.2455187957650426	0.014478480543788582	0.12420684055366416	0.2738959154053494	0.15631400316187566	0.008530832512323984	0.8757931594463358	0.7261040845946506	0.9893542240188459	0.9618601349661037	strmgCAMI2_short_read_pooled_megahit_assembly	0.009161769515146207	0.0042833794711641315	0.04002566715911488	0.03984774781266658	MetaBAT 0.25.4 (A3)			0.062480107229757643	0.03424671242465424	0.03193091915253497	genome	NA
0.27970429541074565	0.20802283850495523	0.07075314745716482	0.059437023927944185	0.7131238868962648	0.6856020367409914	0.4616492164466552	0.4048260068374714	0.12333658677234675	0.10802903436540368	0.07117619286313943	0.062331143497739425	0.0109133817808758	0.009442453788628936	0.731865643221557	0.6945986723527091	0.560470924433406	0.5090652912825999	0.40568948139989486	0.32151521058289106	0.7193776353280996	0.7908328412785361	0.9967284529790486	0.9945291592451548	0.2806223646719003	0.2091671587214638	0.8576716248850567	0.8180215616466003	strmgCAMI2_short_read_pooled_megahit_assembly	0.010451070893305572	0.010925556144114503	0.043904966686233025	0.04025328279319628	MetaBinner 1.0 (B2)			0.10602053548455774	0.044563752189294745	0.04942728928648801	genome	NA
0.3064819017738672	0.217680384745322	0.07015584753106206	0.057137011798324526	0.7526163429768071	0.7362987636988341	0.4622487645268672	0.43161453756515183	0.1331674770692003	0.11824160580282617	0.07778865670022704	0.06850423411231123	0.010905529200230843	0.009487768189664661	0.7721065399534782	0.7575142254241095	0.5727318573147939	0.5442137700798955	0.4387983135004422	0.338191831551208	0.6935095695567584	0.7823103741662053	0.9999721731299663	0.9999575492472951	0.3064904304432417	0.2176896258337947	0.8379327690975598	0.7736098429567708	strmgCAMI2_short_read_pooled_megahit_assembly	0.009939825108441422	0.010452822683675037	0.03622914956047701	0.03545394062084372	MetaBinner 1.0 (B3)			0.09712879456278041	0.040310450260052234	0.05018869933185097	genome	NA
0.16571594240173584	0.022343246173683717	0.3144793618374337	0.06572955770410889	0.1505158932013844	0.06528178885684129	0.7295016219503551	0.6786537578870825	0.09565646249212843	0.05762856669105639	0.051184002111292724	0.03009192645162315	0.009811478031761522	0.006085405499074391	0.2621755678191312	0.06275282518603158	0.2495440973144347	0.11910637023112046	0.3575407836835471	0.1045930395947194	0.4380537126006505	0.686145895448221	0.294896409350186	0.07118991228613222	0.5619462873993495	0.313854104551779	0.9336558642347205	0.772237634159453	strmgCAMI2_short_read_pooled_megahit_assembly	0.009528025899869296	0.005793689062955628	0.05183129182904315	0.054589273419778775	MetaBinner 1.0 (B4)			0.08059448438002305	0.037039577239820674	0.03927616127643749	genome	NA
0.14925430678680723	0.015959714235683042	0.20342230465803468	0.03006096631759767	0.1489956886679339	0.06367410045836132	0.6747387565157685	0.621973741320523	0.08934979828041759	0.052405658980909126	0.047842588557439045	0.02735526620677023	0.00948768019288443	0.005691449761487044	0.25603650031348457	0.05895525160030494	0.24409120265838155	0.11552174767897148	0.3400498012623908	0.09335927090487102	0.49387546930227444	0.7758149473265752	0.294896409350186	0.07118991228613222	0.5061245306977256	0.22418505267342476	0.8910350241082718	0.6733467424817524	strmgCAMI2_short_read_pooled_megahit_assembly	0.009454656271384585	0.005541455533846027	0.05694975390502649	0.060837682980271805	MetaBinner 1.0 (B5)			0.0940549596254493	0.036471334285693	0.03681657485596268	genome	NA
0.14925430678680723	0.015959714235683042	0.20342230465803468	0.03006096631759767	0.1489956886679339	0.06367410045836132	0.6747387565157685	0.621973741320523	0.08934979828041759	0.052405658980909126	0.047842588557439045	0.02735526620677023	0.00948768019288443	0.005691449761487044	0.25603650031348457	0.05895525160030494	0.24409120265838155	0.11552174767897148	0.3400498012623908	0.09335927090487102	0.49387546930227444	0.7758149473265752	0.294896409350186	0.07118991228613222	0.5061245306977256	0.22418505267342476	0.8910350241082718	0.6733467424817524	strmgCAMI2_short_read_pooled_megahit_assembly	0.009454656271384585	0.005541455533846027	0.05694975390502649	0.060837682980271805	MetaBinner 1.0 (B6)			0.0940549596254493	0.036471334285693	0.03681657485596268	genome	NA
0.14781255826264125	0.014270528034300208	0.15615277005919267	0.017721009057383663	0.15065790535732518	0.06424338743955346	0.655309461781957	0.6046805781558378	0.08940557222160075	0.05196137113496837	0.047975496950182314	0.02714708637591949	0.00946016569315669	0.0056099894527917304	0.2549938953059928	0.05813807461073544	0.2449914348848427	0.11614691850683581	0.3380244038372474	0.09013463387852748	0.4987644692305643	0.7995428344265554	0.294896409350186	0.07118991228613222	0.5012355307694357	0.20045716557344465	0.8583886580841686	0.6297390385883764	strmgCAMI2_short_read_pooled_megahit_assembly	0.009321328626250312	0.005408778402569834	0.059628575799740804	0.062162992251140206	MetaBinner 1.0 (B7)			0.1031114445052576	0.035449964282289845	0.03660334659126933	genome	NA
0.14456606683957107	0.013870783446328984	0.1619832683061417	0.02172263600173755	0.1520772848984027	0.06489423737837186	0.688047787890446	0.6331101860762923	0.087165347559408	0.052022862016093824	0.046530000814479236	0.027125902973996387	0.009375501332660604	0.005743390794769007	0.26525798344266144	0.06239022500667715	0.2490972900389314	0.11772189780275397	0.34424665455407394	0.09451565342279077	0.5097733907370144	0.8051580202742994	0.294896409350186	0.07118991228613222	0.49022660926298556	0.19484197972570066	0.8577394906480368	0.5579602182916831	strmgCAMI2_short_read_pooled_megahit_assembly	0.009704171899134733	0.005643622698023363	0.05759367120292355	0.059505496403909	MetaBinner 1.0 (B8)			0.09619389791628348	0.03842174851716613	0.03595111032263679	genome	NA
0.14063746408584016	0.09797987480565515	0.0025939419555983632	0.00012625695630765957	0.9134622795808887	0.8932105247530874	0.8018872502317628	0.7460666125858144	0.04792690183361279	0.028094070729822777	0.024701629875141226	0.014316589907827016	0.006473191167488208	0.004299815309912926	0.9263906380533247	0.9353669602254135	0.8540460621382031	0.8130346423428025	0.25437822248402575	0.1878467369531301	0.8525693483256545	0.8955927449831027	0.9539228273676049	0.9384393334524312	0.1474306516743455	0.10440725501689734	0.14802655954600766	0.019312909081553732	strmgCAMI2_short_read_pooled_megahit_assembly	0.0055791965878362925	0.007272050760729372	0.055755862956605826	0.06108859625882949	Autometa cami2-146383e (C2)			0.09015277136703848	0.012699993302815444	0.017305610206919952	genome	NA
0.2986601330370864	0.19586777298044966	0.2456350907668739	0.09089135748123676	0.2177760106982618	0.18478805347037053	0.2889433080032017	0.29598691127051235	0.17200914343237272	0.15662900275130237	0.12245294274390085	0.10649060843799901	0.010856822553595805	0.009259570579562705	0.3296720086104673	0.2203176377571145	0.24836203638791587	0.22752784232791087	0.32724917603571124	0.22048384254573217	0.6751383044832023	0.7793497017108288	0.9193454850439378	0.8876841522496246	0.32486169551679767	0.22065029828917113	0.9869418294410682	0.9813926601319344	strmgCAMI2_short_read_pooled_megahit_assembly	0.012197126571237595	0.010197751121596333	0.016670429832012976	0.016676556247996712	MetaWRAP 1.2.3 (D1)			0.05808177523387026	0.060698117810674385	0.060585486323577006	genome	NA
0.11340456159471235	0.006921241472262855	0.8506042095063818	0.311132394086069	0.06659384016902359	0.028296579689034734	0.701744452282886	0.6556387386635852	0.07292648793160329	0.04086568077712394	0.038461749475784235	0.021090109106434746	0.008782364780592324	0.0049837224191090195	0.13662903136045765	0.013393212478398758	0.12164396426395854	0.05425172035419653	0.23245960787148107	0.025936415706578706	0.22152122743068248	0.591331592689295	0.1456745714728073	0.016936081547895946	0.7784787725693175	0.408668407310705	0.9842564515448481	0.9049277170928008	strmgCAMI2_short_read_pooled_megahit_assembly	0.009337701248920815	0.005024558754113662	0.0729147053779367	0.07422351341443127	UltraBinner 1.0 (E1)			0.11164763946737752	0.03557460716255172	0.03146901190487049	genome	NA
0.12509310687018724	0.023195798790507306	0.8537080503187932	0.1502327841629668	0.07259299917563779	0.045025508981194215	0.4938201421205866	0.4525924701372379	0.08328321760225957	0.06099014919748711	0.045476429465474026	0.03269823809752929	0.008848783923731977	0.006053218532859849	0.1412188583814337	0.03288518309540276	0.12657857862490957	0.08190301469849065	0.23420786925687773	0.05877759899602088	0.31423030279544595	0.7235840903821428	0.18241270703577614	0.08391629419079137	0.685769697204554	0.2764159096178572	0.990077585392872	0.9618880405183244	strmgCAMI2_short_read_pooled_megahit_assembly	0.009348731734079059	0.00614966308160663	0.05167654748604699	0.04959056146449896	UltraBinner 1.0 (E2)			0.12017095020349515	0.03565870429459695	0.03226000249470576	genome	NA
0.1486733817684203	0.016545180866738243	0.4824301725391362	0.09782608362846976	0.10590223715197092	0.045863324659302464	0.5763363967634915	0.566764691369393	0.08868720135959832	0.05269753581388711	0.04803980659785851	0.02763344058232637	0.00938811304489205	0.005813163215967288	0.2155374207912129	0.03573115230799436	0.17892658297308534	0.08485969418834508	0.3019036342128461	0.0619172162378591	0.4962381170631126	0.7682186485615878	0.2951263023348801	0.07138270945466701	0.5037618829368874	0.23178135143841216	0.9663820859756966	0.9070407366066755	strmgCAMI2_short_read_pooled_megahit_assembly	0.010205463551534037	0.006126381043454364	0.06594530518684225	0.06460588703368576	MaxBin 2.2.7 (F1)			0.1304634982855729	0.042493806411089394	0.03595975994981829	genome	NA
0.14395553930766608	0.014436793482394435	0.443035823108208	0.08279818118725597	0.10716171200482996	0.045845845725302155	0.5807669163996008	0.5088885661108945	0.08803669575854439	0.05368437411447918	0.04762825960267392	0.0283368627509567	0.009559028526709023	0.006020550912738589	0.21634468962118647	0.035775371842061976	0.1809373079340983	0.08411386131992606	0.2997461413082946	0.06079707101889774	0.5122092186543008	0.7977400009912277	0.2951173839540937	0.0713774031105789	0.48779078134569925	0.20225999900877237	0.960879127721152	0.89174906358459	strmgCAMI2_short_read_pooled_megahit_assembly	0.010261553118076793	0.006096812584460959	0.06890788405127461	0.06560425562574757	MaxBin 2.0.2 (F2)			0.12820400507944546	0.042962184737205505	0.037281010760770235	genome	NA
0.189676460782841	0.026271709580250494	0.6406256671333284	0.15334974036087964	0.11994036764243428	0.0517742402794046	0.7517915003687908	0.7417862852102316	0.11906847248908269	0.06391106990410904	0.06465419015315747	0.03339412607212162	0.009153075470964937	0.005695074822146948	0.21788956286843003	0.03860542202238924	0.20687588065446044	0.0967926708369091	0.3255094540628814	0.06989865750168245	0.35680308485003476	0.6309630292188432	0.294896409350186	0.07118991228613222	0.6431969151499652	0.3690369707811568	0.9825507929325856	0.939508941499123	strmgCAMI2_short_read_pooled_megahit_assembly	0.010278342215582478	0.00609389836067012	0.02100184202680192	0.021355330916193394	CONCOCT 1.1.0 (G1)			0.0771885394907801	0.04310288202985497	0.0372815618068451	genome	NA
0.19274660332771612	0.02706942997483024	0.6882971835750756	0.15320617480549575	0.11631461108361225	0.04873771053487995	0.7452940010535232	0.7262791519161299	0.12386745210644814	0.06521388936016592	0.06754685073015108	0.03413967560151686	0.00928950851152378	0.005695696331534404	0.21769799418894034	0.036583704924817946	0.2012249660793602	0.09134558172492396	0.32661118481436224	0.06674570477744023	0.346392166142546	0.6197575034784337	0.294896409350186	0.07118991228613222	0.653607833857454	0.3802424965215663	0.985915637629842	0.9469673494061271	strmgCAMI2_short_read_pooled_megahit_assembly	0.010379157538930886	0.006085450623013424	0.020298320031577367	0.02077509708502783	CONCOCT 0.4.1 (G2)			0.07375190150267599	0.0439525797769219	0.03805608105808169	genome	NA
0.4226509310014811	0.21368293886560977	0.7370293367821116	0.03567071759037988	0.07155631144711241	0.026682894281333736	0.9985882678329708	0.9985047647128973	0.0023575561478963304	0.0015322594369144456	0.0011801712006046568	0.000766718003530003	3.426558858382804e-05	1.9677545183407738e-05	0.15240431312511463	0.009845037064813456	0.1335432510410109	0.0519768197412376	0.26293802768392827	0.019494609400345222	0.04293487851177691	0.01810852108326022	0.4416114656276103	0.21762378374171548	0.9570651214882231	0.9818914789167398	0.9957910385976857	0.9957406472532435	strmgCAMI2_short_read_pooled_megahit_assembly	0.009355864141774453	0.00528047113950334	8.061808321075635e-05	8.478420880367371e-05	Vamb fa045c0 (J1)			0.0007381551968059687	0.03571313508645114	0.0001333518784651396	genome	NA
