Phoma_radicina_MPI-SP2-AT-0466	565429	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phoma_radicina_MPI-SP2-AT-0466.contigs.fasta
Aspergillus_fumigatus_MPI-SW4-AT-0569	746128	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Aspergillus_fumigatus_MPI-SW4-AT-0569.contigs.fasta
Phialocephala_fortinii_MPI-SW4-AT-0651	62722	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phialocephala_fortinii_MPI-SW4-AT-0651.contigs.fasta
Sarocladium_strictum_MPI-IT2-AT-0306	5046	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Sarocladium_strictum_MPI-IT2-AT-0306.contigs.fasta
Penicillium_crustosum_MPI-IT2-AT-0321	36656	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Penicillium_crustosum_MPI-IT2-AT-0321.contigs.fasta
Pyrenochaeta_lycopersici_MPI-FR1-AT-0381	285811	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Pyrenochaeta_lycopersici_MPI-FR1-AT-0381.contigs.fasta
Peyronellaea_curtisii_MPI-SP2-AT-0415	749631	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Peyronellaea_curtisii_MPI-SP2-AT-0415.contigs.fasta
Fusarium_oxysporum_MPI-CAGE-CH-0226	5507	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_oxysporum_MPI-CAGE-CH-0226.contigs.fasta
Talaromyces_verruculosus_MPI-SP2-AT-0411	198730	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Talaromyces_verruculosus_MPI-SP2-AT-0411.contigs.fasta
Penicillium_canescens_MPI-SW4-AT-0573	5083	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Penicillium_canescens_MPI-SW4-AT-0573.contigs.fasta
Phoma_selaginellicola_MPI-SW4-AT-0584	749870	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phoma_selaginellicola_MPI-SW4-AT-0584.contigs.fasta
Cylindrocarpon_pauciseptatum_MPI-SP2-AT-0468	465806	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Cylindrocarpon_pauciseptatum_MPI-SP2-AT-0468.contigs.fasta
Verticillium_dahliae_MPI-FR1-AT-0353	27337	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Verticillium_dahliae_MPI-FR1-AT-0353.contigs.fasta
Alternaria_tenuis_MPI-SDFR-AT-0071	5599	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Alternaria_tenuis_MPI-SDFR-AT-0071.contigs.fasta
Fusarium_oxysporum_MPI-CAGE-AT-0013	5507	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_oxysporum_MPI-CAGE-AT-0013.contigs.fasta
Fusarium_redolens_MPI-CAGE-CH-0216	48865	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_redolens_MPI-CAGE-CH-0216.contigs.fasta
Fusarium_oxysporum_MPI-FR1-AT-0335	5507	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_oxysporum_MPI-FR1-AT-0335.contigs.fasta
Fusarium_oxysporum_MPI-IT2-AT-0302	5507	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_oxysporum_MPI-IT2-AT-0302.contigs.fasta
Cladosporium_rectoides_MPI-GEGE-AT-0032	887101	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Cladosporium_rectoides_MPI-GEGE-AT-0032.contigs.fasta
Gibellulopsis_nigrescens_MPI-SP2-AT-0410	796325	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Gibellulopsis_nigrescens_MPI-SP2-AT-0410.contigs.fasta
Metacordyceps_chlamydosporia_MPI-IT2-AT-0323	280754	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Metacordyceps_chlamydosporia_MPI-IT2-AT-0323.contigs.fasta
Ochroconis_tshawytschae_MPI-SP2-AT-0416	262132	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Ochroconis_tshawytschae_MPI-SP2-AT-0416.contigs.fasta
Phomopsis_columnaris_MPI-SP2-AT-0504	193000	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phomopsis_columnaris_MPI-SP2-AT-0504.contigs.fasta
Umbelopsis_autotrophica_MPI-SW4-AT-0611	979767	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Umbelopsis_autotrophica_MPI-SW4-AT-0611.contigs.fasta
Embellisia_chlamydospora_MPI-FR1-AT-0336	247032	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Embellisia_chlamydospora_MPI-FR1-AT-0336.contigs.fasta
Fusarium_oxysporum_MPI-PUGE-AT-0057	5507	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_oxysporum_MPI-PUGE-AT-0057.contigs.fasta
Phialocephala_fortinii_MPI-SW4-AT-0551	62722	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phialocephala_fortinii_MPI-SW4-AT-0551.contigs.fasta
Phaeosphaeria_eustoma_MPI-FR1-AT-0339	85909	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phaeosphaeria_eustoma_MPI-FR1-AT-0339.contigs.fasta
Penicillium_restrictum_MPI-SP2-AT-0405	69784	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Penicillium_restrictum_MPI-SP2-AT-0405.contigs.fasta
Truncatella_angustata_MPI-SW4-AT-0541	152316	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Truncatella_angustata_MPI-SW4-AT-0541.contigs.fasta
Fusarium_oxysporum_MPI-SP2-AT-0407	5507	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_oxysporum_MPI-SP2-AT-0407.contigs.fasta
Macrophomina_phaseolina_MPI-FR1-AT-0330	35725	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Macrophomina_phaseolina_MPI-FR1-AT-0330.contigs.fasta
Rhizopycnis_vagum_MPI-FR1-AT-0346	1589764	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Rhizopycnis_vagum_MPI-FR1-AT-0346.contigs.fasta
Phaeosphaeria_eustoma_MPI-SP2-AT-0401	85909	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phaeosphaeria_eustoma_MPI-SP2-AT-0401.contigs.fasta
Sporobolomyces_sasicola_MPI-IT2-AT-0310	5444	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Sporobolomyces_sasicola_MPI-IT2-AT-0310.contigs.fasta
Paraphoma_chrysanthemicola_MPI-SDFR-AT-0093	798071	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Paraphoma_chrysanthemicola_MPI-SDFR-AT-0093.contigs.fasta
Plectosphaerella_cucumerina_MPI-SP2-AT-0455	40658	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Plectosphaerella_cucumerina_MPI-SP2-AT-0455.contigs.fasta
Neonectria_radicicola_MPI-CAGE-CH-0236	64609	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Neonectria_radicicola_MPI-CAGE-CH-0236.contigs.fasta
Cryptosporiopsis_ericae_MPI-SW4-AT-0549	1663492	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Cryptosporiopsis_ericae_MPI-SW4-AT-0549.contigs.fasta
Leptodontidium_orchidicola_MPI-SW4-AT-0643	1732013	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Leptodontidium_orchidicola_MPI-SW4-AT-0643.contigs.fasta
Myrothecium_cinctum_MPI-SP2-AT-0408	1860054	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Myrothecium_cinctum_MPI-SP2-AT-0408.contigs.fasta
Macrophomina_phaseolina_MPI-SDFR-AT-0085	35725	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Macrophomina_phaseolina_MPI-SDFR-AT-0085.contigs.fasta
Ilyonectria_macrodidyma_MPI-GEGE-AT-0033	307937	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Ilyonectria_macrodidyma_MPI-GEGE-AT-0033.contigs.fasta
Fusarium_falciforme_MPI-IT2-AT-0322	195108	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_falciforme_MPI-IT2-AT-0322.contigs.fasta
Hypocrea_atroviridis_MPI-SP2-AT-0434	63577	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Hypocrea_atroviridis_MPI-SP2-AT-0434.contigs.fasta
Fusarium_equiseti_MPI-CAGE-CH-0233	61235	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_equiseti_MPI-CAGE-CH-0233.contigs.fasta
Phoma_exigua_MPI-PUGE-AT-0052	749465	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phoma_exigua_MPI-PUGE-AT-0052.contigs.fasta
Sarocladium_strictum_MPI-SWE4-AT-0554	5046	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Sarocladium_strictum_MPI-SWE4-AT-0554.contigs.fasta
Fusarium_torulosum_MPI-SDFR-AT-0089	33205	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_torulosum_MPI-SDFR-AT-0089.contigs.fasta
Paraphoma_chrysanthemicola_MPI-SDFR-AT-0118	798071	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Paraphoma_chrysanthemicola_MPI-SDFR-AT-0118.contigs.fasta
Plectosphaerella_cucumerina_MPI-FR1-AT-0340	40658	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Plectosphaerella_cucumerina_MPI-FR1-AT-0340.contigs.fasta
Embellisia_chlamydospora_MPI-SP2-AT-0402	247032	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Embellisia_chlamydospora_MPI-SP2-AT-0402.contigs.fasta
Plectosphaerella_cucumerina_MPI-SP2-AT-0421	40658	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Plectosphaerella_cucumerina_MPI-SP2-AT-0421.contigs.fasta
Fusarium_falciforme_MPI-FR1-AT-0333	195108	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Fusarium_falciforme_MPI-FR1-AT-0333.contigs.fasta
Phomopsis_columnaris_MPI-SW4-AT-0540	193000	/net/sgi/cami/data/CAMI2/fungal_genomes/assemblies/Phomopsis_columnaris_MPI-SW4-AT-0540.contigs.fasta
