tool	rank	metric	sample	value
Gold standard	superkingdom	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	phylum	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	class	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	order	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	family	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	genus	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	species	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	strain	Bray-Curtis distance	strmgCAMI2_short_read_sample_0	0.0
Gold standard	superkingdom	Shannon diversity	strmgCAMI2_short_read_sample_0	0.0
Gold standard	superkingdom	Shannon equitability	strmgCAMI2_short_read_sample_0	0.0
Gold standard	phylum	Shannon diversity	strmgCAMI2_short_read_sample_0	0.7661611669571515
Gold standard	phylum	Shannon equitability	strmgCAMI2_short_read_sample_0	0.5526684580453919
Gold standard	class	Shannon diversity	strmgCAMI2_short_read_sample_0	0.7686356713189231
Gold standard	class	Shannon equitability	strmgCAMI2_short_read_sample_0	0.47758019453912637
Gold standard	order	Shannon diversity	strmgCAMI2_short_read_sample_0	0.9378252855822349
Gold standard	order	Shannon equitability	strmgCAMI2_short_read_sample_0	0.5234102577319035
Gold standard	family	Shannon diversity	strmgCAMI2_short_read_sample_0	1.1680707763381744
Gold standard	family	Shannon equitability	strmgCAMI2_short_read_sample_0	0.5316119200497347
Gold standard	genus	Shannon diversity	strmgCAMI2_short_read_sample_0	1.495772330456751
Gold standard	genus	Shannon equitability	strmgCAMI2_short_read_sample_0	0.6019430671910201
Gold standard	species	Shannon diversity	strmgCAMI2_short_read_sample_0	1.5659411562754582
Gold standard	species	Shannon equitability	strmgCAMI2_short_read_sample_0	0.5227239997710816
Gold standard	strain	Shannon diversity	strmgCAMI2_short_read_sample_0	4.4873737984289725
Gold standard	strain	Shannon equitability	strmgCAMI2_short_read_sample_0	0.7467986871850874
Gold standard	superkingdom	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	superkingdom	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	superkingdom	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	superkingdom	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	superkingdom	Taxon counts	strmgCAMI2_short_read_sample_0	1.0
Gold standard	superkingdom	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	superkingdom	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	superkingdom	True positives	strmgCAMI2_short_read_sample_0	1.0
Gold standard	phylum	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	phylum	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	phylum	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	phylum	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	phylum	Taxon counts	strmgCAMI2_short_read_sample_0	4.0
Gold standard	phylum	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	phylum	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	phylum	True positives	strmgCAMI2_short_read_sample_0	4.0
Gold standard	class	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	class	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	class	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	class	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	class	Taxon counts	strmgCAMI2_short_read_sample_0	5.0
Gold standard	class	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	class	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	class	True positives	strmgCAMI2_short_read_sample_0	5.0
Gold standard	order	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	order	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	order	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	order	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	order	Taxon counts	strmgCAMI2_short_read_sample_0	6.0
Gold standard	order	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	order	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	order	True positives	strmgCAMI2_short_read_sample_0	6.0
Gold standard	family	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	family	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	family	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	family	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	family	Taxon counts	strmgCAMI2_short_read_sample_0	9.0
Gold standard	family	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	family	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	family	True positives	strmgCAMI2_short_read_sample_0	9.0
Gold standard	genus	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	genus	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	genus	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	Taxon counts	strmgCAMI2_short_read_sample_0	12.0
Gold standard	genus	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	genus	True positives	strmgCAMI2_short_read_sample_0	12.0
Gold standard	species	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	species	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	species	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	species	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	species	Taxon counts	strmgCAMI2_short_read_sample_0	20.0
Gold standard	species	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	species	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	species	True positives	strmgCAMI2_short_read_sample_0	20.0
Gold standard	strain	F1 score	strmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	False negatives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	strain	False positives	strmgCAMI2_short_read_sample_0	0.0
Gold standard	strain	Jaccard index	strmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	Taxon counts	strmgCAMI2_short_read_sample_0	407.0
Gold standard	strain	Purity	strmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	Completeness	strmgCAMI2_short_read_sample_0	1.0
Gold standard	strain	True positives	strmgCAMI2_short_read_sample_0	407.0
Gold standard	superkingdom	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	phylum	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	class	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	order	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	family	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	genus	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	species	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	strain	L1 norm error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	na	Weighted UniFrac error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	na	Unweighted UniFrac error	strmgCAMI2_short_read_sample_0	0.0
Gold standard	superkingdom	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	phylum	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	class	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	order	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	family	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	genus	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	species	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	strain	Bray-Curtis distance	strmgCAMI2_short_read_sample_1	0.0
Gold standard	superkingdom	Shannon diversity	strmgCAMI2_short_read_sample_1	0.0
Gold standard	superkingdom	Shannon equitability	strmgCAMI2_short_read_sample_1	0.0
Gold standard	phylum	Shannon diversity	strmgCAMI2_short_read_sample_1	0.9140421136427757
Gold standard	phylum	Shannon equitability	strmgCAMI2_short_read_sample_1	0.6593420122580494
