tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
CCM	marmgCAMI2_short_read_sample_9	0.07847365715142854	0.6251986295412665	0.6538808599999999	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.10304899951817112	0.09379924162608941	0.4619841808707939
CCM	marmgCAMI2_short_read_sample_8	0.08208957542476188	0.7124925999147925	0.6933360200000002	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.15933744615038398	0.14503519375662086	0.5067193798948174
CCM	marmgCAMI2_short_read_sample_7	0.08264344346571421	0.5922098059066916	0.69648988	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.13897694444730377	0.1265022664326747	0.5054463304716359
CCM	marmgCAMI2_short_read_sample_6	0.07921233086857142	0.6809893054480233	0.65262978	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.13980487239381575	0.12725587892641052	0.45742085564495777
CCM	marmgCAMI2_short_read_sample_5	0.07695171962857135	0.6841641318310884	0.63795306	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.12990776638890905	0.11824714481066043	0.43788420473896955
CCM	marmgCAMI2_short_read_sample_4	0.08133742019809523	0.6010904131786505	0.7016711999999999	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.13558700214120856	0.12341660796966501	0.5014351194789493
CCM	marmgCAMI2_short_read_sample_3	0.08250318554285711	0.6768915621185129	0.69892692	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.14048230380963264	0.1278725035744364	0.5088000454255258
CCM	marmgCAMI2_short_read_sample_2	0.0844057380342859	0.5832078680509429	0.7188063000000001	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.16778291926428834	0.1527225946723189	0.534869494624192
CCM	marmgCAMI2_short_read_sample_1	0.08210467228761904	0.6214473353908859	0.6901084399999999	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.13329905303947526	0.12133402694874172	0.49698610169906526
CCM	marmgCAMI2_short_read_sample_0	0.08680422928952382	0.591803824770391	0.7447052299999999	0.6666666666666666	0.6666666666666666	0.6666666666666666	2.0	1.0	1.0	3.0	0.5	0.17144635934999392	0.1560572015427253	0.5656352856535732
Bracken	marmgCAMI2_short_read_sample_0	0.039307145352380626	2.5315814773060317	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_8	0.04432176248571408	1.2053768857704446	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_7	0.04508444454285696	1.911279685986252	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_6	0.04976213627619031	1.3984344324485796	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_5	0.05223065774285697	1.4202822716245722	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_4	0.046086877914285465	2.250804541842387	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_3	0.04474350158095218	1.3370900816665083	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_2	0.042066333914285575	1.8524634556430262	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_1	0.04601943375238072	1.8133024624626903	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
Bracken	marmgCAMI2_short_read_sample_9	0.0487673853809521	2.414095922641054	na	0.0	0.0	na	0.0	0.0	3.0	0.0	0.0	na	na	na
