tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
CCM	marmgCAMI2_short_read_sample_9	0.07847365715142854	0.6251986295412665	0.7457823799999992	0.3888888888888889	0.8536585365853658	0.5343511450381678	70.0	12.0	110.0	82.0	0.3645833333333333	3.2870512757742807	0.7459180154975662	0.5554848640875629
CCM	marmgCAMI2_short_read_sample_8	0.08208957542476188	0.7124925999147925	0.7752969299999988	0.33796296296296297	0.9012345679012346	0.49158249158249157	73.0	8.0	143.0	81.0	0.32589285714285715	3.3444402841423755	0.761060184434349	0.5943308477766408
CCM	marmgCAMI2_short_read_sample_7	0.08264344346571421	0.5922098059066916	0.789923709999999	0.3526315789473684	0.8375	0.4962962962962963	67.0	13.0	123.0	80.0	0.33004926108374383	3.307109007505834	0.7546985181097502	0.6010234241372906
CCM	marmgCAMI2_short_read_sample_6	0.07921233086857142	0.6809893054480233	0.76214527	0.3619047619047619	0.8735632183908046	0.5117845117845118	76.0	11.0	134.0	87.0	0.3438914027149321	3.483947503346823	0.7801207303826954	0.5654560065782197
CCM	marmgCAMI2_short_read_sample_5	0.07695171962857135	0.6841641318310884	0.7386583399999993	0.32710280373831774	0.8641975308641975	0.47457627118644063	70.0	11.0	144.0	81.0	0.3111111111111111	3.4419155923161937	0.7832416467161862	0.5438344462505548
CCM	marmgCAMI2_short_read_sample_4	0.08133742019809523	0.6010904131786505	0.7378664200000001	0.3891891891891892	0.8780487804878049	0.5393258426966292	72.0	10.0	113.0	82.0	0.36923076923076925	3.1942747853354674	0.7248646001940136	0.5683921235245706
CCM	marmgCAMI2_short_read_sample_3	0.08250318554285711	0.6768915621185129	0.77211154	0.34913793103448276	0.8804347826086957	0.5	81.0	11.0	151.0	92.0	0.3333333333333333	3.3808869172310576	0.7476879689579504	0.5930928460875092
CCM	marmgCAMI2_short_read_sample_2	0.0844057380342859	0.5832078680509429	0.7902487099999992	0.39285714285714285	0.875	0.5422535211267606	77.0	11.0	119.0	88.0	0.3719806763285024	3.3796868625003285	0.7548431137839695	0.611796451995941
CCM	marmgCAMI2_short_read_sample_1	0.08210467228761904	0.6214473353908859	0.7706007000000001	0.3891625615763547	0.9080459770114943	0.5448275862068965	79.0	8.0	124.0	87.0	0.3744075829383886	3.443821494127705	0.7711357696192827	0.5787710081442756
CCM	marmgCAMI2_short_read_sample_0	0.08680422928952382	0.591803824770391	0.78577978	0.39779005524861877	0.8470588235294118	0.5413533834586466	72.0	13.0	109.0	85.0	0.3711340206185567	3.0523444626460936	0.6870547081963481	0.6258457298525455
