tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
CCM	marmgCAMI2_short_read_sample_9	0.07847365715142854	0.6251986295412665	0.64890273	0.42857142857142855	0.8181818181818182	0.5625	9.0	2.0	12.0	11.0	0.391304347826087	0.897282564681491	0.3741958937324032	0.4658283065449203
CCM	marmgCAMI2_short_read_sample_8	0.08208957542476188	0.7124925999147925	0.6841203299999998	0.43478260869565216	0.9090909090909091	0.5882352941176471	10.0	1.0	13.0	11.0	0.4166666666666667	0.7996444413546235	0.33347763366722416	0.5091830908811368
CCM	marmgCAMI2_short_read_sample_7	0.08264344346571421	0.5922098059066916	0.6919593199999998	0.45	0.9	0.6	9.0	1.0	11.0	10.0	0.42857142857142855	0.8838849369091522	0.3838663507370486	0.5109441967991568
CCM	marmgCAMI2_short_read_sample_6	0.07921233086857142	0.6809893054480233	0.6533683100000001	0.45454545454545453	0.8333333333333334	0.5882352941176471	10.0	2.0	12.0	12.0	0.4166666666666667	0.9524071087173449	0.38327681597157764	0.4662003846846331
CCM	marmgCAMI2_short_read_sample_5	0.07695171962857135	0.6841641318310884	0.6255660500000001	0.55	0.7857142857142857	0.6470588235294117	11.0	3.0	9.0	14.0	0.4782608695652174	1.0296390264917814	0.3901540959104098	0.43814323868895433
CCM	marmgCAMI2_short_read_sample_4	0.08133742019809523	0.6010904131786505	0.6744531	0.5	0.8181818181818182	0.6206896551724137	9.0	2.0	9.0	11.0	0.45	1.0461747040303873	0.4362887386693455	0.49546446952428935
CCM	marmgCAMI2_short_read_sample_3	0.08250318554285711	0.6768915621185129	0.7020710699999999	0.45454545454545453	0.8333333333333334	0.5882352941176471	10.0	2.0	12.0	12.0	0.4166666666666667	0.8537177048666462	0.3435612782232609	0.5177978190483801
CCM	marmgCAMI2_short_read_sample_2	0.0844057380342859	0.5832078680509429	0.7127036199999998	0.5	0.8461538461538461	0.6285714285714286	11.0	2.0	11.0	13.0	0.4583333333333333	0.8270332218937427	0.3224364720838917	0.5374318110931727
CCM	marmgCAMI2_short_read_sample_1	0.08210467228761904	0.6214473353908859	0.6834754800000005	0.6190476190476191	0.8666666666666667	0.7222222222222222	13.0	2.0	8.0	15.0	0.5652173913043478	0.8068349124955831	0.2979394223073085	0.5007366697761078
CCM	marmgCAMI2_short_read_sample_0	0.08680422928952382	0.591803824770391	0.73052681	0.6470588235294118	0.8461538461538461	0.7333333333333334	11.0	2.0	6.0	13.0	0.5789473684210527	0.7742833942599643	0.3018708310975201	0.5634635214878395
