3823_B.fasta	0.0	0.0	0.0	0.0	0.049509761674676855	0.09532593795457624	0.03053101969938406	0.0	0.26212668264426137	0.2768617307617247	0.0	0.0	0.08687784370056391	0.0	0.05343910783933375	0.0	0.0	0.07288937135438538	0.03925416818492237	0.13296907421198928	0.05013845706102196
3823_S.fasta	0.0	0.0	0.0	0.0	0.0006943536319902606	0.001537497327978434	0.00039677350399443457	0.0	0.004364508543938781	0.004612491983935302	0.0	0.0	0.0014383039519798254	0.0	0.0007935470079888691	0.0	0.0	0.0011407238239839995	0.0006447569439909562	0.0022318509599686944	0.0007935470079888691
987045.PRJNA63165.fasta	0.13120817504448798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
323097.PRJNA13473.fasta	0.0	0.0	0.0	0.0	0.05030670753831377	0.0	0.03124597937765361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03995945510824111	0.0	0.0
521096.PRJNA29399.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.031233461448365016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03993225443946667	0.0	0.0
3823_N.fasta	0.0	0.14283173562753848	0.08860615896942972	0.0	0.0	0.18078093534332565	0.18539402613446493	0.18426251329890247	0.11289016520957794	0.2729992314416663	0.1524931144542641	0.0	0.024762723209040032	0.0	0.0	0.0	0.0	0.12585904309410154	0.03385834561798444	0.0	0.0
3934_CH.fasta	0.0	0.02559722324484831	0.015862371933583606	0.0	0.0	0.0323671452227329	0.033256624022746935	0.033108377556077935	0.02016151946698477	0.048822503022992535	0.027227934378207374	0.0	0.004397978511180501	0.0	0.0	0.0	0.0	0.022434631955909525	0.0058804431778705585	0.0	0.0
LjRoot48.fasta	0.0	0.0	0.025905706957947736	0.0	0.0	0.05804797299836437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LjRoot53.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05972751706711527	0.0	0.0
LjRoot92.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03986793274736293	0.0	0.0
520709.PRJNA183323.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08053512375894854	0.0
1387231.PRJNA215329.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20712696382750084	0.0	0.0	0.0
Chlamy109.fasta	0.0	0.6407857041834275	0.3659800087490503	0.22191669983192613	0.40253854022425195	0.3103281551673667	0.6872115855844596	0.5592320570464391	0.8000447319863304	1.167060812477593	0.6475941756322504	0.0	0.3534978110928748	0.0	0.13616942897645978	0.0	0.0	0.4303151302654646	0.2396779296984209	0.027085875546404504	0.4086069604286377
243230.PRJNA65.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1475714034628057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29960934156510355	0.0	0.0
1121335.PRJNA181307.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06202975478242685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3934_CM.fasta	0.0	0.0	0.17834316323937985	0.3239063904325466	0.0	0.0	0.0	0.0	0.03249783676870699	0.0	0.0	0.0	0.02877412630562598	0.0	0.0	0.0	0.0	0.014443483008314217	0.0	0.0	0.0
LjRoot131.fasta	0.0	0.0	0.004530592383780009	0.0085316350084169	0.0	0.0	0.0	0.0	0.0004707108970161048	0.0	0.0	0.0	0.0004707108970161048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
204669.PRJNA15771.fasta	0.0	0.0	0.0	0.0	0.050333004859152534	0.0	0.031219205545550306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039979696897617996	0.0	0.0
1353246.PRJNA210247.fasta	0.0	0.0	0.0	0.0	0.0	0.0	0.06245054580415713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3934_CB.fasta	0.0	0.0	0.0	0.0	0.0	0.07744987430214437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
