S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	contig_10	50564	unaligned
CONTIG	contig_106	12976	unaligned
CONTIG	contig_110	1095	unaligned
CONTIG	contig_116	29504	unaligned
CONTIG	contig_12	16601	unaligned
CONTIG	contig_128	27549	unaligned
CONTIG	contig_129	17768	unaligned
CONTIG	contig_131	81216	unaligned
CONTIG	contig_133	14039	unaligned
CONTIG	contig_140	32688	unaligned
CONTIG	contig_148	22546	unaligned
CONTIG	contig_151	60109	unaligned
CONTIG	contig_152	12307	unaligned
CONTIG	contig_155	54708	unaligned
CONTIG	contig_160	36767	unaligned
CONTIG	contig_179	39676	unaligned
CONTIG	contig_183	57593	unaligned
CONTIG	contig_187	1330	unaligned
CONTIG	contig_19	25927	unaligned
CONTIG	contig_190	25991	unaligned
CONTIG	contig_213	15140	unaligned
CONTIG	contig_229	526	unaligned
CONTIG	contig_231	15472	unaligned
CONTIG	contig_25	22993	unaligned
CONTIG	contig_250	19774	unaligned
CONTIG	contig_252	14357	unaligned
CONTIG	contig_257	761	unaligned
CONTIG	contig_258	549	unaligned
CONTIG	contig_26	14367	unaligned
CONTIG	contig_260	17468	unaligned
CONTIG	contig_270	15331	unaligned
CONTIG	contig_279	13163	unaligned
CONTIG	contig_28	32256	unaligned
CONTIG	contig_285	16704	unaligned
CONTIG	contig_288	569	unaligned
CONTIG	contig_301	19897	unaligned
CONTIG	contig_310	17618	unaligned
CONTIG	contig_311	503	unaligned
CONTIG	contig_35	982	unaligned
CONTIG	contig_38	81513	unaligned
CONTIG	contig_39	25612	unaligned
CONTIG	contig_42	62964	unaligned
CONTIG	contig_48	109549	unaligned
CONTIG	contig_53	92278	unaligned
CONTIG	contig_55	95054	unaligned
CONTIG	contig_6	68818	unaligned
CONTIG	contig_62	124885	unaligned
CONTIG	contig_75	58573	unaligned
CONTIG	contig_87	37935	unaligned
CONTIG	contig_9	96278	unaligned
CONTIG	contig_96	78316	unaligned
CONTIG	contig_99	12429	unaligned
CONTIG	contig_102	15097	unaligned
CONTIG	contig_118	24160	unaligned
CONTIG	contig_124	22683	unaligned
CONTIG	contig_13	23552	unaligned
CONTIG	contig_147	16400	unaligned
CONTIG	contig_156	24854	unaligned
CONTIG	contig_158	15489	unaligned
CONTIG	contig_172	15756	unaligned
CONTIG	contig_174	15390	unaligned
CONTIG	contig_178	25522	unaligned
CONTIG	contig_181	26985	unaligned
CONTIG	contig_186	15778	unaligned
CONTIG	contig_194	23574	unaligned
CONTIG	contig_195	20240	unaligned
CONTIG	contig_199	20684	unaligned
CONTIG	contig_202	18886	unaligned
1	3182	13900	10717	GCA_000015145.1_crisprs_GCA_000015145.1_CRISPR_2	contig_21	99.94		True
CONTIG	contig_21	28380	correct_unaligned
