S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
CONTIG	k131_6337	2627	unaligned
CONTIG	k131_13952	533	unaligned
CONTIG	k131_14243	10788	unaligned
CONTIG	k131_36416	42329	unaligned
CONTIG	k131_39113	153633	unaligned
CONTIG	k131_39990	11283	unaligned
CONTIG	k131_40215	6418	unaligned
CONTIG	k131_47325	7392	unaligned
CONTIG	k131_48943	56807	unaligned
CONTIG	k131_50584	11145	unaligned
CONTIG	k131_51146	13979	unaligned
CONTIG	k131_51250	21338	unaligned
CONTIG	k131_57027	64531	unaligned
CONTIG	k131_59863	599	unaligned
CONTIG	k131_60419	6507	unaligned
CONTIG	k131_67230	18984	unaligned
CONTIG	k131_68506	13096	unaligned
CONTIG	k131_72151	27066	unaligned
CONTIG	k131_73211	6315	unaligned
CONTIG	k131_73985	45153	unaligned
CONTIG	k131_85984	2330	unaligned
CONTIG	k131_90312	27318	unaligned
CONTIG	k131_92214	18280	unaligned
CONTIG	k131_92564	536	unaligned
CONTIG	k131_98503	662	unaligned
CONTIG	k131_102201	33320	unaligned
CONTIG	k131_107965	77677	unaligned
CONTIG	k131_109201	52865	unaligned
CONTIG	k131_110184	10265	unaligned
CONTIG	k131_123945	21120	unaligned
CONTIG	k131_124198	46251	unaligned
CONTIG	k131_126963	5768	unaligned
CONTIG	k131_127950	17019	unaligned
CONTIG	k131_130894	64273	unaligned
CONTIG	k131_131395	51620	unaligned
CONTIG	k131_131826	6743	unaligned
CONTIG	k131_133493	617	unaligned
CONTIG	k131_136006	37572	unaligned
CONTIG	k131_138972	5674	unaligned
CONTIG	k131_147029	2923	unaligned
CONTIG	k131_148874	8061	unaligned
CONTIG	k131_156363	19556	unaligned
CONTIG	k131_161541	3953	unaligned
CONTIG	k131_165592	2113	unaligned
CONTIG	k131_169538	33198	unaligned
CONTIG	k131_171849	19333	unaligned
CONTIG	k131_180273	6713	unaligned
CONTIG	k131_181104	19929	unaligned
CONTIG	k131_182339	12668	unaligned
CONTIG	k131_186376	20718	unaligned
CONTIG	k131_191189	2718	unaligned
CONTIG	k131_195182	12782	unaligned
CONTIG	k131_195271	21602	unaligned
CONTIG	k131_197595	5343	unaligned
CONTIG	k131_203705	2636	unaligned
CONTIG	k131_206503	10816	unaligned
CONTIG	k131_206705	6079	unaligned
CONTIG	k131_207437	11800	unaligned
CONTIG	k131_211290	6759	unaligned
CONTIG	k131_211362	4522	unaligned
CONTIG	k131_211593	40551	unaligned
CONTIG	k131_211667	87544	unaligned
CONTIG	k131_226494	883	unaligned
CONTIG	k131_233621	5499	unaligned
CONTIG	k131_234662	1169	unaligned
CONTIG	k131_236390	37152	unaligned
CONTIG	k131_237152	3955	unaligned
CONTIG	k131_244406	45858	unaligned
CONTIG	k131_246087	2063	unaligned
CONTIG	k131_247953	78534	unaligned
CONTIG	k131_249396	15823	unaligned
CONTIG	k131_254985	5913	unaligned
CONTIG	k131_256994	24286	unaligned
CONTIG	k131_257605	4232	unaligned
CONTIG	k131_264431	24864	unaligned
CONTIG	k131_272426	15425	unaligned
CONTIG	k131_276114	56821	unaligned
CONTIG	k131_287420	14447	unaligned
CONTIG	k131_288082	8937	unaligned
CONTIG	k131_298344	19120	unaligned
CONTIG	k131_302440	12121	unaligned
CONTIG	k131_306388	36310	unaligned
CONTIG	k131_318159	17856	unaligned
CONTIG	k131_319909	32209	unaligned
CONTIG	k131_320984	29153	unaligned
CONTIG	k131_329682	10518	unaligned
CONTIG	k131_340568	3172	unaligned
CONTIG	k131_344669	25351	unaligned
CONTIG	k131_345440	859	unaligned
CONTIG	k131_351330	2555	unaligned
CONTIG	k131_352360	9576	unaligned
CONTIG	k131_353360	15238	unaligned
CONTIG	k131_353885	51840	unaligned
CONTIG	k131_363176	18462	unaligned
CONTIG	k131_365469	60896	unaligned
CONTIG	k131_378615	32291	unaligned
CONTIG	k131_379085	43838	unaligned
CONTIG	k131_382981	2317	unaligned
CONTIG	k131_388195	54810	unaligned
CONTIG	k131_388704	11699	unaligned
CONTIG	k131_398067	33103	unaligned
CONTIG	k131_399192	851	unaligned
CONTIG	k131_401989	59447	unaligned
CONTIG	k131_402482	20959	unaligned
CONTIG	k131_403346	17989	unaligned
CONTIG	k131_403968	54722	unaligned
CONTIG	k131_410183	8743	unaligned
CONTIG	k131_411337	30549	unaligned
CONTIG	k131_411586	37957	unaligned
CONTIG	k131_414698	8338	unaligned
CONTIG	k131_418928	5341	unaligned
CONTIG	k131_422260	1632	unaligned
CONTIG	k131_422672	37440	unaligned
CONTIG	k131_424952	4921	unaligned
CONTIG	k131_425568	138874	unaligned
CONTIG	k131_429364	15921	unaligned
CONTIG	k131_442631	76053	unaligned
CONTIG	k131_445573	11414	unaligned
CONTIG	k131_446494	32184	unaligned
CONTIG	k131_450002	23850	unaligned
CONTIG	k131_453022	15658	unaligned
CONTIG	k131_453337	22774	unaligned
CONTIG	k131_453731	512	unaligned
CONTIG	k131_454382	14179	unaligned
CONTIG	k131_460705	4245	unaligned
CONTIG	k131_462732	1320	unaligned
CONTIG	k131_467306	42104	unaligned
CONTIG	k131_480655	26326	unaligned
CONTIG	k131_495644	531	unaligned
CONTIG	k131_505097	7735	unaligned
CONTIG	k131_506381	1355	unaligned
CONTIG	k131_509891	12991	unaligned
CONTIG	k131_510732	11517	unaligned
CONTIG	k131_513318	15031	unaligned
CONTIG	k131_530855	4963	unaligned
CONTIG	k131_533000	4319	unaligned
CONTIG	k131_538878	18631	unaligned
CONTIG	k131_542492	16112	unaligned
CONTIG	k131_544736	31282	unaligned
CONTIG	k131_554345	6500	unaligned
CONTIG	k131_554853	4844	unaligned
CONTIG	k131_555045	33574	unaligned
CONTIG	k131_555283	25995	unaligned
CONTIG	k131_564890	25291	unaligned
CONTIG	k131_566400	13168	unaligned
CONTIG	k131_567744	77939	unaligned
CONTIG	k131_573190	10460	unaligned
CONTIG	k131_573222	53733	unaligned
CONTIG	k131_573685	26311	unaligned
CONTIG	k131_579590	6514	unaligned
CONTIG	k131_580733	2138	unaligned
CONTIG	k131_586934	16664	unaligned
CONTIG	k131_591080	11179	unaligned
CONTIG	k131_596458	1504	unaligned
CONTIG	k131_599367	6061	unaligned
CONTIG	k131_601619	48746	unaligned
CONTIG	k131_607684	15844	unaligned
CONTIG	k131_609957	29880	unaligned
CONTIG	k131_625302	22865	unaligned
CONTIG	k131_626274	3335	unaligned
CONTIG	k131_627749	1759	unaligned
CONTIG	k131_638181	1377	unaligned
CONTIG	k131_639993	4883	unaligned
CONTIG	k131_640072	19709	unaligned
CONTIG	k131_641487	2551	unaligned
CONTIG	k131_642243	10551	unaligned
CONTIG	k131_645278	90410	unaligned
CONTIG	k131_647335	18014	unaligned
CONTIG	k131_651928	22730	unaligned
CONTIG	k131_653680	30177	unaligned
CONTIG	k131_655056	2607	unaligned
CONTIG	k131_656384	13282	unaligned
CONTIG	k131_661205	120665	unaligned
CONTIG	k131_661644	24528	unaligned
CONTIG	k131_663580	22791	unaligned
CONTIG	k131_665043	6981	unaligned
CONTIG	k131_667096	6450	unaligned
CONTIG	k131_672903	18731	unaligned
CONTIG	k131_674654	7567	unaligned
CONTIG	k131_675228	10460	unaligned
CONTIG	k131_678469	47931	unaligned
CONTIG	k131_679785	43768	unaligned
CONTIG	k131_679842	23260	unaligned
CONTIG	k131_681625	5297	unaligned
CONTIG	k131_681865	688	unaligned
CONTIG	k131_682812	56858	unaligned
CONTIG	k131_698462	24553	unaligned
