tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
LSHVd	marmgCAMI2_short_read_sample_0	0.09706388691240109	0.7016297910460885	0.7941573241482331	0.4117647058823529	0.7777777777777778	0.5384615384615384	7.0	2.0	10.0	9.0	0.3684210526315789	1.2666691956463338	0.5764859945185785	0.6110404147897561	0.09706388691240109	0.7016297910460885	0.7975958039628651	0.4117647058823529	0.7	0.5185185185185185	7.0	3.0	10.0	10.0	0.35	1.2861747488710424	0.5585785961979943	0.6120667444514775
LSHVd	marmgCAMI2_short_read_sample_1	0.09095492818954926	0.6408801068822148	0.7496491739283823	0.2857142857142857	0.75	0.4137931034482759	6.0	2.0	15.0	8.0	0.2608695652173913	1.1047584402416235	0.5312765077056055	0.5495124544192533	0.09095492818954926	0.6408801068822148	0.7497823786371154	0.38095238095238093	0.7272727272727273	0.5	8.0	3.0	13.0	11.0	0.3333333333333333	1.150381961969044	0.4797465406512668	0.5465431888148568
LSHVd	marmgCAMI2_short_read_sample_2	0.09401185307118125	0.7355246550059843	0.7770106839009991	0.2727272727272727	0.8571428571428571	0.41379310344827586	6.0	1.0	16.0	7.0	0.2608695652173913	1.1869830822882825	0.6099886384088858	0.5856105141708208	0.09401185307118125	0.7355246550059843	0.7705913678019987	0.3181818181818182	0.875	0.4666666666666667	7.0	1.0	15.0	8.0	0.30434782608695654	1.2193906381654427	0.5864029421959043	0.5779761815057544
LSHVd	marmgCAMI2_short_read_sample_3	0.09046801851912155	0.6985418278961258	0.7390878741892452	0.3181818181818182	0.875	0.4666666666666667	7.0	1.0	15.0	8.0	0.30434782608695654	1.2222041706810078	0.5877559653317661	0.5463741359437305	0.09046801851912155	0.6985418278961258	0.7380443986150863	0.4090909090909091	0.9	0.5625000000000001	9.0	1.0	13.0	10.0	0.391304347826087	1.2705896400265002	0.5518100694269481	0.5420185219758297
LSHVd	marmgCAMI2_short_read_sample_4	0.08913685340707779	0.6989626067084131	0.7096333488757658	0.3333333333333333	0.8571428571428571	0.48	6.0	1.0	12.0	7.0	0.3157894736842105	1.201948377255096	0.6176792786854056	0.5218086610816799	0.08913685340707779	0.6989626067084131	0.7162670000000001	0.3888888888888889	0.875	0.5384615384615385	7.0	1.0	11.0	8.0	0.3684210526315789	1.2359883604136965	0.5943847593884403	0.5240562638327451
LSHVd	marmgCAMI2_short_read_sample_5	0.08424544792188239	0.581165732276555	0.6656203658778728	0.3	0.75	0.4285714285714285	6.0	2.0	14.0	8.0	0.2727272727272727	1.1429633969514508	0.549649208233154	0.4667762943566068	0.08424544792188239	0.581165732276555	0.6618771739016408	0.45	0.75	0.5625000000000001	9.0	3.0	11.0	12.0	0.391304347826087	1.1960684826241486	0.48133336627602935	0.4612750935625833
LSHVd	marmgCAMI2_short_read_sample_6	0.0872572487496237	0.7675544745756009	0.7124597512793805	0.18181818181818182	0.6666666666666666	0.28571428571428575	4.0	2.0	18.0	6.0	0.16666666666666666	1.0416374645872852	0.5813489380000624	0.5068738651428735	0.0872572487496237	0.7675544745756009	0.7158849999999997	0.22727272727272727	0.7142857142857143	0.3448275862068965	5.0	2.0	17.0	7.0	0.20833333333333334	1.0704188270591382	0.5500864608670639	0.5073114903960287
LSHVd	marmgCAMI2_short_read_sample_7	0.09115964142813421	0.7054131499477553	0.7473951173888773	0.25	0.7142857142857143	0.37037037037037035	5.0	2.0	15.0	7.0	0.22727272727272727	1.1466759768670083	0.5892748837471702	0.550335772419541	0.09115964142813421	0.7054131499477553	0.7426812347777547	0.3	0.75	0.4285714285714285	6.0	2.0	14.0	8.0	0.2727272727272727	1.171929393265204	0.5635789079785739	0.5449731504072577
LSHVd	marmgCAMI2_short_read_sample_8	0.0923529313240965	0.8530951159581941	0.742366174098521	0.2608695652173913	0.8571428571428571	0.4	6.0	1.0	17.0	7.0	0.25	1.1552212430675504	0.593666281882737	0.5497327862492023	0.0923529313240965	0.8530951159581941	0.741223405080966	0.30434782608695654	0.875	0.4516129032258065	7.0	1.0	16.0	8.0	0.2916666666666667	1.1806720359228702	0.5677832303807336	0.5469589137622131
LSHVd	marmgCAMI2_short_read_sample_9	0.08642973054500803	0.7938198814304411	0.6936594423044578	0.19047619047619047	0.8	0.3076923076923077	4.0	1.0	17.0	5.0	0.18181818181818182	1.076562758327593	0.6689060509947902	0.49599698460351205	0.08642973054500803	0.7938198814304411	0.6977979999999997	0.23809523809523808	0.8333333333333334	0.37037037037037035	5.0	1.0	16.0	6.0	0.22727272727272727	1.1003517239865028	0.6141179901008522	0.4973982390711785
