tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
LSHVd	marmgCAMI2_short_read_sample_0	0.08161955443209391	0.8483518930153554	0.36095545545861735	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.18047772772930867	0.08161955443209391	0.8483518930153554	0.36095545545861735	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.18047772772930867
LSHVd	marmgCAMI2_short_read_sample_1	0.0763945056771698	0.7878954776183916	0.31431828650984195	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.15715914325492097	0.0763945056771698	0.7878954776183916	0.31431828650984195	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.15715914325492097
LSHVd	marmgCAMI2_short_read_sample_2	0.07808649174129786	0.91091557720666	0.31057515317353457	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.15528757658676728	0.07808649174129786	0.91091557720666	0.31057515317353457	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.15528757658676728
LSHVd	marmgCAMI2_short_read_sample_3	0.07471612804887871	0.780509597772151	0.29049687296783033	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.14524843648391514	0.07471612804887871	0.780509597772151	0.29049687296783033	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.14524843648391514
LSHVd	marmgCAMI2_short_read_sample_4	0.07339851055417151	0.7207692906808909	0.32440161672418033	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.1622008083620902	0.07339851055417151	0.7207692906808909	0.32440161672418033	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.1622008083620902
LSHVd	marmgCAMI2_short_read_sample_5	0.07001644543748524	0.6296908871091175	0.27350464763547305	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.13675232381773653	0.07001644543748524	0.6296908871091175	0.27350464763547305	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.13675232381773653
LSHVd	marmgCAMI2_short_read_sample_6	0.07296487838914169	0.8451290526216078	0.28890711406879743	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.14445355703439872	0.07296487838914169	0.8451290526216078	0.28890711406879743	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.14445355703439872
LSHVd	marmgCAMI2_short_read_sample_7	0.07633909569076854	0.8682422867033658	0.32454956742598623	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.16227478371299311	0.07633909569076854	0.8682422867033658	0.32454956742598623	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.16227478371299311
LSHVd	marmgCAMI2_short_read_sample_8	0.07730025683176538	0.8787753351789336	0.30390676760326285	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.15195338380163143	0.07730025683176538	0.8787753351789336	0.30390676760326285	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.15195338380163143
LSHVd	marmgCAMI2_short_read_sample_9	0.07073703391398661	0.8808513187980015	0.22130845621426423	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.11065422810713212	0.07073703391398661	0.8808513187980015	0.22130845621426423	0.3333333333333333	1.0	0.5	1.0	0.0	2.0	1.0	0.3333333333333333	0.0	0.0	0.11065422810713212
