tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
LSHVd	marmgCAMI2_short_read_sample_0	0.08161955443209391	0.8483518930153554	0.7514214562860013	0.48	0.6	0.5333333333333332	12.0	8.0	13.0	20.0	0.36363636363636365	2.228816610899006	0.7439972625640697	0.37740397897761246	0.08161955443209391	0.8483518930153554	0.7592053840179476	0.52	0.5652173913043478	0.5416666666666667	13.0	10.0	12.0	23.0	0.37142857142857144	2.2809511858739615	0.7274614554497084	0.3796026920089738
LSHVd	marmgCAMI2_short_read_sample_1	0.0763945056771698	0.7878954776183916	0.5362686257494493	0.45161290322580644	0.7	0.5490196078431372	14.0	6.0	17.0	20.0	0.3783783783783784	2.0332582036428857	0.6787182625070588	0.26938794395939797	0.0763945056771698	0.7878954776183916	0.5448418959867071	0.4838709677419355	0.625	0.5454545454545454	15.0	9.0	16.0	24.0	0.375	2.0896308913174204	0.657519036135596	0.27242094799335353
LSHVd	marmgCAMI2_short_read_sample_2	0.07808649174129786	0.91091557720666	0.6600320851063962	0.42857142857142855	0.6666666666666666	0.5217391304347826	12.0	6.0	16.0	18.0	0.35294117647058826	2.1559747983900595	0.7459160893404744	0.33066533758306893	0.07808649174129786	0.91091557720666	0.6561048816407016	0.4642857142857143	0.6842105263157895	0.5531914893617021	13.0	6.0	15.0	19.0	0.38235294117647056	2.1777308289043233	0.7396080694193333	0.32805244082035095
LSHVd	marmgCAMI2_short_read_sample_3	0.07471612804887871	0.780509597772151	0.4976413832687737	0.4838709677419355	0.75	0.5882352941176471	15.0	5.0	16.0	20.0	0.4166666666666667	2.172445886148466	0.7251802523631999	0.24972288072781323	0.07471612804887871	0.780509597772151	0.5048669053418573	0.4838709677419355	0.6818181818181818	0.5660377358490567	15.0	7.0	16.0	22.0	0.39473684210526316	2.212941121917881	0.7159206498485949	0.2524334526709287
LSHVd	marmgCAMI2_short_read_sample_4	0.07339851055417151	0.7207692906808909	0.446919123067606	0.48148148148148145	0.7222222222222222	0.5777777777777777	13.0	5.0	14.0	18.0	0.40625	2.05523969548454	0.7110641355631366	0.22418187349875232	0.07339851055417151	0.7207692906808909	0.45228252278061304	0.5185185185185185	0.7	0.5957446808510639	14.0	6.0	13.0	20.0	0.42424242424242425	2.0922130839277413	0.6983978850171553	0.22614126139030646
LSHVd	marmgCAMI2_short_read_sample_5	0.07001644543748524	0.6296908871091175	0.35888548905437995	0.4482758620689655	0.6190476190476191	0.52	13.0	8.0	16.0	21.0	0.35135135135135137	2.114197224824376	0.6944265539410153	0.18020924631370797	0.07001644543748524	0.6296908871091175	0.3618303717252441	0.5172413793103449	0.5555555555555556	0.5357142857142857	15.0	12.0	14.0	27.0	0.36585365853658536	2.1699521391846477	0.6583918523295617	0.1809151858626221
LSHVd	marmgCAMI2_short_read_sample_6	0.07296487838914169	0.8451290526216078	0.3988687760884372	0.36666666666666664	0.6875	0.47826086956521735	11.0	5.0	19.0	16.0	0.3142857142857143	1.8702555725874568	0.6745521099417182	0.2003706652874219	0.07296487838914169	0.8451290526216078	0.4022676495635896	0.4	0.6666666666666666	0.5	12.0	6.0	18.0	18.0	0.3333333333333333	1.9202417632579847	0.6643580563683907	0.20113382478179484
LSHVd	marmgCAMI2_short_read_sample_7	0.07633909569076854	0.8682422867033658	0.5290045922779908	0.42857142857142855	0.6666666666666666	0.5217391304347826	12.0	6.0	16.0	18.0	0.35294117647058826	2.0336167706203323	0.7035831169692011	0.2651271853533821	0.07633909569076854	0.8682422867033658	0.5337184748891133	0.42857142857142855	0.631578947368421	0.5106382978723404	12.0	7.0	16.0	19.0	0.34285714285714286	2.058870187018527	0.6992402293225264	0.2668592374445568
LSHVd	marmgCAMI2_short_read_sample_8	0.07730025683176538	0.8787753351789336	0.6244435650178667	0.4	0.7058823529411765	0.5106382978723405	12.0	5.0	18.0	17.0	0.34285714285714286	1.959521505457112	0.6916251151957837	0.31296652249409423	0.07730025683176538	0.8787753351789336	0.6196843340354217	0.43333333333333335	0.7222222222222222	0.5416666666666666	13.0	5.0	17.0	18.0	0.37142857142857144	1.9849722983124318	0.6867532845523123	0.3098421670177107
LSHVd	marmgCAMI2_short_read_sample_9	0.07073703391398661	0.8808513187980015	0.42579526169842297	0.3793103448275862	0.7333333333333333	0.5	11.0	4.0	18.0	15.0	0.3333333333333333	1.9484356525691326	0.7194976118892091	0.21336495960709445	0.07073703391398661	0.8808513187980015	0.42955128231272083	0.41379310344827586	0.75	0.5333333333333333	12.0	4.0	17.0	16.0	0.36363636363636365	1.9722246182280425	0.7113296690591815	0.21477564115636041
