tool	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance	Weighted UniFrac error (unfiltered)	Unweighted UniFrac error (unfiltered)	L1 norm error (unfiltered)	Completeness (unfiltered)	Purity (unfiltered)	F1 score (unfiltered)	True positives (unfiltered)	False positives (unfiltered)	False negatives (unfiltered)	Taxon counts (unfiltered)	Jaccard index (unfiltered)	Shannon diversity (unfiltered)	Shannon equitability (unfiltered)	Bray-Curtis distance (unfiltered)
LSHVd	marmgCAMI2_short_read_sample_0	0.08161955443209391	0.8483518930153554	1.0659675290471482	0.373134328358209	0.6097560975609756	0.4629629629629629	25.0	16.0	42.0	41.0	0.30120481927710846	3.182322765357015	0.8569438557257455	0.5352684939038507	0.08161955443209391	0.8483518930153554	1.0691392860265687	0.40298507462686567	0.6136363636363636	0.4864864864864865	27.0	17.0	40.0	44.0	0.32142857142857145	3.232364509945982	0.8541761440742326	0.5345696430132842
LSHVd	marmgCAMI2_short_read_sample_1	0.0763945056771698	0.7878954776183916	0.8467328584816446	0.4722222222222222	0.6938775510204082	0.5619834710743802	34.0	15.0	38.0	49.0	0.39080459770114945	3.251141520691687	0.8353781191464643	0.42510954740398965	0.0763945056771698	0.7878954776183916	0.8520098335390435	0.4861111111111111	0.660377358490566	0.56	35.0	18.0	37.0	53.0	0.3888888888888889	3.3019015354057575	0.8316520818368813	0.42600491676952185
LSHVd	marmgCAMI2_short_read_sample_2	0.07808649174129786	0.91091557720666	0.9703926836019053	0.36764705882352944	0.6944444444444444	0.48076923076923084	25.0	11.0	43.0	36.0	0.31645569620253167	3.1077828975649955	0.8672433300726252	0.4871267638482991	0.07808649174129786	0.91091557720666	0.9704640249176302	0.38235294117647056	0.6842105263157895	0.49056603773584906	26.0	12.0	42.0	38.0	0.325	3.15161819177203	0.8664037230692263	0.4852320124588151
LSHVd	marmgCAMI2_short_read_sample_3	0.07471612804887871	0.780509597772151	0.8690332432372492	0.44594594594594594	0.7021276595744681	0.5454545454545454	33.0	14.0	41.0	47.0	0.375	3.2863973511748825	0.853576977078805	0.43617223072242545	0.07471612804887871	0.780509597772151	0.8708890178203105	0.47297297297297297	0.7	0.5645161290322581	35.0	15.0	39.0	50.0	0.39325842696629215	3.3317735506429376	0.8516753470058636	0.4354445089101553
LSHVd	marmgCAMI2_short_read_sample_4	0.07339851055417151	0.7207692906808909	0.7741840043320898	0.453125	0.6590909090909091	0.537037037037037	29.0	15.0	35.0	44.0	0.3670886075949367	3.1915995207748367	0.8434036952503781	0.3885617249834877	0.07339851055417151	0.7207692906808909	0.7742911067173669	0.484375	0.6595744680851063	0.5585585585585585	31.0	16.0	33.0	47.0	0.3875	3.2368489509310194	0.8407077561113138	0.38714555335868367
LSHVd	marmgCAMI2_short_read_sample_5	0.07001644543748524	0.6296908871091175	0.7437169499191222	0.5303030303030303	0.625	0.5737704918032787	35.0	21.0	31.0	56.0	0.40229885057471265	3.286224257982258	0.8163818991383819	0.3736001476858195	0.07001644543748524	0.6296908871091175	0.750312203597002	0.5454545454545454	0.5714285714285714	0.5581395348837208	36.0	27.0	30.0	63.0	0.3870967741935484	3.347940267626678	0.8080693698663692	0.3751561017985009
LSHVd	marmgCAMI2_short_read_sample_6	0.07296487838914169	0.8451290526216078	0.7756829167118543	0.4142857142857143	0.7631578947368421	0.5370370370370371	29.0	9.0	41.0	38.0	0.3670886075949367	3.0736098599380806	0.8449586415210226	0.38907477395012396	0.07296487838914169	0.8451290526216078	0.7796225502893211	0.42857142857142855	0.75	0.5454545454545454	30.0	10.0	40.0	40.0	0.375	3.1100755898906227	0.843094936708269	0.3898112751446608
LSHVd	marmgCAMI2_short_read_sample_7	0.07633909569076854	0.8682422867033658	0.8492975830881734	0.42424242424242425	0.7368421052631579	0.5384615384615385	28.0	10.0	38.0	38.0	0.3684210526315789	3.104164603833113	0.8533583721537483	0.42626017714932923	0.07633909569076854	0.8682422867033658	0.8491498046699685	0.4393939393939394	0.725	0.5471698113207547	29.0	11.0	37.0	40.0	0.37662337662337664	3.1463356993538714	0.8529245095946397	0.4245749023349844
LSHVd	marmgCAMI2_short_read_sample_8	0.07730025683176538	0.8787753351789336	0.8846816636604043	0.3194444444444444	0.71875	0.4423076923076923	23.0	9.0	49.0	32.0	0.2839506172839506	2.945583654278778	0.8499157861103167	0.4445099657260436	0.07730025683176538	0.8787753351789336	0.8749219999268897	0.3472222222222222	0.7352941176470589	0.4716981132075472	25.0	9.0	47.0	34.0	0.30864197530864196	2.997527894049551	0.8500344400763807	0.43746099996344484
LSHVd	marmgCAMI2_short_read_sample_9	0.07073703391398661	0.8808513187980015	0.8162988890920542	0.3387096774193548	0.65625	0.44680851063829785	21.0	11.0	41.0	32.0	0.2876712328767123	2.9011166431576303	0.83708531882479	0.4098392254446909	0.07073703391398661	0.8808513187980015	0.8161975102597328	0.3709677419354839	0.6764705882352942	0.47916666666666674	23.0	11.0	39.0	34.0	0.3150684931506849	2.946381072266913	0.8355303014820419	0.4080987551298664
