rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	marmgCAMI2_short_read_sample_9	0.05651038819713258	0.2870033775640132	0.06008546494131816	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3037289991617166	0.43818832086477666	0.03004273247065908
superkingdom	marmgCAMI2_short_read_sample_0	0.05651038819713258	0.2870033775640132	0.083422304489832	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.42382311732652933	0.6114475095810852	0.04171115224491601
superkingdom	marmgCAMI2_short_read_sample_1	0.05651038819713258	0.2870033775640132	0.08542231212058045	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3773066007535482	0.544338361801816	0.042711156060290224
superkingdom	marmgCAMI2_short_read_sample_2	0.05651038819713258	0.2870033775640132	0.06185099348340023	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3985967004921551	0.5750534831147357	0.030925496741700115
superkingdom	marmgCAMI2_short_read_sample_3	0.05651038819713258	0.2870033775640132	0.06433898794948557	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.38348136038992536	0.5532466569078986	0.03216949397474279
superkingdom	marmgCAMI2_short_read_sample_8	0.05651038819713258	0.2870033775640132	0.0712113477642257	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.38175867305782196	0.5507613444368709	0.03560567388211285
superkingdom	marmgCAMI2_short_read_sample_5	0.05651038819713258	0.2870033775640132	0.09634076677777802	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3288809573353538	0.47447492619052967	0.048170383388889015
superkingdom	marmgCAMI2_short_read_sample_6	0.05651038819713258	0.2870033775640132	0.07322148280063737	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.36883926008299434	0.5321225714068906	0.03661074140031868
superkingdom	marmgCAMI2_short_read_sample_7	0.05651038819713258	0.2870033775640132	0.08036616662698094	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.39651058185340726	0.5720438500999081	0.040183083313490464
superkingdom	marmgCAMI2_short_read_sample_4	0.05651038819713258	0.2870033775640132	0.1630347134922346	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3174211375788775	0.45794190105838	0.08151735674611729
phylum	marmgCAMI2_short_read_sample_0	0.05651038819713258	0.2870033775640132	0.023063784176518363	0.9411764705882353	1.0	0.9696969696969697	16.0	0.0	1.0	16.0	0.9411764705882353	1.2768557488722616	0.4605283642071439	0.011531892088259178
phylum	marmgCAMI2_short_read_sample_8	0.05651038819713258	0.2870033775640132	0.026238661228352802	0.9565217391304348	1.0	0.9777777777777777	22.0	0.0	1.0	22.0	0.9565217391304348	1.240563694516242	0.40134152579121335	0.0131193306141764
phylum	marmgCAMI2_short_read_sample_7	0.05651038819713258	0.2870033775640132	0.041288671177514676	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.266927871623426	0.4302781890158541	0.020644335588757334
phylum	marmgCAMI2_short_read_sample_6	0.05651038819713258	0.2870033775640132	0.03731571346862718	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3297640797288917	0.4367726324668634	0.01865785673431359
phylum	marmgCAMI2_short_read_sample_5	0.05651038819713258	0.2870033775640132	0.07741761348367394	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.2660822430684222	0.42999099387919576	0.038708806741836986
phylum	marmgCAMI2_short_read_sample_4	0.05651038819713258	0.2870033775640132	0.04595240163920705	1.0	1.0	1.0	18.0	0.0	0.0	18.0	1.0	1.2622033425043477	0.4366923870800193	0.022976200819603516
phylum	marmgCAMI2_short_read_sample_3	0.05651038819713258	0.2870033775640132	0.030614603345442998	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.353102242400738	0.44443825594287156	0.015307301672721495
phylum	marmgCAMI2_short_read_sample_2	0.05651038819713258	0.2870033775640132	0.02246432748946346	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3178855126098605	0.43287101329275296	0.011232163744731728
phylum	marmgCAMI2_short_read_sample_1	0.05651038819713258	0.2870033775640132	0.022810724975147908	0.9523809523809523	1.0	0.975609756097561	20.0	0.0	1.0	20.0	0.9523809523809523	1.3451138845190351	0.4490100455216105	0.011405362487573957
