rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	marmgCAMI2_short_read_sample_9	0.0803190220096978	0.40808927289254543	0.6076067511383711	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.30668897775716963	0.44245866730557426	0.4298905391341235
superkingdom	marmgCAMI2_short_read_sample_0	0.0803190220096978	0.40808927289254543	0.7092561092648961	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.4247805452323377	0.6128287860728037	0.5389442712268192
superkingdom	marmgCAMI2_short_read_sample_1	0.0803190220096978	0.40808927289254543	0.643918723445397	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.37856309287728845	0.5461510967576522	0.4639522413039601
superkingdom	marmgCAMI2_short_read_sample_2	0.0803190220096978	0.40808927289254543	0.6770563567600771	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.40017815835307213	0.5773350445280555	0.5039240120188243
superkingdom	marmgCAMI2_short_read_sample_3	0.0803190220096978	0.40808927289254543	0.6496824980408179	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3841462925234411	0.5542059511994496	0.4731865269437543
superkingdom	marmgCAMI2_short_read_sample_8	0.0803190220096978	0.40808927289254543	0.657456845631571	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.38357291884522837	0.5533787478373158	0.4806677880532902
superkingdom	marmgCAMI2_short_read_sample_5	0.0803190220096978	0.40808927289254543	0.5860081828597486	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3307233367013748	0.4771329177653244	0.4025367081278231
superkingdom	marmgCAMI2_short_read_sample_6	0.0803190220096978	0.40808927289254543	0.602363599541627	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3710358142898107	0.5352915292681083	0.42281942114561505
superkingdom	marmgCAMI2_short_read_sample_7	0.0803190220096978	0.40808927289254543	0.6518723154370484	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3980585365227974	0.5742770766249581	0.4732504204597038
superkingdom	marmgCAMI2_short_read_sample_4	0.0803190220096978	0.40808927289254543	0.6644830302258267	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3193912608220067	0.46078418809118254	0.47529919998878095
phylum	marmgCAMI2_short_read_sample_0	0.0803190220096978	0.40808927289254543	0.6969226283824629	0.9411764705882353	1.0	0.9696969696969697	16.0	0.0	1.0	16.0	0.9411764705882353	1.2754363424045296	0.46001642153914324	0.5352196043232822
phylum	marmgCAMI2_short_read_sample_8	0.0803190220096978	0.40808927289254543	0.6444783045277106	0.9565217391304348	1.0	0.9777777777777777	22.0	0.0	1.0	22.0	0.9565217391304348	1.2389796651004263	0.40082906779695493	0.4759176472829306
phylum	marmgCAMI2_short_read_sample_7	0.0803190220096978	0.40808927289254543	0.6371031042497549	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.2665643389316514	0.43015472485363276	0.46775889826898787
phylum	marmgCAMI2_short_read_sample_6	0.0803190220096978	0.40808927289254543	0.5869325995416266	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.33019134599535	0.43691297180585603	0.41655655374953543
phylum	marmgCAMI2_short_read_sample_5	0.0803190220096978	0.40808927289254543	0.5637621628014734	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.2669180707462748	0.43027486040988855	0.39331397940047186
phylum	marmgCAMI2_short_read_sample_4	0.0803190220096978	0.40808927289254543	0.6313412561978937	1.0	1.0	1.0	18.0	0.0	0.0	18.0	1.0	1.2627350748756339	0.43687635385516976	0.46255791685308906
phylum	marmgCAMI2_short_read_sample_3	0.0803190220096978	0.40808927289254543	0.6379134636069608	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3494999815970334	0.44325506190262726	0.46889836254478556
phylum	marmgCAMI2_short_read_sample_2	0.0803190220096978	0.40808927289254543	0.6664077856338969	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3167488792876842	0.43249767614532625	0.5000622015009809
phylum	marmgCAMI2_short_read_sample_1	0.0803190220096978	0.40808927289254543	0.6286144856480823	0.9523809523809523	1.0	0.975609756097561	20.0	0.0	1.0	20.0	0.9523809523809523	1.3452677389051044	0.44906140337739336	0.45858009937345084
phylum	marmgCAMI2_short_read_sample_9	0.0803190220096978	0.40808927289254543	0.5958557511383719	0.9523809523809523	1.0	0.975609756097561	20.0	0.0	1.0	20.0	0.9523809523809523	1.2714117108069025	0.42440765552742854	0.42533182265021674
class	marmgCAMI2_short_read_sample_0	0.0803190220096978	0.40808927289254543	0.6678916722117356	1.0	0.9615384615384616	0.9803921568627451	25.0	1.0	0.0	26.0	0.9615384615384616	1.7688997834818316	0.5429243003818472	0.5344049680372581
class	marmgCAMI2_short_read_sample_9	0.0803190220096978	0.40808927289254543	0.5701909168521204	1.0	0.9666666666666667	0.983050847457627	29.0	1.0	0.0	30.0	0.9666666666666667	1.875747512092393	0.5514962237139324	0.42388179301200435
class	marmgCAMI2_short_read_sample_1	0.0803190220096978	0.40808927289254543	0.5979569882266691	1.0	0.9393939393939394	0.96875	31.0	2.0	0.0	33.0	0.9393939393939394	1.9060492611271058	0.5451294549260703	0.457706902314957
class	marmgCAMI2_short_read_sample_2	0.0803190220096978	0.40808927289254543	0.6410400736569177	1.0	0.9333333333333333	0.9655172413793104	28.0	2.0	0.0	30.0	0.9333333333333333	1.8883674949475022	0.5552066766629882	0.4993394773520545
class	marmgCAMI2_short_read_sample_3	0.0803190220096978	0.40808927289254543	0.6118977429199864	1.0	0.9393939393939394	0.96875	31.0	2.0	0.0	33.0	0.9393939393939394	2.007614642838786	0.5741771203253931	0.468549752189812
class	marmgCAMI2_short_read_sample_4	0.0803190220096978	0.40808927289254543	0.610332892661788	1.0	0.9642857142857143	0.9818181818181818	27.0	1.0	0.0	28.0	0.9642857142857143	1.9728740234456483	0.5920627072622012	0.46200208942075055
class	marmgCAMI2_short_read_sample_5	0.0803190220096978	0.40808927289254543	0.5367248134953219	1.0	0.9354838709677419	0.9666666666666666	29.0	2.0	0.0	31.0	0.9354838709677419	1.9248803569118318	0.5605380108573895	0.3935726681687774
class	marmgCAMI2_short_read_sample_6	0.0803190220096978	0.40808927289254543	0.5508255979285382	1.0	0.9375	0.967741935483871	30.0	2.0	0.0	32.0	0.9375	1.8693458653965245	0.5393792019427707	0.4152793994717524
class	marmgCAMI2_short_read_sample_7	0.0803190220096978	0.40808927289254543	0.6045894810185056	1.0	0.9655172413793104	0.9824561403508771	28.0	1.0	0.0	29.0	0.9655172413793104	1.8071173352822283	0.5366672328547644	0.46694614145396174
