rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	marmgCAMI2_short_read_sample_9	0.08536800252179626	1.280130816359265	0.609583	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.29800133989489597	0.4299250552446328	0.4306865671641791
superkingdom	marmgCAMI2_short_read_sample_0	0.08536800252179626	1.280130816359265	0.709828	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.4185730180959004	0.6038732174568819	0.539144542459186
superkingdom	marmgCAMI2_short_read_sample_1	0.08536800252179626	1.280130816359265	0.644607	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3705290098272291	0.5345603649832414	0.4642179424119627
superkingdom	marmgCAMI2_short_read_sample_2	0.08536800252179626	1.280130816359265	0.677379	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.39096386804476846	0.5640416335949545	0.5040431106391813
superkingdom	marmgCAMI2_short_read_sample_3	0.08536800252179626	1.280130816359265	0.6503649999999999	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3787639196247699	0.5464408285103215	0.473448270590539
superkingdom	marmgCAMI2_short_read_sample_8	0.08536800252179626	1.280130816359265	0.657942	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.373953810108958	0.5395013073657269	0.48085192840082913
superkingdom	marmgCAMI2_short_read_sample_5	0.08536800252179626	1.280130816359265	0.587119	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.32440244699790555	0.46801380153612315	0.4029922458591845
superkingdom	marmgCAMI2_short_read_sample_6	0.08536800252179626	1.280130816359265	0.604488	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3625391088370598	0.5230333744475304	0.42367882474978275
superkingdom	marmgCAMI2_short_read_sample_7	0.08536800252179626	1.280130816359265	0.652406	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3932799413977852	0.5673830211356868	0.47345442934171283
superkingdom	marmgCAMI2_short_read_sample_4	0.08536800252179626	1.280130816359265	0.665778	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3141810763154886	0.45326748074151235	0.4757847706681645
phylum	marmgCAMI2_short_read_sample_0	0.08536800252179626	1.280130816359265	0.697917	0.9411764705882353	1.0	0.9696969696969697	16.0	0.0	1.0	16.0	0.9411764705882353	1.2726808071571618	0.45902257228005017	0.5355742645145992
phylum	marmgCAMI2_short_read_sample_8	0.08536800252179626	1.280130816359265	0.6454699999999999	0.9565217391304348	1.0	0.9777777777777777	22.0	0.0	1.0	22.0	0.9565217391304348	1.2372606602453557	0.400272943162302	0.47630116324717436
phylum	marmgCAMI2_short_read_sample_7	0.08536800252179626	1.280130816359265	0.637855	0.95	0.95	0.9500000000000001	19.0	1.0	1.0	20.0	0.9047619047619048	1.27501218836369	0.4256095244623037	0.4680525541446377
phylum	marmgCAMI2_short_read_sample_6	0.08536800252179626	1.280130816359265	0.5890570000000005	0.9545454545454546	0.9545454545454546	0.9545454545454546	21.0	1.0	1.0	22.0	0.9130434782608695	1.3346112537487371	0.4317673645338406	0.4174349016926095
phylum	marmgCAMI2_short_read_sample_5	0.08536800252179626	1.280130816359265	0.565284	0.95	0.95	0.9500000000000001	19.0	1.0	1.0	20.0	0.9047619047619048	1.2758374673168176	0.42588500934471896	0.3939574293706956
phylum	marmgCAMI2_short_read_sample_4	0.08536800252179626	1.280130816359265	0.6332249999999999	1.0	1.0	1.0	18.0	0.0	0.0	18.0	1.0	1.273560848016107	0.4406218143174436	0.4632986409613873
phylum	marmgCAMI2_short_read_sample_3	0.08536800252179626	1.280130816359265	0.639121	0.9545454545454546	0.9545454545454546	0.9545454545454546	21.0	1.0	1.0	22.0	0.9130434782608695	1.3609669342663895	0.44029383445955056	0.4693693501823879
