rank	sample	Weighted UniFrac error	Unweighted UniFrac error	L1 norm error	Completeness	Purity	F1 score	True positives	False positives	False negatives	Taxon counts	Jaccard index	Shannon diversity	Shannon equitability	Bray-Curtis distance
superkingdom	marmgCAMI2_short_read_sample_9	0.08504795757842036	0.25682099857305796	0.6076067511383708	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3066889777571699	0.44245866730557465	0.4298905391341234
superkingdom	marmgCAMI2_short_read_sample_0	0.08504795757842036	0.25682099857305796	0.7092561092648952	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.4247805452323382	0.6128287860728043	0.5389442712268189
superkingdom	marmgCAMI2_short_read_sample_1	0.08504795757842036	0.25682099857305796	0.6439187234453976	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.37856309287728834	0.5461510967576519	0.46395224130396034
superkingdom	marmgCAMI2_short_read_sample_2	0.08504795757842036	0.25682099857305796	0.6770563567600765	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.4001781583530727	0.5773350445280563	0.5039240120188241
superkingdom	marmgCAMI2_short_read_sample_3	0.08504795757842036	0.25682099857305796	0.6496824980408179	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.384146292523441	0.5542059511994495	0.4731865269437543
superkingdom	marmgCAMI2_short_read_sample_8	0.08504795757842036	0.25682099857305796	0.657456845631572	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3835729188452275	0.5533787478373146	0.4806677880532906
superkingdom	marmgCAMI2_short_read_sample_5	0.08504795757842036	0.25682099857305796	0.586008182859748	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.3307233367013753	0.4771329177653251	0.4025367081278229
superkingdom	marmgCAMI2_short_read_sample_6	0.08504795757842036	0.25682099857305796	0.6023635995416259	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.37103581428981147	0.5352915292681094	0.42281942114561466
superkingdom	marmgCAMI2_short_read_sample_7	0.08504795757842036	0.25682099857305796	0.6518723154370485	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.39805853652279743	0.5742770766249582	0.4732504204597039
superkingdom	marmgCAMI2_short_read_sample_4	0.08504795757842036	0.25682099857305796	0.6644830302258271	0.6666666666666666	1.0	0.8	2.0	0.0	1.0	2.0	0.6666666666666666	0.31939126082200636	0.46078418809118205	0.47529919998878106
phylum	marmgCAMI2_short_read_sample_0	0.08504795757842036	0.25682099857305796	0.6973451092648952	0.9411764705882353	1.0	0.9696969696969697	16.0	0.0	1.0	16.0	0.9411764705882353	1.2757401377060873	0.4601259925328939	0.5353703557474004
phylum	marmgCAMI2_short_read_sample_8	0.08504795757842036	0.25682099857305796	0.6449848456315712	0.9565217391304348	1.0	0.9777777777777777	22.0	0.0	1.0	22.0	0.9565217391304348	1.2395586527629288	0.40101637925295686	0.47611361084034987
phylum	marmgCAMI2_short_read_sample_7	0.08504795757842036	0.25682099857305796	0.6373213154370488	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.2667588639863916	0.4302207900891892	0.4678441549036626
phylum	marmgCAMI2_short_read_sample_6	0.08504795757842036	0.25682099857305796	0.586932599541626	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3301913459953492	0.43691297180585575	0.4165565537495352
phylum	marmgCAMI2_short_read_sample_5	0.08504795757842036	0.25682099857305796	0.5641731828597482	0.95	1.0	0.9743589743589743	19.0	0.0	1.0	19.0	0.95	1.267298536616572	0.4304040754736033	0.39348789796631284
phylum	marmgCAMI2_short_read_sample_4	0.08504795757842036	0.25682099857305796	0.6319300302258263	1.0	1.0	1.0	18.0	0.0	0.0	18.0	1.0	1.2631734488668123	0.43702802084747994	0.4627896536292194
phylum	marmgCAMI2_short_read_sample_3	0.08504795757842036	0.25682099857305796	0.6384384980408179	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3499657885122596	0.44340806025450485	0.46910324973272993
phylum	marmgCAMI2_short_read_sample_2	0.08504795757842036	0.25682099857305796	0.6666933567600765	0.9545454545454546	1.0	0.9767441860465117	21.0	0.0	1.0	21.0	0.9545454545454546	1.3169903096328386	0.43257697605199236	0.5001693093208861
phylum	marmgCAMI2_short_read_sample_1	0.08504795757842036	0.25682099857305796	0.6290047234453973	0.9523809523809523	1.0	0.975609756097561	20.0	0.0	1.0	20.0	0.9523809523809523	1.3455821900965705	0.4491663697638232	0.45873418805801475
phylum	marmgCAMI2_short_read_sample_9	0.08504795757842036	0.25682099857305796	0.5958557511383713	0.9523809523809523	1.0	0.975609756097561	20.0	0.0	1.0	20.0	0.9523809523809523	1.271411710806903	0.4244076555274287	0.4253318226502166
class	marmgCAMI2_short_read_sample_0	0.08504795757842036	0.25682099857305796	0.6684908360183062	1.0	0.9615384615384616	0.9803921568627451	25.0	1.0	0.0	26.0	0.9615384615384616	1.770014262411684	0.5432663648102171	0.5346280735033796
class	marmgCAMI2_short_read_sample_9	0.08504795757842036	0.25682099857305796	0.5702888681845866	1.0	0.9666666666666667	0.983050847457627	29.0	1.0	0.0	30.0	0.9666666666666667	1.8759124386806478	0.5515447144569701	0.4239237413533784
class	marmgCAMI2_short_read_sample_1	0.08504795757842036	0.25682099857305796	0.5983472260239843	1.0	0.9393939393939394	0.96875	31.0	2.0	0.0	33.0	0.9393939393939394	1.9068314632384105	0.5453531644698234	0.45786884122671656
class	marmgCAMI2_short_read_sample_2	0.08504795757842036	0.25682099857305796	0.6413256447830972	1.0	0.9333333333333333	0.9655172413793104	28.0	2.0	0.0	30.0	0.9333333333333333	1.8889045666437159	0.5553645833164241	0.4994508226210818
class	marmgCAMI2_short_read_sample_3	0.08504795757842036	0.25682099857305796	0.6124227773538438	1.0	0.9393939393939394	0.96875	31.0	2.0	0.0	33.0	0.9393939393939394	2.0086531016939793	0.5744741192126935	0.4687633283112805
class	marmgCAMI2_short_read_sample_4	0.08504795757842036	0.25682099857305796	0.6111086775752532	1.0	0.9642857142857143	0.9818181818181818	27.0	1.0	0.0	28.0	0.9642857142857143	1.9743768940253594	0.5925137211705979	0.46231783997419174
class	marmgCAMI2_short_read_sample_5	0.08504795757842036	0.25682099857305796	0.5371358335535968	1.0	0.9354838709677419	0.9666666666666666	29.0	2.0	0.0	31.0	0.9354838709677419	1.9258049283005434	0.5608072522184243	0.3937553873607653
class	marmgCAMI2_short_read_sample_6	0.08504795757842036	0.25682099857305796	0.5509681423225481	1.0	0.9375	0.967741935483871	30.0	2.0	0.0	32.0	0.9375	1.8696799786636578	0.5394756066534884	0.4153422310748138
class	marmgCAMI2_short_read_sample_7	0.08504795757842036	0.25682099857305796	0.6048076922057998	1.0	0.9655172413793104	0.9824561403508771	28.0	1.0	0.0	29.0	0.9655172413793104	1.8075579111679583	0.5367980725278951	0.46703596312313916
class	marmgCAMI2_short_read_sample_8	0.08504795757842036	0.25682099857305796	0.618316817149399	1.0	0.9375	0.967741935483871	30.0	2.0	0.0	32.0	0.9375	1.749290869804348	0.5047386525878148	0.47499883155112177
order	marmgCAMI2_short_read_sample_8	0.08504795757842036	0.25682099857305796	0.6272199091291546	0.9861111111111112	0.9594594594594594	0.9726027397260274	71.0	3.0	1.0	74.0	0.9466666666666667	2.9307994474926033	0.6809375285982869	0.4764197589582758
order	marmgCAMI2_short_read_sample_7	0.08504795757842036	0.25682099857305796	0.6195982481693667	0.9848484848484849	0.9701492537313433	0.9774436090225564	65.0	2.0	1.0	67.0	0.9558823529411765	3.006817482269416	0.7151099389293627	0.46840107524419405
order	marmgCAMI2_short_read_sample_6	0.08504795757842036	0.25682099857305796	0.5738942585856658	0.9857142857142858	0.9583333333333334	0.971830985915493	69.0	3.0	1.0	72.0	0.9452054794520548	3.0796033545093584	0.7200944073740064	0.41842621609258124
order	marmgCAMI2_short_read_sample_4	0.08504795757842036	0.25682099857305796	0.6060330755455204	0.984375	0.984375	0.984375	63.0	1.0	1.0	64.0	0.9692307692307692	3.039608027480699	0.7308712379154482	0.4628054105437857
order	marmgCAMI2_short_read_sample_9	0.08504795757842036	0.25682099857305796	0.5860147331804183	0.9838709677419355	0.9682539682539683	0.976	61.0	2.0	1.0	63.0	0.953125	3.0536689709430207	0.737043126184462	0.42829098896638185
order	marmgCAMI2_short_read_sample_2	0.08504795757842036	0.25682099857305796	0.6359788491185082	1.0	0.9855072463768116	0.9927007299270074	68.0	1.0	0.0	69.0	0.9855072463768116	2.959871265993276	0.6990545142828932	0.5003464971921717
order	marmgCAMI2_short_read_sample_1	0.08504795757842036	0.25682099857305796	0.6038230701835209	0.9861111111111112	0.9594594594594594	0.9726027397260274	71.0	3.0	1.0	74.0	0.9466666666666667	3.113550452871403	0.7233976218871527	0.4596728499025664
order	marmgCAMI2_short_read_sample_0	0.08504795757842036	0.25682099857305796	0.6706305017786997	1.0	0.9852941176470589	0.9925925925925926	67.0	1.0	0.0	68.0	0.9852941176470589	2.842566432377715	0.6736725303026971	0.5365299394846186
order	marmgCAMI2_short_read_sample_3	0.08504795757842036	0.25682099857305796	0.6055144285819605	0.972972972972973	0.96	0.9664429530201343	72.0	3.0	2.0	75.0	0.935064935064935	3.117855839996859	0.7221457843095548	0.4689706182596166
order	marmgCAMI2_short_read_sample_5	0.08504795757842036	0.25682099857305796	0.566143813430623	0.9696969696969697	0.9552238805970149	0.9624060150375939	64.0	3.0	2.0	67.0	0.927536231884058	3.0390804093221444	0.7227830151737332	0.40781608552189896
family	marmgCAMI2_short_read_sample_0	0.08504795757842036	0.25682099857305796	0.6781769409273923	0.963302752293578	0.9459459459459459	0.9545454545454546	105.0	6.0	4.0	111.0	0.9130434782608695	3.2434263208034504	0.6886942395867116	0.5456035053983872
family	marmgCAMI2_short_read_sample_9	0.08504795757842036	0.25682099857305796	0.5922853561750852	0.9795918367346939	0.9320388349514563	0.9552238805970149	96.0	7.0	2.0	103.0	0.9142857142857143	3.4359242439769018	0.7413430758740759	0.438473625686303
family	marmgCAMI2_short_read_sample_8	0.08504795757842036	0.25682099857305796	0.6271423408129606	0.9827586206896551	0.9421487603305785	0.9620253164556961	114.0	7.0	2.0	121.0	0.926829268292683	3.3850851615754265	0.7058450800532656	0.47933383685079267
family	marmgCAMI2_short_read_sample_7	0.08504795757842036	0.25682099857305796	0.6163283012920492	0.9711538461538461	0.9439252336448598	0.957345971563981	101.0	6.0	3.0	107.0	0.9181818181818182	3.387623958475041	0.7249621328929201	0.471576660519095
family	marmgCAMI2_short_read_sample_6	0.08504795757842036	0.25682099857305796	0.5751568266961468	0.9818181818181818	0.9310344827586207	0.9557522123893805	108.0	8.0	2.0	116.0	0.9152542372881356	3.5065957971345405	0.7376731388614729	0.42271669644068
family	marmgCAMI2_short_read_sample_5	0.08504795757842036	0.25682099857305796	0.5704687525523131	0.9719626168224299	0.9285714285714286	0.949771689497717	104.0	8.0	3.0	112.0	0.9043478260869565	3.4106750083729813	0.7228305233093862	0.41514802703103204
family	marmgCAMI2_short_read_sample_4	0.08504795757842036	0.25682099857305796	0.6089900120501879	0.9702970297029703	0.9245283018867925	0.9468599033816426	98.0	8.0	3.0	106.0	0.8990825688073395	3.3330791579348973	0.7147255685494325	0.4762226501060569
family	marmgCAMI2_short_read_sample_3	0.08504795757842036	0.25682099857305796	0.6064452951814939	0.975	0.9435483870967742	0.9590163934426231	117.0	7.0	3.0	124.0	0.9212598425196851	3.499282860716072	0.7259498875926857	0.4754486615798858
family	marmgCAMI2_short_read_sample_2	0.08504795757842036	0.25682099857305796	0.6393260965115183	0.9716981132075472	0.9363636363636364	0.9537037037037037	103.0	7.0	3.0	110.0	0.911504424778761	3.3805633719395467	0.7191952968342299	0.5072132017526668
family	marmgCAMI2_short_read_sample_1	0.08504795757842036	0.25682099857305796	0.6075132941105074	0.9743589743589743	0.9421487603305785	0.9579831932773109	114.0	7.0	3.0	121.0	0.9193548387096774	3.6215152054130977	0.7551445733463473	0.4652182475588497
genus	marmgCAMI2_short_read_sample_1	0.08504795757842036	0.25682099857305796	0.6296460858766568	0.9704433497536946	0.9516908212560387	0.9609756097560976	197.0	10.0	6.0	207.0	0.9248826291079812	4.196275174406846	0.7868922658562599	0.46298787787924756
