3823_AE	comm
3934_BD	comm
3934_AT	comm
3934_BW	comm
3934_CM	comm
3934_AI	comm
3823_W	comm
3934_BX	comm
3823_AW	comm
3823_AM	comm
3934_AL	comm
3823_Q	comm
3934_AY	comm
3823_AH	comm
3934_C	comm
3934_AN	comm
3823_AA	comm
3934_AA	comm
3934_BB	comm
3934_CH	comm
3934_BR	comm
3934_AD	comm
3823_AK	comm
3934_Y	comm
3823_N	comm
3934_CK	comm
106592.PRJNA247817	comm
3823_F	comm
Chlamy151	comm
3934_AF	comm
Chlamy26	comm
LjRoot194	comm
Chlamy125	comm
LjRoot69	comm
LjRoot43	comm
Chlamy165	comm
LjRoot182	comm
Chlamy126	comm
LjRoot31	comm
Chlamy37	comm
LjRoot70	comm
LjRoot44	comm
LjRoot92	comm
3937_Q	comm
Chlamy44	comm
LjRoot196	comm
LjRoot99	comm
Chlamy52	comm
Chlamy182	comm
LjRoot74	comm
LjRoot186	comm
Chlamy84	comm
LjRoot34	comm
Chlamy53	comm
Chlamy183	comm
LjRoot105	comm
Chlamy109	comm
LjRoot38	comm
Chlamy149	comm
LjRoot10	comm
LjRoot154	comm
LjRoot117	comm
1121125.PRJNA188849	uniq
1238237.PRJNA176510	uniq
1121362.PRJNA168616	uniq
1200352.PRJNA168617	uniq
1285583.PRJNA186910	uniq
277.PRJNA260561	uniq
3823_AL	uniq
1156918.PRJNA86069	uniq
323097.PRJNA13473	uniq
1345695.PRJNA217481	uniq
1005941.PRJNA171367	uniq
3934_AG	uniq
357809.PRJNA16184	uniq
1303518.PRJEB1573	uniq
1217712.PRJNA183309	uniq
1124780.PRJNA182711	uniq
1353246.PRJNA210247	uniq
1419583.PRJNA227201	uniq
1068978.PRJNA173670	uniq
1463864.PRJNA238534	uniq
1121372.PRJNA188856	uniq
3823_G	uniq
1202532.PRJNA169163	uniq
219305.PRJNA33595	uniq
1387231.PRJNA215329	uniq
311403.PRJNA13402	uniq
3823_A	uniq
3823_O	uniq
1217715.PRJNA183332	uniq
1285586.PRJNA186959	uniq
3934_B	uniq
1121272.PRJNA165369	uniq
323098.PRJNA13474	uniq
1128398.PRJNA79221	uniq
3823_H	uniq
3934_AU	uniq
1121377.PRJNA183018	uniq
1156919.PRJNA86071	uniq
1120949.PRJNA165359	uniq
1286171.PRJNA187031	uniq
1205910.PRJNA169662	uniq
1121288.PRJNA188854	uniq
1356854.PRJNA210955	uniq
323848.PRJNA13912	uniq
3934_CP	uniq
315749.PRJNA13624	uniq
287986.PRJNA244719	uniq
1038862.PRJNA170887	uniq
3823_P	uniq
1400520.PRJNA219157	uniq
1246995.PRJNA178199	uniq
1304866.PRJNA195881	uniq
358823.PRJNA242835	uniq
1217718.PRJNA171721	uniq
234267.PRJNA12638	uniq
3823_I	uniq
1501230.PRJNA246682	uniq
