Gibellulopsis_nigrescens_MPI-SP2-AT-0410.contigs.fasta	24.8355408968
Penicillium_restrictum_MPI-SP2-AT-0405.contigs.fasta	17.4760422856
Alternaria_tenuis_MPI-SDFR-AT-0071.contigs.fasta	15.6188626327
Macrophomina_phaseolina_MPI-SDFR-AT-0085.contigs.fasta	13.9586839782
Neonectria_radicicola_MPI-CAGE-CH-0236.contigs.fasta	8.7477667925
GCF_000001735.4_TAIR10.1_genomic.fasta	5.6058223243
Fusarium_oxysporum_MPI-CAGE-AT-0013.contigs.fasta	4.9205044592
Peyronellaea_curtisii_MPI-SP2-AT-0415.contigs.fasta	3.5322466926
Fusarium_oxysporum_MPI-SP2-AT-0407.contigs.fasta	3.4514198195
Phaeosphaeria_eustoma_MPI-FR1-AT-0339.contigs.fasta	3.4129096875
Truncatella_angustata_MPI-SW4-AT-0541.contigs.fasta	2.9562957397
Phialocephala_fortinii_MPI-SW4-AT-0651.contigs.fasta	2.6725305193
Cladosporium_rectoides_MPI-GEGE-AT-0032.contigs.fasta	2.4384876212
Metacordyceps_chlamydosporia_MPI-IT2-AT-0323.contigs.fasta	2.4352291044
Fusarium_oxysporum_MPI-IT2-AT-0302.contigs.fasta	2.2867819546
Hypocrea_atroviridis_MPI-SP2-AT-0434.contigs.fasta	2.0900761999
Paraphoma_chrysanthemicola_MPI-SDFR-AT-0118.contigs.fasta	2.0255305702
Verticillium_dahliae_MPI-FR1-AT-0353.contigs.fasta	1.9663887877
Sporobolomyces_sasicola_MPI-IT2-AT-0310.contigs.fasta	1.9301460606
Embellisia_chlamydospora_MPI-FR1-AT-0336.contigs.fasta	1.8029255828
Phomopsis_columnaris_MPI-SW4-AT-0540.contigs.fasta	1.7505959946
Fusarium_oxysporum_MPI-FR1-AT-0335.contigs.fasta	1.4778247686
Fusarium_oxysporum_MPI-CAGE-CH-0226.contigs.fasta	1.2826218858
Fusarium_torulosum_MPI-SDFR-AT-0089.contigs.fasta	1.0948146494
Pyrenochaeta_lycopersici_MPI-FR1-AT-0381.contigs.fasta	0.898610859
Cryptosporiopsis_ericae_MPI-SW4-AT-0549.contigs.fasta	0.8606836578
Leptodontidium_orchidicola_MPI-SW4-AT-0643.contigs.fasta	0.7448579398
Phoma_selaginellicola_MPI-SW4-AT-0584.contigs.fasta	0.7293686785
Talaromyces_verruculosus_MPI-SP2-AT-0411.contigs.fasta	0.6900538033
Fusarium_oxysporum_MPI-PUGE-AT-0057.contigs.fasta	0.6783373811
Cylindrocarpon_pauciseptatum_MPI-SP2-AT-0468.contigs.fasta	0.6744659407
Penicillium_crustosum_MPI-IT2-AT-0321.contigs.fasta	0.6573570136
Ilyonectria_macrodidyma_MPI-GEGE-AT-0033.contigs.fasta	0.5471945839
Plectosphaerella_cucumerina_MPI-SP2-AT-0421.contigs.fasta	0.5350482993
Phoma_exigua_MPI-PUGE-AT-0052.contigs.fasta	0.5092054631
Plectosphaerella_cucumerina_MPI-FR1-AT-0340.contigs.fasta	0.4328088217
Sarocladium_strictum_MPI-IT2-AT-0306.contigs.fasta	0.4220543613
Myrothecium_cinctum_MPI-SP2-AT-0408.contigs.fasta	0.3519472566
Aspergillus_fumigatus_MPI-SW4-AT-0569.contigs.fasta	0.3441520322
Fusarium_falciforme_MPI-IT2-AT-0322.contigs.fasta	0.2654644647
Phomopsis_columnaris_MPI-SP2-AT-0504.contigs.fasta	0.2223787709
Ochroconis_tshawytschae_MPI-SP2-AT-0416.contigs.fasta	0.1981377526
Fusarium_falciforme_MPI-FR1-AT-0333.contigs.fasta	0.1432557159
Rhizopycnis_vagum_MPI-FR1-AT-0346.contigs.fasta	0.1431035033
Paraphoma_chrysanthemicola_MPI-SDFR-AT-0093.contigs.fasta	0.1254429593
Sarocladium_strictum_MPI-SWE4-AT-0554.contigs.fasta	0.1054123636
Phaeosphaeria_eustoma_MPI-SP2-AT-0401.contigs.fasta	0.1030682015
Penicillium_canescens_MPI-SW4-AT-0573.contigs.fasta	0.0815435045
Embellisia_chlamydospora_MPI-SP2-AT-0402.contigs.fasta	0.0720907862
Phoma_radicina_MPI-SP2-AT-0466.contigs.fasta	0.0709739365
Umbelopsis_autotrophica_MPI-SW4-AT-0611.contigs.fasta	0.0506076168
Fusarium_equiseti_MPI-CAGE-CH-0233.contigs.fasta	0.0458520317
Macrophomina_phaseolina_MPI-FR1-AT-0330.contigs.fasta	0.0425464785
Plectosphaerella_cucumerina_MPI-SP2-AT-0455.contigs.fasta	0.0406388011
Fusarium_redolens_MPI-CAGE-CH-0216.contigs.fasta	0.019107797
Phialocephala_fortinii_MPI-SW4-AT-0551.contigs.fasta	0.0144098288
