10_S10_contigs	comm
10_S9_contigs	uniq
11_S11_contigs	comm
12_S12_contigs	comm
12_S1_contigs	uniq
13_S13_contigs	uniq
14_S2_contigs	comm
15_S3_contigs	comm
18_S4_contigs	comm
19_S5_contigs	comm
1_S1_contigs	comm
20_S10_contigs	uniq
26_S2_contigs	uniq
2_S2_contigs	comm
2_S8_contigs	uniq
33_S3_contigs	comm
35_S4_contigs	comm
38_S5_contigs	comm
3_S3_contigs	comm
4_S4_contigs	comm
5_S5_contigs	comm
6_S6_contigs	comm
8_S8_contigs	comm
9_S9_contigs	comm
A15_S15_contigs	comm
A16_S16_contigs	comm
A1_S1_contigs	comm
A22_S22_contigs	comm
A25_S9_contigs	comm
A2_S2_contigs	comm
A3_S3_contigs	comm
A4_S4_contigs	comm
A5_S5_contigs	comm
A6_S6_contigs	comm
A7_S7_contigs	comm
A8_S8_contigs	comm
A9_2_S2_contigs	comm
AW02J18_S11_contigs	uniq
AW19M33_S12_contigs	uniq
A_2013_70_F524_1_S1_contigs	comm
A_2013_70_F524_2_S2_contigs	comm
A_2014_70_F537_S3_contigs	comm
A_H130426_2_S6_contigs	comm
A_H1309_1_3_S8_contigs	comm
A_H1309_4_1_S7_contigs	comm
A_H1309_4_3_S10_contigs	comm
A_H1309_5II_S9_contigs	comm
A_H_1309_4_4_S6_contigs	comm
A_H_1309_5_2_S7_contigs	comm
A_Hdes_10_S9_contigs	comm
A_Hdes_11_S10_contigs	comm
A_Hdes_12_S11_contigs	comm
A_Hdes_19_S12_contigs	comm
A_Hdes_20_1_S13_contigs	comm
A_Hdes_3_S8_contigs	comm
Acidobacteria_bacterium_Mor1_genomic	uniq
Aciduliprofundum_boonei_T469_genomic	uniq
Aciduliprofundum_sp_MAR08_339_genomic	uniq
Acinetobacter_venetianus_VE_C3_genomic	uniq
Actinoalloteichus_hymeniacidonis_strain_HPA177_DSM_45092_genomic	uniq
Actinoalloteichus_sp_ADI127_7_genomic	comm
Actinoalloteichus_sp_GBA129_24_genomic	comm
Aeromonas_salmonicida_subsp_salmonicida_A449_genomic	comm
Aeropyrum_camini_SY1_JCM_12091_genomic	uniq
Aeropyrum_pernix_K1_genomic	uniq
Agarivorans_gilvus_strain_WH0801_genomic	uniq
Agrococcus_jejuensis_strain_DSM_22002_genomic	uniq
Alcanivorax_borkumensis_SK2_genomic	uniq
Alcanivorax_dieselolei_B5_genomic	uniq
Alcanivorax_sp_W11_5_genomic	uniq
Algibacter_sp_HZ22_genomic	uniq
Aliivibrio_salmonicida_LFI1238_genomic	comm
Aliivibrio_wodanis_genomic	comm
Altererythrobacter_atlanticus_strain_26DY36_genomic	uniq
Altererythrobacter_dongtanensis_strain_KCTC_22672_genomic	uniq
Altererythrobacter_epoxidivorans_CGMCC_17731_genomic	uniq
Altererythrobacter_ishigakiensis_strain_NBRC_107699_genomic	uniq
Altererythrobacter_marensis_strain_KCTC_22370_genomic	uniq
Altererythrobacter_namhicola_strain_JCM_16345_genomic	uniq
Alteromonas_australica_DE170_genomic	comm
Alteromonas_australica_H_17_genomic	comm
Alteromonas_macleodii_ATCC_27126_genomic	comm
Alteromonas_macleodii_AltDE1_genomic	comm
Alteromonas_macleodii_str_Aegean_Sea_MED64_genomic	comm
Alteromonas_macleodii_str_Balearic_Sea_AD45_genomic	comm
Alteromonas_macleodii_str_Black_Sea_11_genomic	uniq
Alteromonas_macleodii_str_Deep_ecotype_genomic	comm
Alteromonas_macleodii_str_English_Channel_615_genomic	comm
Alteromonas_macleodii_str_English_Channel_673_genomic	comm
Alteromonas_macleodii_str_Ionian_Sea_U4_genomic	comm
Alteromonas_macleodii_str_Ionian_Sea_U7_genomic	comm
Alteromonas_macleodii_str_Ionian_Sea_U8_genomic	comm
Alteromonas_macleodii_str_Ionian_Sea_UM4b_genomic	comm
Alteromonas_macleodii_str_Ionian_Sea_UM7_genomic	comm
Alteromonas_mediterranea_strain_AR43_genomic	comm
Alteromonas_mediterranea_strain_CP48_genomic	comm
Alteromonas_mediterranea_strain_CP49_genomic	comm
Alteromonas_mediterranea_strain_RG65_genomic	comm
Alteromonas_sp_Mex14_genomic	uniq
Alteromonas_sp_RW2A1_genomic	uniq
Alteromonas_sp_SN2_genomic	uniq
